N	2gram	Potebnia_M_2	Psycholo
1	и в	24	38
2	в басне	1	37
3	то что	20	35
4	в том	18	25
5	в самом	4	25
6	самом деле	2	21
7	что в	16	20
8	может быть	23	19
9	и что	4	18
10	на то	5	16
11	что она	3	16
12	в ней	3	15
13	то есть	30	15
14	и т	6	14
15	том что	8	14
16	если бы	11	14
17	как бы	9	14
18	потому что	49	14
19	в этом	8	13
20	не только	15	12
21	таким образом	11	12
22	было бы	13	12
23	не в	13	12
24	мы видим	2	12
25	что он	4	11
26	то же	12	10
27	что это	3	10
28	и не	19	10
29	и все	3	10
30	о которых	3	9
31	с точки	1	9
32	того чтобы	2	9
33	и то	3	8
34	с этим	7	8
35	все же	5	8
36	и как	6	8
37	с тем	4	8
38	как и	7	8
39	в одном	6	8
40	и это	2	8
41	но только	2	8
42	так что	10	8
43	вовсе не	9	8
44	для того	5	8
45	перед нами	1	8
46	для нас	31	8
47	мы уже	1	7
48	с другой	6	7
49	заключается в	1	7
50	мы можем	12	7
51	не может	12	7
52	все то	1	7
53	как мы	1	7
54	в ее	1	7
55	что у	2	7
56	никак не	1	7
57	между тем	6	7
58	может служить	1	7
59	а не	18	7
60	а в	8	7
61	и на	8	6
62	в которых	1	6
63	к чему	1	6
64	как это	2	6
65	и если	4	6
66	он не	1	6
67	мы видели	1	6
68	в котором	4	6
69	тому что	2	6
70	не имеет	6	6
71	самого начала	2	6
72	и его	2	6
73	к тому	1	6
74	указывает на	2	6
75	с самого	2	6
76	и здесь	2	6
77	о том	5	6
78	один из	2	6
79	с одной	4	6
80	если мы	3	6
81	из них	5	6
82	так как	10	6
83	до сих	4	6
84	которых мы	3	6
85	там где	4	6
86	должна быть	1	5
87	мы не	11	5
88	могли бы	2	5
89	в которой	5	5
90	так сказать	4	5
91	на этом	2	5
92	в другом	2	5
93	т п	3	5
94	в его	2	5
95	в какой	2	5
96	но и	9	5
97	одной стороны	3	5
98	вместе с	11	5
99	в той	1	5
100	сих пор	4	5
101	или в	2	5
102	о котором	2	5
103	другой стороны	2	5
104	на деле	3	4
105	что если	6	4
106	которую мы	1	4
107	время как	4	4
108	во всех	7	4
109	мысль что	1	4
110	не то	2	4
111	что они	5	4
112	как в	10	4
113	в целом	3	4
114	все эти	2	4
115	в себе	10	4
116	в нем	9	4
117	при этом	13	4
118	т д	3	4
119	но если	2	4
120	что с	2	4
121	и другое	4	4
122	одна из	4	4
123	в нас	3	4
124	из него	1	4
125	никогда не	4	4
126	в самой	3	4
127	и совершенно	1	4
128	образом мы	2	4
129	что и	11	4
130	только в	11	4
131	конечно не	1	4
132	не можем	6	4
133	при помощи	1	4
134	у него	2	4
135	в течение	1	4
136	того что	7	4
137	и для	3	4
138	в свою	6	4
139	сказать что	2	4
140	который не	1	4
141	ее в	1	4
142	в своих	1	4
143	должен быть	1	3
144	того же	14	3
145	из всех	1	3
146	полагает что	3	3
147	до такой	1	3
148	оба эти	2	3
149	и заставляет	1	3
150	совсем не	2	3
151	что как	1	3
152	что по	1	3
153	но в	4	3
154	из этих	4	3
155	чем сильнее	3	3
156	не к	1	3
157	состоит в	2	3
158	одно и	2	3
159	могла бы	3	3
160	что все	2	3
161	бы в	2	3
162	его в	3	3
163	и тем	3	3
164	ни в	1	3
165	в них	5	3
166	далеко не	3	3
167	в такой	1	3
168	наше внимание	1	3
169	место в	4	3
170	всякий раз	1	3
171	бы не	5	3
172	с теми	2	3
173	в то	6	3
174	того как	7	3
175	на это	1	3
176	где он	1	3
177	и о	1	3
178	и которые	1	3
179	к тем	1	3
180	были бы	1	3
181	и только	6	3
182	здесь не	1	3
183	тот же	5	3
184	которое мы	3	3
185	не так	3	3
186	к ним	1	3
187	тем что	7	3
188	такое же	2	3
189	что не	5	3
190	то и	9	3
191	это только	1	3
192	который мы	1	3
193	только для	5	3
194	но это	3	3
195	все это	2	3
196	указать на	1	3
197	главным образом	4	3
198	такой степени	1	3
199	одном плане	1	3
200	к этому	2	3
201	как на	3	3
202	в таком	4	3
203	не иначе	1	2
204	отношения к	2	2
205	например в	3	2
206	на самом	2	2
207	он может	1	2
208	бы для	1	2
209	что смысл	1	2
210	нас на	2	2
211	не имеют	2	2
212	той же	3	2
213	чувства которые	1	2
214	оно есть	1	2
215	между собой	1	2
216	на их	1	2
217	столь же	5	2
218	что его	3	2
219	бы она	1	2
220	одним словом	4	2
221	видели что	1	2
222	но как	1	2
223	в общем	2	2
224	очевидно что	3	2
225	и чем	1	2
226	в истории	1	2
227	в одной	1	2
