N	2gram	Voloshinov_1	Problemy
1	и в	15	46
2	то есть	1	40
3	и не	16	27
4	может быть	13	23
5	не может	13	19
6	как бы	11	19
7	в нем	4	17
8	в этом	13	16
9	не только	5	14
10	и т.п	2	14
11	слова в	1	13
12	перед нами	1	12
13	как мы	10	12
14	но и	4	12
15	как и	6	12
16	и на	3	11
17	точки зрения	13	11
18	в одном	3	11
19	а не	2	11
20	не в	4	10
21	между ними	2	10
22	и к	7	9
23	в самом	6	9
24	с точки	10	9
25	и все	4	9
26	в его	9	9
27	в том	4	9
28	в большинстве	4	9
29	вовсе не	2	9
30	прежде всего	11	9
31	до сих	3	8
32	конечно не	3	8
33	большинстве случаев	5	8
34	сих пор	3	8
35	или в	1	8
36	еще не	7	7
37	в себе	4	7
38	и с	7	7
39	по себе	2	7
40	как раз	2	7
41	слова и	2	7
42	то же	7	6
43	никогда не	7	6
44	хотя и	1	6
45	но в	9	6
46	слово в	1	6
47	ни в	6	6
48	но это	2	6
49	и его	15	6
50	о нем	1	6
51	в него	2	6
52	что он	8	6
53	только в	6	6
54	и между	1	6
55	к себе	3	6
56	все это	5	6
57	мы увидим	4	6
58	в котором	1	5
59	ведь и	2	5
60	с его	8	5
61	во всех	8	5
62	по отношению	11	5
63	за пределы	2	5
64	нам кажется	1	5
65	так сказать	3	5
66	при этом	7	5
67	особенно в	1	5
68	это не	2	5
69	в жизни	5	5
70	рядом с	2	5
71	в то	6	5
72	себе самом	3	5
73	если же	1	5
74	о том	1	5
75	же время	5	5
76	к нему	7	5
77	если мы	5	5
78	мы находим	1	5
79	так как	9	5
80	у него	3	5
81	о себе	2	5
82	речи и	1	5
83	отношению к	9	5
84	жизни и	5	5
85	например в	1	4
86	самом деле	7	4
87	мы не	4	4
88	на себя	2	4
89	но не	5	4
90	как в	3	4
91	все же	5	4
92	все эти	9	4
93	он не	4	4
94	людей и	1	4
95	таким образом	21	4
96	и наконец	10	4
97	он и	2	4
98	том что	5	4
99	в этих	2	4
100	любовь к	1	4
101	раз и	1	4
102	в процессе	4	4
103	этих двух	2	4
104	потому что	4	4
105	в себя	5	4
106	приводит к	2	4
107	так и	10	4
108	в виду	1	4
109	и здесь	1	4
110	можно сказать	4	4
111	вся жизнь	2	4
112	уже не	5	4
113	уже в	1	4
114	мы можем	12	4
115	до конца	5	4
116	превращается в	1	4
117	себе самому	1	4
118	на границе	1	4
119	должно быть	2	4
120	и нет	1	4
121	то что	10	4
122	не знает	3	4
123	совершенно не	2	4
124	что в	6	4
125	но эти	2	4
126	одним из	3	3
127	также и	1	3
128	человека и	6	3
129	сам по	2	3
130	и это	1	3
131	тем же	1	3
132	и до	3	3
133	мы уже	5	3
134	той же	2	3
135	мы имеем	1	3
136	всех его	1	3
137	и о	3	3
138	мы и	4	3
139	то это	1	3
140	конечно и	3	3
