N	2gram	Bakhtin_fo_1	Hudozhes
1	и в	50	28
2	том что	4	19
3	в ее	6	18
4	и не	14	18
5	своего рода	1	16
6	в том	9	15
7	а не	3	14
8	в этом	25	13
9	не в	5	13
10	о том	1	12
11	перед нами	1	11
12	не только	9	11
13	при этом	3	11
14	как и	8	11
15	в его	13	11
16	уже не	2	10
17	в себе	3	9
18	но и	8	9
19	так и	12	8
20	что он	1	8
21	себя в	1	8
22	в жизни	6	8
23	может быть	11	8
24	о чем	1	8
25	я не	1	7
26	по отношению	3	7
27	в мире	1	7
28	об этом	2	7
29	к тому	3	7
30	в частности	6	7
31	и все	6	7
32	с ним	2	7
33	жизни в	8	7
34	отношению к	5	7
35	я и	1	6
36	в котором	4	6
37	то же	11	6
38	не было	7	6
39	и с	4	6
40	в своей	2	6
41	в то	9	6
42	тем что	2	6
43	для себя	7	6
44	если бы	5	6
45	это не	6	6
46	человеческой жизни	6	6
47	а в	3	6
48	то что	6	6
49	жизни и	8	6
50	жизни как	1	5
51	с его	9	5
52	в этой	1	5
53	как в	6	5
54	в самом	8	5
55	что это	1	5
56	не могла	1	5
57	рядом с	2	5
58	в своем	4	5
59	у него	6	5
60	никогда не	2	5
61	к чужой	1	5
62	ничего не	9	5
63	чужой жизни	3	5
64	и его	16	5
65	она не	1	5
66	и сам	1	5
67	его жизни	8	5
68	только на	3	5
69	одно из	3	5
70	для него	2	5
71	наряду с	5	5
72	как бы	2	5
73	да и	3	5
74	с ее	6	5
75	что в	5	5
76	и другие	5	5
77	и т	8	4
78	но не	5	4
79	своей жизни	4	4
80	человека в	17	4
81	он не	5	4
82	и уже	3	4
83	пародия на	1	4
84	в других	9	4
85	для нее	1	4
86	же время	9	4
87	и сама	1	4
88	того чтобы	5	4
89	только в	4	4
90	в качестве	3	4
91	что и	3	4
92	как раз	13	4
93	для того	5	4
94	говорит о	1	4
95	то и	1	4
96	не может	6	4
97	бы и	1	4
98	была бы	2	3
99	человека и	11	3
100	по преимуществу	3	3
101	по его	1	3
102	на себя	2	3
103	и он	1	3
104	в ней	4	3
105	еще не	5	3
106	и на	8	3
107	для других	4	3
108	бы не	1	3
109	раз в	4	3
110	как он	2	3
111	в нем	24	3
112	что все	2	3
113	мы уже	11	3
114	с другими	3	3
115	было бы	2	3
116	в это	2	3
117	в них	4	3
118	соответствии с	2	3
119	этого произведения	2	3
120	в этих	3	3
121	что было	3	3
122	этом и	1	3
123	как о	1	3
124	отдельного человека	1	3
125	к себе	4	3
126	как только	1	3
127	и это	4	3
128	внимание на	1	3
129	все его	3	3
130	в родном	1	3
131	одной из	3	3
132	с ними	1	3
133	и ее	3	3
134	с одной	3	3
135	для нас	2	3
136	с нею	1	3
137	характерно что	4	3
138	в одном	3	3
139	с другой	2	3
140	на ее	1	3
141	и тех	2	3
142	прежде всего	15	3
143	в соответствии	2	3
144	человек в	3	3
145	у всех	1	3
146	так же	6	3
147	одной стороны	2	3
148	все это	4	3
149	или в	3	3
150	все они	1	3
151	на фоне	3	3
152	героя и	7	3
153	самом деле	1	3
154	внутреннего в	1	2
155	же как	2	2
156	и то	4	2
157	случайно в	1	2
158	жизни героя	1	2
159	той же	2	2
160	а как	3	2
161	который был	1	2
162	они были	2	2
163	он сам	1	2
164	не знала	1	2
165	отношение к	2	2
166	тоже не	1	2
167	другой день	2	2
168	человеческого бытия	1	2
169	все же	6	2
170	и к	2	2
171	но в	10	2
172	со своей	3	2
173	та же	1	2
174	в нашем	2	2
175	из этих	1	2
176	не более	1	2
177	тому же	2	2
178	о которой	1	2
179	не как	2	2
180	оно не	2	2
181	ее жизни	1	2
182	ее по	2	2
183	могла бы	1	2
184	мире не	1	2
185	зрения на	1	2
186	лишь в	6	2
187	его в	3	2
188	это было	1	2
189	себя во	1	2
190	о которых	1	2
191	характер и	7	2
192	героини в	1	2
193	автора и	2	2
194	и тогда	1	2
195	место в	2	2
196	с точки	2	2
197	не столько	1	2
198	с такою	1	2
199	вместе со	1	2
200	жизни то	2	2
201	дело не	1	2
202	одна из	2	2
203	к ней	2	2
204	в основе	5	2
205	бытия как	1	2
206	они и	1	2
207	в строгом	2	2
208	приходит к	1	2
209	как мы	14	2
210	на другой	2	2
211	данном случае	1	2
212	самим собою	3	2
213	она может	1	2
214	приводит к	1	2
215	роль в	9	2
216	с собой	1	2
217	те же	2	2
218	с самим	5	2
219	которая была	1	2
220	до сих	3	2
221	одно это	1	2
222	жизни не	3	2
223	и т.д	1	2
224	в другом	1	2
225	а также	2	2
226	во втором	2	2
227	и только	1	2
228	один из	3	2
229	здесь не	4	2
230	уже одно	1	2
231	она лишь	1	2
232	было так	1	2
233	же и	2	2
234	и у	5	2
235	ни одного	1	2
236	его и	2	2
237	ни с	2	2
238	из них	1	2
239	противоречие между	1	2
240	т п	8	2
241	вовсе не	13	2
242	жизни на	2	2
243	ее на	1	2
244	сих пор	3	2
245	или иной	2	2
246	с мотивом	3	2
247	именно в	3	2
248	еще и	2	2
249	себя и	3	2
250	что не	3	2
251	ей не	1	2
252	и составляет	1	2
253	жизнь в	2	2
254	нет ничего	4	2
255	два человека	1	2
256	вместе с	3	2
257	этот смысл	1	2
258	в данном	2	2
259	не зная	2	2
260	в ряду	1	2
261	и от	1	2
262	это был	1	2
263	перед смертью	1	2
264	не является	2	2
265	и для	4	2
266	отнюдь не	5	2
267	это уже	1	2
268	у которого	1	2
269	потому что	4	2
270	хотя бы	2	2
271	точки зрения	5	2
272	личности и	2	2
273	между ними	3	2
274	и эта	2	2
275	сказать что	3	2
276	и внутренне	1	2
277	что даже	1	2
278	гораздо более	1	2
279	одних и	2	1
280	под вечер	1	1
281	отношения к	3	1
282	одним из	1	1
283	например в	6	1
284	дел и	1	1
285	функции в	1	1
286	и через	1	1
287	тех же	2	1
288	на деле	1	1
289	не меняется	3	1
290	есть подлинное	1	1
291	здесь и	2	1
292	к другому	2	1
293	которое могло	1	1
294	его же	1	1
295	жизни ее	1	1
296	высшей степени	1	1
297	когда это	1	1
298	целого произведения	1	1
299	собою в	1	1
300	которыми он	2	1
301	также и	2	1
302	не умирает	1	1
303	на материале	2	1
304	мы имеем	1	1
305	мы не	3	1
306	только другим	1	1
307	все последующее	1	1
308	громко что	1	1
309	нам в	1	1
310	и совсем	1	1
311	время здесь	3	1
312	в сущности	3	1
313	время как	5	1
314	принадлежит к	2	1
315	не совсем	1	1
316	что можно	1	1
317	жизни это	2	1
318	это время	7	1
319	в xix	1	1
320	идет за	1	1
321	он был	1	1
322	на них	2	1
323	между собой	4	1
324	именно этого	1	1
325	в различных	2	1
326	во всех	6	1
327	природы и	2	1
328	могло быть	4	1
329	то он	1	1
330	точка зрения	1	1
331	этого мотива	1	1
332	свою жизнь	1	1
333	его во	1	1
334	с собою	1	1
335	себе и	3	1
336	нет и	2	1
337	в свои	1	1
338	ему нужны	1	1
339	в течение	2	1
340	в той	4	1
341	возникает между	1	1
342	на минуту	2	1
343	более и	1	1
344	и нет	2	1
345	хотя и	3	1
346	никаких следов	2	1
347	но для	2	1
348	так громко	1	1
349	его к	1	1
350	один ряд	1	1
351	это просто	1	1
352	самом начале	1	1
353	имеет в	2	1
354	себе не	1	1
355	от этого	2	1
356	человеческая жизнь	1	1
357	жизни к	1	1
358	в которой	2	1
359	из жизни	1	1
360	ни один	1	1
361	все эти	9	1
362	не оставляет	6	1
363	приобретает характер	1	1
364	нами в	1	1
365	человеке и	1	1
366	и тот	1	1
367	в жертву	1	1
368	его существование	1	1
369	человек не	1	1
370	так сказать	7	1
371	все ее	3	1
372	с чем	1	1
373	его но	3	1
374	сказать в	1	1
375	из этой	1	1
376	нее и	1	1
377	них нет	1	1
378	в корне	1	1
379	их в	3	1
380	лишь с	1	1
381	в большой	1	1
382	не бывает	1	1
383	ни был	1	1
384	не должно	1	1
385	но все	5	1
386	значительной степени	1	1
387	не следует	1	1
388	в каждом	1	1
389	это начало	1	1
390	жизнь которая	1	1
391	здесь мы	1	1
392	и характер	2	1
393	самим собой	2	1
394	то есть	33	1
395	и других	3	1
396	непосредственным продолжением	1	1
397	характера это	1	1
398	как вдруг	1	1
399	никакого следа	1	1
400	жертву в	1	1
401	на свои	1	1
402	этому ряду	1	1
403	быть только	3	1
