N	3gram	Vinokur_St_3	Istorich
1	и т д	2	18
2	до сих пор	2	6
3	вместе с тем	1	5
4	мы имеем в	2	5
5	в том что	11	5
6	но все же	2	4
7	не только в	3	4
8	в связи с	3	4
9	с тем что	3	3
10	можно было бы	1	3
11	с одной стороны	2	3
12	и может быть	1	2
13	потому что он	2	2
14	иметь в виду	1	2
15	на самом деле	1	2
16	так как в	1	2
17	но и в	2	2
18	во всех этих	2	2
19	сих пор мы	1	2
20	в некоторых случаях	1	2
21	с другой стороны	4	2
22	не может быть	5	2
23	что это за	2	2
24	о том что	4	2
25	с самого начала	2	2
26	на то что	3	2
27	дело не в	1	2
28	не вдаваясь в	1	2
29	и попадает в	1	1
30	до наших дней	1	1
31	об этом очень	1	1
32	т д по	1	1
33	и той же	1	1
34	но так как	1	1
35	и так сказать	1	1
36	то же можно	1	1
37	является не только	1	1
38	должно было бы	1	1
39	так что он	1	1
40	в одной из	1	1
41	что мы имеем	2	1
42	очень часто в	1	1
43	сам по себе	1	1
44	и не мог	1	1
45	начала до конца	1	1
46	но в сущности	1	1
47	не связан с	1	1
48	но это не	3	1
49	об этом не	1	1
50	что он был	2	1
51	ответ на это	1	1
52	тем не менее	2	1
53	слова в системе	1	1
54	так или иначе	1	1
55	и пр с	1	1
56	то что он	1	1
57	мы знаем об	1	1
58	пути по которому	1	1
59	хотя бы на	1	1
60	тем что в	2	1
61	не только у	1	1
62	что действующие лица	1	1
63	на вопрос о	1	1
64	но уже в	1	1
65	и пр в	2	1
66	дело так что	1	1
67	связи с этим	1	1
68	к этому времени	1	1
69	что у него	1	1
70	не только не	1	1
71	что мы знаем	1	1
72	было бы быть	1	1
73	в его работе	2	1
74	в другом случае	1	1
75	из этих двух	1	1
76	по этому поводу	2	1
77	одной и той	1	1
78	том что он	1	1
79	и в другом	1	1
