1	в том что	5	9
2	не может быть	1	8
3	о том что	1	7
4	в зависимости от	1	5
5	для того чтобы	2	5
6	подобно тому как	1	5
7	с одной стороны	2	5
8	в то время	1	5
9	с другой стороны	5	5
10	этой точки зрения	1	5
11	так же как	1	4
12	с этой точки	1	4
13	как и в	1	4
14	все то что	1	3
15	в отличие от	7	3
16	так же точно	1	3
17	точно так же	1	3
18	не в состоянии	1	3
19	в художественном произведении	1	3
20	в конечном счете	3	3
21	в области искусства	1	2
22	том и состоит	2	2
23	в евгении онегине	1	2
24	в этом смысле	3	2
25	а чем-то другим	1	2
26	с точки зрения	3	2
27	тем не менее	3	2
28	он не только	1	2
29	сама по себе	2	2
30	художественного произведения с	1	2
31	то или иное	1	2
32	а в том	1	2
33	в том и	2	2
34	более или менее	5	2
35	по себе а	1	2
36	и в самом	1	2
37	состоит в том	4	2
38	то есть в	1	2
39	в таком случае	2	2
40	в том случае	1	2
41	всякое произведение искусства	1	2
42	в произведении искусства	1	2
43	тех или иных	1	2
44	делает то что	1	2
45	в настоящее время	1	2
46	тем или иным	2	2
47	подход к изучению	1	1
48	же точно и	1	1
49	в том числе	2	1
50	и тем же	1	1
51	образы действия положения	1	1
52	и в сущности	1	1
53	я думаю а	1	1
54	одном и том	1	1
55	коем случае не	2	1
56	сколько бы ни	1	1
57	включает в себя	1	1
58	что иное как	1	1
59	и того же	3	1
60	в известном смысле	1	1
61	а не ее	1	1
62	той мере в	1	1
63	можно только посредственно	1	1
64	ни в коем	2	1
65	описывая образы действия	1	1
66	искусство в том	1	1
67	едва ли не	1	1
68	не могут быть	1	1
69	в основе своей	2	1
70	больше и больше	1	1
71	мыслью я думаю	1	1
72	не принадлежит к	1	1
73	только посредственно словами	1	1
74	не что иное	1	1
75	одно и то	3	1
76	в связи с	1	1
77	том что он	1	1
78	чем-то другим и	1	1
79	не мыслью я	1	1
80	который может быть	1	1
81	же сцепление составлено	1	1
82	только о том	1	1
83	к изучению искусства	1	1
84	одного и того	3	1
85	в себя и	1	1
86	том числе и	2	1
87	приводит к тому	2	1
88	между субъективной и	1	1
89	субъективной и объективной	1	1
90	что даже в	1	1
91	эстетических отношений и	1	1
92	том или ином	1	1
93	этого сцепления непосредственно	1	1
94	другим и выразить	1	1
95	и состоит чтобы	1	1
96	это и есть	1	1
97	есть как бы	1	1
98	к автору и	1	1
99	заключает в себе	1	1
100	к тому же	1	1
101	основу этого сцепления	1	1
102	мере в какой	1	1
103	мы видим в	1	1
104	и не дает	1	1
105	его чувства и	1	1
106	что он должен	1	1
107	выразить основу этого	1	1
108	сцепление составлено не	1	1
109	именно потому что	1	1
110	можно сказать что	3	1
111	не принадлежат к	1	1
112	в свою очередь	2	1
113	речь идет о	1	1
114	ту или иную	1	1
115	может быть признано	1	1
116	только при условии	1	1
117	в области литературы	1	1
118	и в том	1	1
119	та или иная	1	1
120	как бы в	1	1
121	в полной мере	1	1
122	себе а в	1	1
123	в том или	1	1
124	и состоит что	1	1
125	все же оно	1	1
126	составлено не мыслью	1	1
127	мы имеем дело	2	1
128	дело не в	1	1
129	а можно только	1	1
130	посредственно словами описывая	1	1
131	сцепления непосредственно словами	1	1
132	думаю а чем-то	1	1
133	точки зрения в	1	1
134	в коем случае	2	1
135	что все люди	1	1
136	нельзя а можно	1	1
137	во всей его	2	1
138	том случае если	1	1
139	словами описывая образы	1	1
140	и том же	1	1
141	речь идет не	1	1
142	и то же	3	1
143	но в таком	1	1
144	только то что	1	1
145	одним и тем	1	1
146	в той мере	1	1
147	и выразить основу	1	1
148	и не быть	1	1
149	что они хотят	1	1
