N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	40
2	то есть	46	18
3	и его	16	17
4	прежде всего	13	16
5	в этом	15	15
6	в романе	4	15
7	мы уже	1	13
8	не только	9	13
9	в его	43	13
10	и не	42	13
11	вовсе не	2	12
12	что в	7	12
13	как и	7	11
14	но и	9	11
15	таким образом	10	10
16	как мы	7	10
17	он не	3	9
18	в них	5	9
19	может быть	26	9
20	и все	3	9
21	и на	3	8
22	отношение к	10	8
23	все эти	5	8
24	и с	17	8
25	в том	8	8
26	но в	4	8
27	то же	5	7
28	в своем	5	7
29	культуры и	3	7
30	в виду	4	7
31	в одном	1	7
32	и др	8	7
33	во всех	11	6
34	в самом	7	6
35	в этих	2	6
36	в то	4	6
37	же время	3	6
38	связи с	2	6
39	связь с	3	6
40	и других	2	6
41	мы еще	1	6
42	до конца	1	6
43	в той	1	6
44	в своей	7	6
45	к этому	2	6
46	в нем	15	5
47	со всеми	3	5
48	в основе	5	5
49	и для	11	5
50	в особенности	2	5
51	связаны с	2	5
52	для него	1	5
53	то что	8	5
54	не было	2	5
55	а не	5	5
56	в связи	2	5
57	в своих	2	5
58	смысле слова	2	4
59	также и	3	4
60	жизни и	1	4
61	из всех	1	4
62	в ней	4	4
63	в истории	2	4
64	в нашем	4	4
65	в мире	3	4
66	было бы	8	4
67	ни в	11	4
68	том что	3	4
69	в их	10	4
70	того чтобы	2	4
71	в области	11	4
72	у нас	2	4
73	о том	4	4
74	и о	5	4
75	особенно в	2	4
76	и здесь	2	4
77	а также	1	4
78	и во	2	4
79	только на	1	4
80	из них	1	4
81	и даже	3	4
82	до сих	1	4
83	здесь в	2	4
84	и потому	4	4
85	в данном	4	4
86	сих пор	1	4
87	все это	3	4
88	в культуре	2	4
89	еще более	1	4
90	самом деле	6	3
91	на самом	4	3
92	и есть	2	3
93	его связь	1	3
94	правильного понимания	2	3
95	существенное отношение	1	3
96	с его	2	3
97	по отношению	21	3
98	отличие от	5	3
99	в этой	1	3
100	кроме того	3	3
101	и как	8	3
102	и наконец	6	3
103	и к	3	3
104	в себе	4	3
105	но ведь	1	3
106	при этом	5	3
107	всех этих	1	3
108	для понимания	2	3
109	на протяжении	1	3
110	но именно	1	3
111	эти моменты	2	3
112	в отличие	5	3
113	вплоть до	1	3
114	в таких	2	3
115	одна из	2	3
116	во всем	2	3
117	здесь не	4	3
118	в ее	4	3
119	не подлежит	1	3
120	можно было	4	3
121	со всею	1	3
122	если бы	3	3
123	в другом	2	3
124	другими словами	2	3
125	в значительной	2	3
126	между тем	7	3
127	нуждается в	2	3
128	что и	2	3
129	во всей	1	3
130	и следовательно	1	3
131	еще не	7	3
132	только в	13	3
133	так и	5	3
134	в начале	2	3
135	для историка	1	3
136	тем что	2	3
137	в других	4	3
138	для того	2	3
139	нашем примере	2	3
140	связан с	1	3
141	и прежде	5	3
142	сказать что	4	3
143	там где	6	3
144	в частности	2	3
145	не может	27	3
146	вместе с	1	3
147	как в	4	3
148	как бы	22	3
149	в более	4	3
150	и от	3	3
151	но это	3	3
152	а в	6	3
153	слово в	2	3
154	между ними	4	3
155	к этой	1	3
156	они не	3	3
157	например в	3	2
158	это и	1	2
159	хотя бы	4	2
160	основе этого	1	2
161	меньшей степени	1	2
162	на них	3	2
163	но конечно	4	2
164	но не	12	2
165	из важнейших	3	2
166	это самое	1	2
167	что он	2	2
168	все же	6	2
169	имеет в	1	2
170	лежит на	1	2
171	в которой	1	2
172	в целом	3	2
173	в дальнейшем	3	2
174	и если	1	2
175	как он	1	2
176	явления культуры	1	2
