N	3gram	Propp_Isto_4	KulturaY
1	и т д	24	14
2	с другой стороны	4	7
3	тем не менее	2	5
4	в зависимости от	1	4
5	не только в	2	4
6	не может быть	4	4
7	точно так же	5	3
8	в связи с	2	3
9	потому что он	1	2
10	поставить вопрос о	2	2
11	в этом случае	3	2
12	на этот вопрос	2	2
13	вместе с тем	1	2
14	может быть только	1	2
15	в таких случаях	2	2
16	так же как	12	2
17	тем что он	2	2
18	в широком смысле	1	2
19	широком смысле этого	1	2
20	но все же	4	2
21	мы знаем что	7	2
22	можно сказать что	1	2
23	на то что	3	2
24	в узком смысле	1	2
25	в его распоряжении	1	1
26	в виду не	1	1
27	указывает на это	1	1
28	возможно что в	1	1
29	таким же образом	1	1
30	легко заметить что	1	1
31	потому что я	1	1
32	знает что он	1	1
33	мы видели выше	2	1
34	и не только	1	1
35	это дает нам	1	1
36	т е к	2	1
37	до сих пор	5	1
38	в иных случаях	1	1
39	что он не	1	1
40	мы должны признать	1	1
41	потому что у	1	1
42	не имеет никакого	1	1
43	представить себе что	1	1
44	все те же	1	1
45	но он не	1	1
46	совершенно ясно что	1	1
47	и то что	5	1
48	и с этой	1	1
49	только что на	1	1
50	и в других	1	1
51	может быть и	1	1
52	то время как	1	1
53	т е в	3	1
54	это своего рода	1	1
55	в данном случае	3	1
56	не потому что	1	1
57	смысле этого слова	2	1
58	относится к разряду	1	1
59	по сравнению с	3	1
60	тот ни другой	1	1
61	не могут быть	1	1
62	не в том	1	1
63	он уже не	1	1
64	мы имеем здесь	1	1
65	т е как	1	1
66	что же это	1	1
67	дает нам право	2	1
68	от того кто	1	1
69	обращается к нему	1	1
70	есть не что	1	1
71	точно таким же	1	1
72	ни тот ни	1	1
73	хотя бы на	1	1
74	в то время	1	1
75	как и в	1	1
76	о том что	2	1
77	ничего общего с	1	1
78	т д или	1	1
79	а не просто	1	1
80	в связь с	1	1
81	и в очень	1	1
82	что иное как	3	1
83	в другом случае	2	1
84	в большинстве случаев	1	1
85	после того как	2	1
86	что дело не	1	1
87	к тому что	1	1
88	не что иное	3	1
89	т д в	1	1
90	только тогда когда	1	1
91	как мы видели	3	1
