N	3gram	Voloshinov_1	FransuaR
1	в том что	4	6
2	как мы уже	1	5
3	до сих пор	3	4
4	мы уже сказали	1	3
5	с точки зрения	2	3
6	на самом же	1	3
7	в этом отношении	1	3
8	самом же деле	1	3
9	и прежде всего	1	3
10	дело в том	4	2
11	на самом деле	2	2
12	но и в	1	2
13	в основе своей	1	2
14	и в частности	1	2
15	с одной стороны	2	2
16	в значительной степени	1	2
17	но все же	1	2
18	можно сказать что	5	1
19	но прежде всего	1	1
20	в так называемой	1	1
21	для него не	1	1
22	а между тем	1	1
23	на все моменты	1	1
24	или хотя бы	1	1
25	еще раз подчеркнуть	1	1
26	и др все	1	1
27	по отношению к	11	1
28	имеем в виду	2	1
29	в самом деле	1	1
30	в настоящее время	2	1
31	имеет в виду	3	1
32	и не может	3	1
33	сами по себе	1	1
34	в условиях буржуазной	1	1
35	все разобранные нами	1	1
36	сказать что и	1	1
37	и др и	1	1
38	с ним в	1	1
39	но все это	1	1
40	но несмотря на	1	1
41	несмотря на это	1	1
42	в литературе и	1	1
43	особый тип общения	1	1
44	и здесь мы	1	1
45	это как бы	3	1
46	может быть только	1	1
47	эти и подобные	2	1
48	до известной степени	2	1
49	чтобы убедиться в	1	1
50	в области науки	1	1
51	тех или иных	1	1
52	но в то	1	1
53	это прежде всего	1	1
54	но в ней	1	1
55	и эта позиция	1	1
56	все более и	1	1
57	и вещами она	1	1
58	во всяком случае	1	1
59	с другой стороны	2	1
60	не может быть	7	1
61	суждения и оценки	1	1
62	можно определить как	1	1
63	убедиться в этом	1	1
64	то же время	1	1
65	общения между ними	1	1
66	все эти три	1	1
67	и значение этой	1	1
68	на ранних ступенях	1	1
69	то что мы	1	1
70	свою связь с	1	1
71	все эти и	1	1
72	включает в себя	1	1
73	более и более	1	1
74	он еще не	1	1
75	в приведенном нами	1	1
76	раз подчеркнуть что	1	1
77	мы имеем в	1	1
78	бы они ни	1	1
79	они как бы	1	1
80	в то же	1	1
81	в этом достаточно	1	1
82	почти полностью утрачивают	1	1
83	два основных момента	1	1
84	в отношении к	2	1
85	и в нем	1	1
86	и подобные им	2	1
87	к тому же	1	1
88	его эстетической сущности	1	1
89	не может стать	1	1
