N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	46
2	в слове	4	32
3	в том	7	32
4	и в	27	30
5	может быть	25	28
6	то же	15	23
7	чувственный образ	1	23
8	не только	9	21
9	только в	8	21
10	для нас	3	20
11	но и	10	19
12	внутренней формы	3	19
13	того что	3	18
14	том что	4	18
15	то что	8	18
16	не есть	4	17
17	что в	8	17
18	в себе	3	16
19	по себе	4	16
20	внутренняя форма	1	15
21	и не	30	15
22	не в	12	15
23	в сознании	1	15
24	а не	17	15
25	таким образом	18	14
26	что и	2	13
27	так как	9	13
28	если бы	12	12
29	вместе с	6	12
30	а в	1	12
31	так и	21	11
32	этого слова	2	11
33	есть уже	1	11
34	как в	4	10
35	в этом	18	10
36	как и	14	10
37	в то	7	10
38	и что	3	10
39	мы не	4	9
40	только тогда	1	9
41	из этих	2	9
42	в нем	15	9
43	было бы	6	9
44	тогда когда	4	9
45	между тем	7	9
46	для него	1	9
47	и то	1	8
48	в ней	5	8
49	в самом	11	8
50	от того	2	8
51	что мы	1	8
52	есть не	1	7
53	с одной	1	7
54	но не	5	7
55	с тем	7	7
56	тем самым	1	7
57	тем что	5	7
58	как мы	8	7
59	так что	1	7
60	слова в	1	7
61	в языке	2	7
62	вовсе не	28	7
63	с другой	6	7
64	смысле этого	2	7
65	к тому	4	7
66	то это	1	6
67	же что	2	6
68	с этим	1	6
69	между собою	1	6
70	художественное произведение	11	6
71	с ним	1	6
72	и теперь	6	6
73	те же	3	6
74	там же	1	6
75	что он	6	6
76	уже не	3	6
77	то и	1	6
78	из них	2	6
79	а потому	1	6
80	зависит от	1	6
81	но оно	2	6
82	не может	24	6
83	образ и	1	6
84	что только	1	6
85	но это	2	6
86	человека и	2	5
87	художественного произведения	7	5
88	сам по	1	5
89	и т	11	5
90	еще не	6	5
91	по отношению	3	5
92	независимо от	5	5
93	в своем	2	5
94	и как	4	5
95	не следует	3	5
96	к одному	1	5
97	одно и	1	5
98	с другими	1	5
99	и тем	3	5
100	в них	3	5
101	что содержание	1	5
102	же время	7	5
103	внутреннюю форму	1	5
104	в каком	2	5
105	не могут	10	5
106	не менее	7	5
107	уже в	4	5
108	одно из	1	5
109	слово как	3	5
110	очевидно что	2	5
111	тому как	5	5
112	отношению к	3	5
113	должно быть	1	5
114	слова и	4	5
115	сказать что	3	5
116	в действительности	9	5
117	тем же	7	4
118	в каждой	1	4
119	столь же	3	4
120	что именно	5	4
121	не было	1	4
122	что это	3	4
123	бы не	2	4
124	он не	1	4
125	перестает быть	2	4
126	не к	1	4
127	одной и	2	4
128	и по	1	4
129	мы видели	4	4
130	и при	1	4
131	в котором	2	4
132	себе а	1	4
133	для меня	1	4
134	того как	1	4
135	и его	19	4
136	для того	4	4
137	оно не	3	4
138	и это	2	4
139	по мере	1	4
140	в его	7	4
141	один из	1	4
142	а и	3	4
143	и между	5	4
144	что для	1	4
145	быть только	2	4
146	и потому	5	4
147	для понимания	1	4
148	форма в	2	4
149	все это	7	4
150	в смысле	4	4
151	этот образ	1	4
152	и от	11	4
153	мы должны	2	4
154	слово в	2	4
155	другой стороны	5	4
156	была бы	2	4
157	я и	1	3
158	в первом	1	3
159	действительности и	6	3
160	говорить о	2	3
161	оно есть	1	3
162	бы ни	4	3
163	и на	3	3
164	то слово	1	3
165	а только	1	3
166	не можем	2	3
167	в целом	4	3
168	что она	2	3
169	при этом	8	3
170	т д	6	3
171	возможно только	2	3
172	в каждом	5	3
173	не будет	1	3
174	и может	1	3
175	его в	7	3
176	насколько оно	1	3
177	предмета а	1	3
178	художественном произведении	3	3
179	и тогда	2	3
180	как бы	8	3
181	одним и	2	3
182	место в	10	3
183	что при	1	3
184	тем не	2	3
185	прибавить что	1	3
186	тому что	3	3
187	на него	1	3
188	тогда и	1	3
189	того чтобы	5	3
190	формы слова	1	3
191	могут быть	4	3
192	мере того	1	3
193	слова с	1	3
194	него самого	1	3
195	в произведении	3	3
196	из двух	1	3
197	том как	2	3
198	слово и	1	3
199	в словах	1	3
200	и вообще	1	3
201	со стороны	4	3
202	искусства и	1	3
203	время в	3	3
204	никак не	3	3
205	можно сказать	3	3
206	к другой	1	3
207	и следовательно	3	3
208	оно заставляет	1	3
209	же и	4	3
210	есть в	1	3
211	только на	4	3
212	в начале	1	3
213	за ним	1	3
214	прежде всего	4	3
215	друг друга	5	3
216	мы можем	4	3
217	и вместе	1	3
218	до сих	1	3
219	именно в	1	3
220	одной стороны	1	3
221	там где	7	3
222	так же	9	3
223	сих пор	1	3
224	каждой из	1	3
225	тем и	1	3
226	это можно	2	3
227	а к	2	3
228	к одной	2	3
229	и все	8	3
230	от всего	1	3
231	не знает	1	3
232	в последнем	2	3
233	в искусстве	7	3
234	как слово	1	3
235	к этому	2	3
236	в таком	2	3
237	таком случае	1	2
238	же нам	1	2
239	самом деле	16	2
240	это и	2	2
241	нам кажется	2	2
242	и до	1	2
243	собственном смысле	1	2
244	входящих в	1	2
245	в их	1	2
246	с в	1	2
247	мы уже	3	2
248	той же	3	2
249	впрочем и	1	2
250	содержания в	1	2
251	что уже	2	2
252	бы например	2	2
253	все в	1	2
254	ему в	1	2
255	есть акт	1	2
256	оно ни	1	2
257	и человеческой	1	2
258	то он	3	2
259	явлений и	1	2
260	к слову	1	2
261	вообще как	1	2
262	этого единства	1	2
263	за пределы	2	2
264	что они	5	2
265	нечто вроде	1	2
266	сама по	1	2
267	в предложении	1	2
268	все же	6	2
269	и той	1	2
270	на человека	1	2
271	и внутреннюю	1	2
272	со своей	1	2
273	та же	1	2
274	так или	1	2
275	в этой	2	2
276	и тот	1	2
277	иначе и	1	2
278	на то	1	2
279	не могла	1	2
280	так сказать	5	2
281	и если	1	2
282	не как	2	2
283	с таким	2	2
284	в понятии	1	2
285	из виду	2	2
286	подобно тому	4	2
287	что ни	2	2
288	но все	1	2
289	бы быть	2	2
290	на все	2	2
291	входит в	8	2
292	время и	1	2
293	ни в	8	2
294	отражается в	1	2
295	что собственно	2	2
296	но никак	1	2
297	точки зрения	16	2
298	в своей	6	2
299	между людьми	3	2
300	возможны только	1	2
301	в которых	3	2
302	произведение есть	2	2
303	поэтического произведения	1	2
304	и звук	1	2
305	искусства а	1	2
306	единство и	1	2
307	т п	5	2
308	их в	3	2
309	том же	1	2
310	даже в	2	2
311	что эта	1	2
312	она не	4	2
313	и притом	2	2
314	как о	2	2
315	иметь в	1	2
316	но только	1	2
317	только не	2	2
318	в разных	1	2
319	из того	1	2
320	этом отношении	3	2
321	ему не	1	2
322	от этого	2	2
323	его с	1	2
324	в области	2	2
325	в нас	2	2
326	его внутреннюю	1	2
327	так например	1	2
328	и самое	1	2
329	то или	2	2
330	и о	1	2
331	это единство	3	2
332	в ее	4	2
333	только при	1	2
334	языка и	1	2
335	в собственном	1	2
336	так в	2	2
337	привести в	1	2
338	произведения не	1	2
339	котором мы	1	2
340	можно только	2	2
341	и с	3	2
342	могла быть	2	2
343	об этом	1	2
344	о том	4	2
345	и та	1	2
346	но мы	1	2
347	или на	2	2
348	и содержание	2	2
349	от него	2	2
350	связь между	4	2
351	от них	1	2
352	так нельзя	1	2
353	в форме	1	2
354	может стать	3	2
355	языка мы	1	2
356	как ее	4	2
357	например при	1	2
358	эти последние	1	2
359	мы видим	1	2
360	одной из	2	2
361	в поэтическом	1	2
362	в какой	3	2
363	не видеть	1	2
364	которое мы	1	2
365	в природе	1	2
366	от одной	1	2
367	связи с	5	2
368	видеть что	1	2
369	был бы	2	2
370	в одном	1	2
371	почему не	1	2
372	в других	1	2
373	а слово	1	2
374	с общим	1	2
375	и даже	2	2
376	что человек	1	2
377	только один	2	2
378	души и	3	2
379	самое слово	1	2
380	понятие о	1	2
381	или с	1	2
382	произведения искусства	1	2
383	всю совокупность	1	2
384	в речи	1	2
385	к своему	1	2
386	он говорит	1	2
387	находит в	1	2
388	нужно прибавить	1	2
389	что же	5	2
390	слов в	1	2
391	что как	1	2
392	быть не	1	2
393	с этой	1	2
394	о первоначальном	1	2
395	есть одно	1	2
396	бы в	6	2
397	же в	1	2
398	отношении к	1	2
399	такой степени	1	2
400	лишь тогда	2	2
401	но этот	1	2
402	жизни и	4	2
403	это в	1	2
404	и содержанием	1	2
405	выражено в	1	1
406	слова является	1	1
407	отношения к	2	1
408	одним из	3	1
409	предложении в	1	1
410	не имел	1	1
411	противоречия между	1	1
412	себе путь	1	1
413	на самом	14	1
414	тех же	1	1
415	к понятию	1	1
416	в данную	2	1
417	в чистой	1	1
418	отношения между	2	1
419	противном случае	1	1
420	оно было	1	1
421	должна быть	3	1
422	собою в	1	1
423	его деятельность	1	1
424	его не	1	1
425	бы уже	1	1
426	было содержанием	1	1
427	что между	1	1
428	нам так	1	1
429	в первый	1	1
430	из своих	2	1
431	полагать что	2	1
432	сначала все	1	1
433	чтобы не	2	1
434	который был	2	1
435	в сущности	2	1
436	отдельных частей	2	1
437	и со	2	1
438	не знают	2	1
439	и столь	1	1
440	того же	3	1
441	всех сторон	2	1
442	то конечно	1	1
443	он был	4	1
444	это возможно	1	1
445	не найдем	1	1
446	здесь не	2	1
447	души есть	1	1
448	бы то	4	1
