N	2gram	Vygotskiy__1	Problemy
1	и в	23	43
2	и не	9	29
3	может быть	14	23
4	как бы	11	22
5	не может	12	18
6	как и	14	14
7	но и	14	14
8	и т	1	13
9	в этом	17	13
10	точки зрения	26	13
11	что он	7	13
12	в нем	1	12
13	в одном	4	12
14	слова в	1	12
15	слова и	5	12
16	не только	16	11
17	не в	4	11
18	по себе	5	11
19	и на	8	10
20	но в	5	10
21	как мы	5	10
22	в его	14	10
23	прежде всего	10	10
24	в сущности	6	9
25	еще не	1	9
26	он не	5	9
27	никогда не	2	9
28	то же	8	8
29	лишь в	6	8
30	для него	2	8
31	с точки	18	8
32	и его	6	8
33	с самим	1	8
34	или в	1	8
35	слово в	1	8
36	перед нами	5	7
37	в самом	7	7
38	в то	7	7
39	в другом	7	7
40	до сих	4	7
41	а не	3	7
42	о себе	1	7
43	что же	1	7
44	сих пор	4	7
45	то что	17	7
46	и наконец	2	6
47	при этом	4	6
48	к одному	1	6
49	в этих	2	6
50	что я	1	6
51	приводит к	4	6
52	в том	24	6
53	в котором	4	6
54	у него	1	6
55	и все	5	6
56	сам по	3	5
57	самом деле	3	5
58	нам кажется	1	5
59	но не	4	5
60	по отношению	7	5
61	слова на	1	5
62	хотя и	2	5
63	в себе	6	5
64	все эти	4	5
65	на то	5	5
66	таким образом	26	5
67	и с	9	5
68	было бы	4	5
69	в слове	2	5
70	в речи	2	5
71	о том	6	5
72	никак не	1	5
73	и что	5	5
74	же время	2	5
75	слов и	1	5
76	мы увидим	1	5
77	так что	1	5
78	вовсе не	3	5
79	все это	6	5
80	бы в	5	5
81	а в	2	5
82	отношению к	7	5
83	и до	2	4
84	он ничего	1	4
85	мы не	7	4
86	я не	3	4
87	с его	4	4
88	во всех	3	4
89	себе и	2	4
90	отличие от	1	4
91	сама по	1	4
92	там где	2	4
93	в своем	3	4
94	т д	1	4
95	в них	2	4
96	должно быть	2	4
97	во время	1	4
98	в своей	4	4
99	в отличие	1	4
100	их в	4	4
101	том же	2	4
102	как его	1	4
103	в самой	1	4
104	с другом	4	4
105	в направлении	1	4
106	к тому	4	4
107	и это	3	4
108	с собой	2	4
109	в словах	2	4
110	по мере	4	4
111	этот вопрос	3	4
112	только в	6	4
113	так как	7	4
114	как раз	4	4
115	с другой	10	4
116	на этот	3	4
117	до конца	1	4
118	более того	1	4
119	не на	1	4
120	друг с	4	4
121	в результате	4	4
122	между ними	2	4
123	речи и	28	4
124	совершенно не	1	4
125	что в	14	4
126	но эти	1	4
127	также и	1	3
128	связи между	3	3
129	не хочет	1	3
130	мы уже	1	3
131	той же	2	3
132	что если	2	3
133	и со	1	3
134	в виду	1	3
135	здесь нет	1	3
136	такого что	1	3
137	мы будем	1	3
138	что так	1	3
139	за пределы	2	3
140	в одной	3	3
141	направленное на	1	3
142	стороны и	1	3
143	кроме того	1	3
144	когда он	2	3
145	и к	4	3
146	направлено на	2	3
147	чем у	1	3
148	самим собой	1	3
149	это не	1	3
150	в жизни	1	3
151	такой же	3	3
152	в их	3	3
153	образом и	3	3
154	даже в	2	3
155	в одно	1	3
156	в отношении	10	3
