N	2gram	Medvedev_F_3	VLabPisa
1	таким образом	18	27
2	в этом	18	26
3	и в	27	25
4	и т	11	24
5	не только	9	22
6	может быть	25	21
7	хотя бы	6	20
8	и не	30	19
9	художественного творчества	2	18
10	не может	24	17
11	т е	32	17
12	т д	6	15
13	объективной действительности	1	15
14	в его	7	15
15	в процессе	15	14
16	этом отношении	3	13
17	в том	7	13
18	прежде всего	4	13
19	в частности	1	12
20	как это	4	12
21	все это	7	12
22	вот что	1	11
23	с другой	6	11
24	из них	2	11
25	в художественном	5	10
26	в качестве	1	10
27	не могут	10	10
28	о том	4	10
29	то же	15	9
30	что в	8	9
31	об этом	1	9
32	для него	1	9
33	т п	5	9
34	но и	10	9
35	и др	2	9
36	к этому	2	9
37	в своем	2	8
38	реальной действительности	3	8
39	все эти	6	8
40	не следует	3	8
41	другой стороны	5	8
42	могут быть	4	8
43	во всех	3	7
44	по отношению	3	7
45	он пишет	1	7
46	из этих	2	7
47	было бы	6	7
48	как и	14	7
49	том что	4	7
50	произведения в	6	7
51	произведения и	3	7
52	говорит о	1	7
53	не было	1	7
54	а не	17	7
55	вместе с	6	7
56	же в	1	7
57	отношению к	3	7
58	художественного произведения	7	6
59	это и	2	6
60	в зависимости	5	6
61	в себе	3	6
62	в нем	15	6
63	главным образом	2	6
64	это не	3	6
65	л толстого	1	6
66	их в	3	6
67	том же	1	6
68	и его	19	6
69	в то	7	6
70	художественное творчество	1	6
71	так и	21	6
72	между тем	7	6
73	бы и	3	6
74	в основном	2	6
75	то что	8	6
76	одним из	3	5
77	действительности и	6	5
78	в их	1	5
79	зависимости от	5	5
80	очевидно что	2	5
81	все же	6	5
82	в пределах	8	5
83	и при	1	5
84	не в	12	5
85	тому что	3	5
86	же время	7	5
87	связи с	5	5
88	на основе	1	5
89	произведения как	6	5
90	один из	1	5
91	действующих лиц	2	5
92	он говорит	1	5
93	как бы	8	5
94	не является	5	5
95	в результате	5	5
96	сказать что	3	5
97	только в	8	5
98	в искусстве	7	5
99	художественном произведении	3	4
100	и сводится	1	4
101	с его	2	4
102	в этой	2	4
103	чем же	2	4
104	вот как	2	4
105	в самом	11	4
106	в целом	4	4
107	в них	3	4
108	в философии	2	4
109	даже в	2	4
110	одна из	2	4
111	никогда не	5	4
112	к тому	4	4
113	утверждать что	1	4
114	должен быть	2	4
115	в ее	4	4
116	это только	2	4
117	познания и	2	4
118	можно сказать	3	4
119	что он	6	4
120	в единстве	5	4
121	в нашей	1	4
122	в одном	1	4
123	как раз	8	4
124	в связи	4	4
125	художественное произведение	11	4
126	всего произведения	1	4
127	в романе	4	4
128	равно как	3	4
129	в своей	6	4
130	человека и	2	3
131	в котором	2	3
132	его не	1	3
133	в которых	3	3
134	видели что	2	3
135	явлений и	1	3
136	нет и	3	3
137	что они	5	3
138	с этим	1	3
139	своем творчестве	1	3
140	и как	4	3
141	и художественного	1	3
142	следующим образом	1	3
143	всех этих	2	3
144	и по	1	3
145	в работе	1	3
146	его в	7	3
147	с тем	7	3
148	в слове	4	3
149	мы видели	4	3
150	точки зрения	16	3
151	и ее	6	3
152	что говорит	1	3
153	как о	2	3
154	сводится к	5	3
155	у нас	3	3
156	и отдельных	1	3
157	она не	4	3
158	и художественное	2	3
159	том как	2	3
160	в виду	3	3
161	никак не	3	3
162	в значительной	1	3
163	что и	2	3
164	и мир	2	3
165	говорит в	2	3
166	того что	3	3
167	художественного воплощения	1	3
168	п в	2	3
169	является не	2	3
170	и их	5	3
171	даже и	1	3
172	момент в	1	3
173	в конце	3	3
174	именно в	1	3
175	мы знаем	4	3
176	в творчестве	1	3
177	можно утверждать	1	3
178	так же	9	3
179	всех других	3	3
180	пишет в	1	3
181	по существу	1	3
182	при всем	1	3
183	процессе художественного	1	3
184	и от	11	3
185	бы в	6	3
186	жизни и	4	3
187	ее в	3	3
188	художественных образов	1	3
189	творчество как	1	3
190	смысле слова	2	2
191	как известно	1	2
192	ту же	2	2
193	также что	1	2
194	чтобы не	2	2
195	и через	1	2
196	он может	2	2
197	отдельных элементов	2	2
198	видеть в	1	2
199	и этот	1	2
200	мы имеем	1	2
201	же как	3	2
202	с более	1	2
203	из своих	2	2
204	говорить о	2	2
205	но даже	1	2
206	то это	1	2
207	так называемые	2	2
208	в ней	5	2
209	еще не	6	2
210	что его	1	2
211	бы не	2	2
212	но не	5	2
213	в общем	2	2
214	том числе	1	2
215	отнюдь не	8	2
216	искусстве и	1	2
217	стороны и	2	2
218	этом же	1	2
219	хотя и	1	2
220	но в	6	2
221	очень многие	1	2
222	у каждого	1	2
223	ни одна	1	2
224	как он	2	2
225	этот процесс	3	2
226	что она	2	2
227	три года	1	2
228	он не	1	2
229	подобно тому	4	2
230	что ни	2	2
231	так например	1	2
232	человека в	2	2
233	в каждом	5	2
234	с другими	1	2
235	в жизни	11	2
236	эта теория	1	2
237	он и	3	2
238	между собою	1	2
239	и для	6	2
240	восприятия и	1	2
241	никаких оснований	3	2
242	всяком случае	6	2
243	самый факт	2	2
244	знаем что	2	2
245	от его	3	2
246	если бы	12	2
247	выводам приводит	1	2
248	как от	3	2
249	по себе	4	2
250	не менее	7	2
251	дня и	1	2
252	тогда когда	4	2
253	произведения эта	1	2
254	к этим	1	2
255	того чтобы	5	2
256	только не	2	2
257	внутреннюю логику	1	2
258	а для	1	2
259	в сознании	1	2
260	в области	2	2
261	от того	2	2
262	отличается от	2	2
263	же самое	3	2
264	числе и	1	2
265	порою и	1	2
266	они и	3	2
267	для того	4	2
268	что при	1	2
269	его художественного	1	2
270	формы и	3	2
271	только то	3	2
272	и может	1	2
273	роль в	4	2
274	если они	2	2
275	искусство как	1	2
276	произведения не	1	2
277	и даже	2	2
278	бы еще	1	2
279	во всяком	6	2
280	говорит об	1	2
281	художественной структуры	2	2
282	лишь в	9	2
283	и просто	1	2
284	от них	1	2
285	художника как	1	2
286	конце концов	2	2
287	но с	1	2
288	и быть	1	2
289	всех его	1	2
290	с одной	1	2
291	одной из	2	2
292	целого ряда	1	2
293	у них	2	2
294	чего бы	1	2
295	ни с	2	2
296	могло бы	1	2
297	вовсе не	28	2
298	не о	3	2
299	оно является	1	2
300	одной стороны	1	2
301	или иной	2	2
302	даже не	1	2
303	до сих	1	2
304	как у	1	2
305	еще и	1	2
306	что для	1	2
307	к сожалению	1	2
308	через это	1	2
309	зависит от	1	2
310	о чем	1	2
311	что мы	1	2
312	не об	2	2
313	тому как	5	2
314	стороны в	1	2
315	нет никаких	2	2
316	от характера	1	2
317	и потому	5	2
318	в течение	1	2
319	и формы	5	2
320	как например	1	2
321	сих пор	1	2
322	того или	1	2
323	но для	2	2
324	можно было	1	2
325	каждой из	1	2
326	поэта как	1	2
327	в точном	2	2
328	мира и	1	2
329	ни одного	1	2
330	все они	1	2
331	а в	1	2
332	в стихах	2	2
333	в целях	2	2
334	процессе своего	1	2
335	а о	1	2
336	между ними	15	2
337	к его	3	2
338	частности в	1	2
339	в своих	6	2
340	явления в	1	2
341	этой точки	1	2
342	они не	4	2
343	художнику остается	1	1
344	приемов в	3	1
345	можно говорить	4	1
346	прав когда	1	1
347	нет бессодержательной	1	1
348	в движение	1	1
349	таком случае	1	1
350	самом деле	16	1
351	художественных произведений	1	1
352	неоформленного содержания	1	1
353	и закон	1	1
354	и так	1	1
355	определить как	1	1
356	тот или	1	1
357	оно может	1	1
358	противном случае	1	1
359	все те	1	1
360	должна быть	3	1
361	процессе этого	2	1
362	обойтись без	2	1
363	со всех	1	1
364	без труда	2	1
365	деятельность как	1	1
366	бы уже	1	1
367	за его	1	1
368	оставалось только	1	1
369	процесс может	1	1
370	как мы	8	1
371	содержания в	1	1
372	бы например	2	1
373	нам в	1	1
374	творчества с	1	1
375	эстетики и	1	1
376	отдельных частей	2	1
377	из того	1	1
378	мы и	3	1
379	искусства для	1	1
380	оно входит	1	1
381	всех сторон	2	1
382	сам по	1	1
383	это время	1	1
384	проявляется в	2	1
385	действительности можно	1	1
386	и то	1	1
387	действительности когда	1	1
388	становится в	5	1
389	он был	4	1
390	между собой	4	1
391	быть никакого	1	1
392	не поддаются	1	1
393	не был	1	1
394	здесь не	2	1
395	все пути	1	1
396	служит для	1	1
397	структуры в	1	1
398	сознания а	1	1
399	ними в	1	1
400	своей работе	1	1
401	это совсем	1	1
402	а только	1	1
403	дело обстоит	1	1
404	значение и	1	1
405	только тогда	1	1
406	а и	3	1
407	себе и	1	1
408	или иное	2	1
409	сама по	1	1
410	в истории	5	1
411	связи а	1	1
412	самое понятие	3	1
413	оказывается лишь	2	1
414	этого развития	1	1
415	для их	1	1
416	не связанные	1	1
417	кроме того	1	1
418	является тем	1	1
419	жанров но	1	1
420	сознания в	1	1
421	того обстоятельства	1	1
422	не являются	2	1
423	связанный с	1	1
424	произведения так	2	1
425	в каком-то	1	1
426	в социальном	1	1
427	это определение	1	1
428	с определенной	1	1
429	основная тенденция	1	1
430	роль играет	1	1
431	или иную	1	1
432	то в	2	1
433	целого произведения	2	1
434	наше сознание	1	1
435	формы в	3	1
436	уже в	4	1
437	социальная природа	1	1
438	что так	1	1
439	когда произведение	1	1
440	имеем в	1	1
441	наконец ряд	1	1
442	его индивидуальную	1	1
443	на то	1	1
444	если он	1	1
445	так сказать	5	1
446	и если	1	1
447	очень важную	1	1
448	к искусству	1	1
449	в определенном	1	1
450	как художественное	1	1
451	время и	1	1
452	и композиционные	1	1
453	да и	4	1
454	образом для	1	1
455	творца и	1	1
456	только материал	2	1
457	не значит	2	1
458	не как	2	1
459	мы полагаем	1	1
460	словесного материала	1	1
461	проблемы не	1	1
462	и разрешал	1	1
463	идеологического творчества	6	1
464	уже не	3	1
465	его от	2	1
466	на этом	2	1
467	не завершается	1	1
468	действительности на	1	1
469	и речи	2	1
470	именно это	2	1
471	одно и	1	1
472	а вместе	1	1
473	этим самым	2	1
474	так называемым	1	1
475	не материал	2	1
476	являются для	1	1
477	знаем не	1	1
478	зрения на	1	1
479	мере и	1	1
480	входит в	8	1
481	те или	1	1
482	на протяжении	2	1
483	произведения от	1	1
484	на почве	2	1
485	этом смысле	2	1
486	приходит в	1	1
487	от всей	1	1
488	чаще всего	1	1
489	кажется что	2	1
490	в ином	1	1
491	и творчества	1	1
492	для них	7	1
493	роли и	1	1
494	и теоретической	1	1
495	с этой	1	1
496	быть принята	1	1
497	художественной структуре	1	1
498	отражается в	1	1
499	что творческая	1	1
