N	2gram	Tiupa_Anal_2	StatiiOP
1	и в	16	29
2	том что	12	27
3	в том	12	27
4	в этом	18	21
5	не только	16	19
6	но и	12	19
7	что в	2	19
8	о том	7	17
9	в его	2	13
10	между прочим	1	12
11	в которой	1	11
12	то что	7	11
13	все это	4	11
14	таким образом	2	10
15	к тому	7	10
16	т е	2	10
17	и т	1	9
18	в своем	4	9
19	он не	2	9
20	потому что	1	9
21	так и	15	9
22	этом отношении	3	9
23	и не	12	9
24	как на	1	9
25	но в	6	8
26	как раз	4	8
27	по поводу	3	8
28	я не	1	7
29	в сцене	1	7
30	в самом	6	7
31	так например	2	7
32	в своей	2	7
33	в котором	2	7
34	не столько	3	7
35	тому что	1	7
36	в виду	1	7
37	вместе с	2	7
38	и на	6	6
39	вовсе не	2	6
40	и его	4	6
41	об этом	1	6
42	и что	1	6
43	в одном	2	6
44	было бы	3	5
45	точки зрения	4	5
46	была бы	2	5
47	того что	2	5
48	между тем	2	5
49	в качестве	11	5
50	своего рода	12	5
51	прежде всего	3	5
52	а не	10	5
53	о чем	2	5
54	как бы	10	5
55	речь идет	2	4
56	хотя и	4	4
57	и к	5	4
58	не приходится	1	4
59	по словам	1	4
60	в нем	1	4
61	в другом	1	4
62	не в	4	4
63	ничего не	9	4
64	и о	1	4
65	времени и	1	4
66	внимание на	2	4
67	связи с	1	4
68	для него	4	4
69	с другой	6	4
70	именно в	3	4
71	в речи	3	4
72	в частности	16	4
73	еще более	2	4
74	а как	2	4
75	в романе	1	4
76	к этому	2	4
77	самом деле	1	3
78	идет о	1	3
79	в их	3	3
80	по его	1	3
81	его не	1	3
82	хотя бы	1	3
83	и он	2	3
84	не был	3	3
85	но не	4	3
86	в общем	2	3
87	как в	4	3
88	в полном	1	3
89	в известном	1	3
90	интересно что	1	3
91	тому же	4	3
92	вообще не	2	3
93	в начале	1	3
94	из них	3	3
95	ни в	1	3
96	не мог	3	3
97	в эту	3	3
98	в этих	2	3
99	по себе	2	3
100	не менее	4	3
101	в обоих	2	3
102	одной из	3	3
103	никогда не	3	3
104	на себя	5	3
105	и по	1	3
106	это слово	1	3
107	тем что	3	3
108	у нас	1	3
109	у меня	1	3
110	в образе	1	3
111	и здесь	1	3
112	на вопрос	1	3
113	как у	1	3
114	материал для	1	3
115	но это	1	3
116	неудивительно что	1	3
117	так что	3	3
118	борьбы с	3	3
119	обращает на	3	3
120	связан с	1	3
121	что на	3	3
122	и даже	9	3
123	еще и	1	3
124	так же	2	3
125	относятся к	1	3
126	другой стороны	2	3
127	не является	1	3
128	другое дело	1	3
129	отношении к	1	3
130	как известно	1	2
131	также и	1	2
