N	3gram	Bakhtin_Pr_1	Vladivir
1	в том что	6	10
2	о том что	1	8
3	с точки зрения	13	6
4	не может быть	4	6
5	более или менее	1	5
6	как раз и	3	5
7	что же касается	1	5
8	в конце концов	5	5
9	и в этом	5	5
10	дело в том	1	5
11	точно так же	1	4
12	у него в	1	4
13	в то время	1	4
14	в настоящее время	1	3
15	в этом смысле	10	3
16	хотя бы и	2	3
17	бы то ни	2	3
18	то что в	1	3
19	во всяком случае	3	3
20	в то же	9	3
21	само по себе	3	3
22	как мы видели	1	3
23	что и в	1	3
24	то ни стало	1	2
25	из этих трех	1	2
26	во что бы	1	2
27	в этом отношении	3	2
28	независимо от того	1	2
29	и в то	2	2
30	что бы то	1	2
31	так же как	1	2
32	в данном случае	2	2
33	то время как	1	2
34	а не только	1	2
35	с другой стороны	3	2
36	в себе и	1	2
37	то же время	9	2
38	далеко за пределы	1	2
39	к нему и	2	2
40	к тому что	1	2
41	что весь этот	1	1
42	как и его	1	1
43	потому что он	1	1
44	необходимо заметить что	1	1
45	а следовательно и	1	1
46	но вовсе не	1	1
47	не теряя своей	1	1
48	смысле как мы	1	1
49	а потому и	1	1
50	том что это	1	1
51	так как в	1	1
52	и так сказать	1	1
53	в сущности ничего	1	1
54	в том и	1	1
55	том что он	4	1
56	в этом случае	1	1
57	же как и	1	1
58	он в сущности	1	1
59	но с таким	1	1
60	до сих пор	2	1
61	приходится признать что	1	1
62	ведь только это	1	1
63	сама по себе	1	1
64	в этой статье	1	1
65	только в своем	1	1
66	а так как	1	1
67	только то что	2	1
68	что в нем	1	1
69	несмотря на свою	1	1
70	можно было бы	2	1
71	уже не только	1	1
72	перед нами не	1	1
73	для него только	1	1
74	почти такой же	1	1
75	то и другое	1	1
76	как мы ее	1	1
77	может быть и	1	1
78	и что в	1	1
79	ни в одном	1	1
80	не только в	2	1
81	то ни было	1	1
82	он знает что	1	1
83	идея как предмет	2	1
84	в какой бы	1	1
85	еще не успел	1	1
86	как будто бы	1	1
87	в известном смысле	1	1
88	притом не только	1	1
89	и потому не	1	1
90	но и не	2	1
91	в противном случае	1	1
92	все же не	2	1
93	какой бы то	1	1
94	этом смысле его	1	1
95	все то что	3	1
96	как впрочем и	1	1
97	этой точки зрения	1	1
98	раз и навсегда	1	1
99	мы ее понимаем	1	1
100	и от других	1	1
101	бы это было	1	1
102	это и есть	1	1
103	прежде всего свобода	1	1
104	с самого начала	1	1
105	не только не	1	1
106	жизни а не	1	1
107	но все эти	1	1
108	в самом деле	2	1
109	выходит за пределы	1	1
110	резко отличается от	1	1
111	то они тоже	1	1
112	но что же	1	1
113	бы он ни	2	1
114	заключается в том	1	1
115	бы в себе	1	1
116	он не только	1	1
117	тем что в	1	1
118	всего свобода и	1	1
119	для того чтобы	1	1
120	не довлеет себе	1	1
121	от того кто	1	1
122	то же самое	1	1
123	если бы эти	1	1
124	но находится в	1	1
