N	2gram	Tiupa_Disk_1	Komedia
1	и в	16	26
2	в г	2	17
3	едва ли	2	14
4	и не	11	14
5	и его	2	12
6	к тому	5	12
7	так и	8	12
8	тому же	5	11
9	может быть	17	11
10	в том	23	11
11	в этом	15	10
12	на протяжении	2	10
13	но и	14	10
14	столь же	3	9
15	том что	19	9
16	если бы	1	9
17	вместе с	1	9
18	что в	4	9
19	было бы	1	8
20	и на	5	7
21	не только	28	7
22	на себя	2	7
23	что и	3	7
24	из них	3	7
25	ли не	3	7
26	еще не	14	6
27	в своем	6	6
28	о том	8	6
29	в нем	9	6
30	таким образом	3	6
31	в то	3	6
32	потому что	4	6
33	наряду с	1	6
34	во время	1	6
35	то что	5	6
36	в которой	1	5
37	с его	4	5
38	что он	4	5
39	в истории	4	5
40	независимо от	1	5
41	с этим	3	5
42	с тем	1	5
43	один из	3	5
44	в качестве	34	5
45	к этому	2	5
46	уже в	2	4
47	более чем	2	4
48	хотя и	2	4
49	в самом	3	4
50	что это	1	4
51	в целом	4	4
52	из этих	1	4
53	с их	1	4
54	это было	2	4
55	в них	4	4
56	как и	16	4
57	в этих	1	4
58	не менее	2	4
59	не по	1	4
60	это слово	1	4
61	как будто	1	4
62	как мы	2	4
63	еще в	3	4
64	восходит к	1	4
65	между тем	4	4
66	в его	7	4
67	в середине	1	4
68	только в	7	4
69	до нас	1	4
70	в начале	2	4
71	прежде всего	11	4
72	мира в	3	4
73	в частности	9	4
74	как это	1	4
75	о его	1	4
76	все же	3	4
77	и от	1	4
78	одной из	4	4
79	точки зрения	3	4
80	речь идет	1	3
81	например в	2	3
82	в котором	5	3
83	то же	7	3
84	в их	5	3
85	той же	1	3
86	вопрос о	1	3
87	того же	3	3
88	что его	1	3
89	во всех	5	3
90	как правило	4	3
91	но не	11	3
92	по отношению	9	3
93	как в	10	3
94	что касается	2	3
95	но в	8	3
96	со своей	1	3
97	в этой	2	3
98	но все	1	3
99	человека в	2	3
100	в каждом	2	3
101	могла бы	2	3
102	первую очередь	1	3
103	при всем	1	3
104	не имеет	1	3
105	же время	4	3
106	к концу	1	3
107	связи с	4	3
108	что на	1	3
109	многие из	1	3
110	и сам	1	3
111	к нему	1	3
112	дело с	2	3
113	себя в	2	3
114	для всех	1	3
115	со временем	1	3
116	и их	1	3
117	друг друга	1	3
118	мы можем	1	3
119	тем что	3	3
120	в первую	1	3
121	даже не	1	3
122	здесь в	2	3
123	не было	7	3
124	о чем	2	3
125	в связи	1	3
126	в тех	2	3
127	отношению к	9	3
128	да и	1	3
129	с этой	1	3
130	или в	2	3
131	а в	5	3
132	в период	1	3
133	в своей	5	3
134	том числе	2	3
135	не может	9	3
136	как известно	1	2
137	одним из	2	2
138	только потому	1	2
139	и есть	2	2
140	в первом	3	2
141	из его	1	2
142	и за	1	2
143	мы имеем	2	2
144	мы не	1	2
145	говорить о	1	2
146	не вполне	1	2
147	х годов	2	2
148	в виду	2	2
149	под названием	1	2
150	в ее	3	2
151	и другие	1	2
152	если в	1	2
153	отличие от	5	2
154	тут же	1	2
155	отнюдь не	8	2
156	идет о	1	2
157	в одной	3	2
158	современников в	1	2
159	этом же	1	2
160	целый ряд	2	2
161	в действительности	3	2
162	от этого	1	2
163	то ли	2	2
164	однако даже	1	2
165	с той	1	2
166	бы и	1	2
167	художественного мышления	1	2
168	в нашем	1	2
169	роль в	7	2
170	в философии	1	2
171	что она	1	2
172	не следует	2	2
173	он не	1	2
174	в принципе	2	2
175	в силу	5	2
176	что ни	1	2
177	на этом	2	2
178	имевшие место	1	2
179	об этом	2	2
180	в жены	1	2
181	это не	3	2
182	этом смысле	1	2
183	на сцене	2	2
184	не всегда	2	2
185	не более	2	2
186	всяком случае	1	2
187	представление о	1	2
188	в отличие	5	2
189	которые в	1	2
190	не в	7	2
191	в конце	1	2
192	однако в	3	2
193	в одном	2	2
194	чем по	1	2
195	с достаточной	1	2
196	не является	4	2
197	с участием	1	2
198	всего в	1	2
199	и это	1	2
200	в театре	1	2
201	как не	3	2
202	говоря уже	2	2
203	с самого	1	2
204	и что	2	2
205	в мире	1	2
206	быту и	1	2
207	в построении	2	2
208	или на	3	2
209	на что	1	2
210	времени в	2	2
211	и во	2	2
212	и все	2	2
213	вслед за	1	2
214	наконец в	1	2
215	в античной	2	2
216	представления о	2	2
217	по содержанию	1	2
218	речь о	1	2
219	с ними	1	2
220	в какой	2	2
221	и ее	2	2
222	в уста	1	2
223	с одной	9	2
224	отношение к	4	2
225	от того	1	2
226	следует признать	2	2
227	нет и	1	2
228	со стороны	7	2
229	и к	4	2
230	до сих	1	2
231	с другой	10	2
232	нового времени	1	2
233	одной стороны	9	2
234	этому времени	1	2
235	уже о	2	2
236	усомниться в	1	2
237	по своему	3	2
238	в той	1	2
239	одновременно с	2	2
240	как бы	5	2
241	кто из	1	2
242	своего времени	2	2
243	из вас	1	2
244	сих пор	1	2
245	в на	1	2
246	хотя бы	3	2
247	в речах	1	2
248	не говоря	2	2
249	к его	2	2
250	правило в	1	2
251	частности в	2	2
252	в голову	1	2
253	во всяком	2	2
254	вполне обоснованным	1	1
255	отношения к	2	1
256	отделен от	1	1
257	самом деле	1	1
258	представлял собой	1	1
259	значение еще	1	1
260	обойтись без	1	1
261	в и	1	1
262	для своего	2	1
263	учения об	1	1
264	с текстом	1	1
265	в сущности	2	1
266	в полной	1	1
267	они были	1	1
268	вв до	1	1
269	ему в	2	1
270	первого и	2	1
271	в каждой	3	1
272	между собой	2	1
273	не был	1	1
274	в различных	2	1
275	в чем	1	1
276	в область	1	1
277	конечном счете	1	1
278	известны в	1	1
279	событий а	2	1
280	в рамках	5	1
281	опирается на	2	1
282	как к	2	1
283	стороны он	1	1
284	и нет	1	1
285	тех случаях	1	1
286	как уже	3	1
287	не являются	1	1
288	тем же	1	1
289	своей нравственной	1	1
290	более или	2	1
291	следующим образом	1	1
292	следует сказать	1	1
293	жизни в	2	1
294	жанра и	2	1
295	не приходится	2	1
296	из жизни	3	1
297	отношения с	1	1
298	представляет собой	17	1
299	всего к	1	1
300	почти одновременно	1	1
301	в себе	7	1
302	в опознании	1	1
303	о ее	1	1
304	на его	4	1
305	не имеют	1	1
306	ей в	2	1
307	время и	1	1
308	видеть в	1	1
309	и более	1	1
310	не могли	1	1
311	пример из	1	1
312	совпадают с	1	1
313	в другом	2	1
314	бы быть	3	1
315	а по	2	1
316	самим собой	1	1
317	полной мере	1	1
318	на все	1	1
319	с целью	1	1
320	в соответствии	2	1
321	действительности в	1	1
322	и мы	1	1
323	в древнегреческой	1	1
324	по себе	3	1
325	в жизни	1	1
