N	3gram	Medvedev_F_1	PoTuStor
1	с точки зрения	13	6
2	на самом деле	6	4
3	с самого начала	1	4
4	в этом смысле	1	3
5	до сих пор	6	3
6	мы полагаем что	2	3
7	по сравнению с	1	3
8	во всяком случае	4	3
9	не может быть	5	3
10	и пр и	2	3
11	в большинстве случаев	2	3
12	и может быть	1	2
13	почти совершенно не	1	2
14	по аналогии с	3	2
15	так же как	1	2
16	в его целом	8	2
17	все то что	1	2
18	но отнюдь не	1	2
19	пр и пр	2	2
20	и в этом	2	2
21	имеющие отношения к	1	1
22	уже знаем что	1	1
23	и не должна	1	1
24	не имеющие отношения	1	1
25	форма и содержание	1	1
26	всех без исключения	1	1
27	в нем и	2	1
28	но даже и	1	1
29	и самый предмет	1	1
30	же как и	1	1
31	конечно не может	1	1
32	в дальнейшей жизни	1	1
33	бы то ни	3	1
34	как это делала	1	1
35	в этом отношении	1	1
36	не подлежит конечно	1	1
37	идеологического творчества все	1	1
38	все же в	1	1
39	со всех сторон	1	1
40	с этой точки	1	1
41	вместе с тем	1	1
42	в данном случае	1	1
43	то ни было	1	1
44	страх и риск	2	1
45	с одной стороны	4	1
46	в высшей степени	1	1
47	в связи с	2	1
48	как один из	1	1
49	в применении к	2	1
50	первый и основной	1	1
51	за свой страх	2	1
52	и на наших	1	1
53	так и с	1	1
54	метод к изучению	1	1
55	но вместе с	1	1
56	для нашего времени	1	1
57	роковую роль в	1	1
58	самом деле в	1	1
59	в том что	1	1
60	этой точки зрения	1	1
61	характерно для нашего	1	1
62	мы не можем	2	1
63	каждого из этих	1	1
64	так и в	4	1
65	во внешнем мире	1	1
66	связи с этим	2	1
67	конца хiх начала	1	1
68	он не дает	1	1
69	вообще не существовало	1	1
70	а часто и	2	1
71	мы уже знаем	1	1
72	свой страх и	2	1
73	что между ними	1	1
74	и входит в	1	1
75	мы увидим что	1	1
76	как мы знаем	1	1
