N	2gram	Vinokur_Vv_1	Dialekti
1	т е	38	46
2	не есть	4	40
3	и не	13	30
4	и есть	3	19
5	а не	3	18
6	и т	43	17
7	ничего не	2	17
8	может быть	24	17
9	то что	17	16
10	т д	37	15
11	и в	27	15
12	как бы	5	14
13	точки зрения	7	14
14	не имеет	4	14
15	так как	13	14
16	что это	3	13
17	по себе	9	13
18	это есть	2	13
19	того что	12	13
20	это не	8	12
21	в этом	34	11
22	и вот	3	11
23	говорить о	3	11
24	ясно что	9	11
25	в том	31	11
26	прежде всего	8	11
27	не может	13	11
28	и все	1	11
29	том что	26	10
30	потому что	14	10
31	она есть	5	10
32	это и	1	9
33	то же	8	9
34	мы не	2	9
35	было бы	5	9
36	с точки	2	9
37	в виду	4	9
38	и что	4	9
39	уже не	5	9
40	значит что	1	9
41	все это	6	9
42	что иное	4	8
43	в чем	4	8
44	не в	8	8
45	в себе	4	8
46	не только	21	8
47	и это	6	8
48	и о	1	8
49	и ее	4	8
50	иное как	5	8
51	это значит	1	8
52	не что	4	8
53	должна быть	2	7
54	не просто	4	7
55	что именно	2	7
56	что тут	1	7
57	он есть	1	7
58	как и	5	7
59	по крайней	4	7
60	и вообще	3	7
61	и его	5	7
62	что оно	2	7
63	только в	13	7
64	крайней мере	4	7
65	что мы	2	7
66	или в	1	7
67	что он	4	7
68	что в	11	7
69	хотя и	3	6
70	и тем	5	6
71	если бы	2	6
72	в то	5	6
73	же время	5	6
74	что и	3	6
75	так что	5	6
76	вовсе не	6	6
77	и даже	5	6
78	а именно	6	6
79	в результате	3	6
80	тем более	2	6
81	сказать что	5	6
82	той же	4	5
83	мы имеем	3	5
84	в сущности	3	5
85	и на	3	5
86	быть в	4	5
87	только тогда	1	5
88	сама по	3	5
89	в своем	3	5
90	то в	1	5
91	учение о	2	5
92	на то	1	5
93	что она	3	5
94	в нем	13	5
95	есть не	3	5
96	в жизни	1	5
97	что такое	10	5
98	же это	2	5
99	в ней	3	5
100	но что	3	5
101	того чтобы	21	5
102	тогда когда	3	5
103	в каком	1	5
104	таким образом	19	5
105	как только	1	5
106	о том	15	5
107	в себя	1	5
108	так и	1	5
109	другими словами	1	5
110	можно сказать	3	5
111	именно в	8	5
112	в свете	1	5
113	для того	21	5
114	знания и	3	5
115	и для	4	5
116	но если	3	5
117	есть то	1	5
118	также и	16	4
119	или по	1	4
120	хотя бы	5	4
121	в этой	3	4
122	в течение	5	4
123	и как	9	4
124	с их	5	4
125	бы только	1	4
126	и стало	1	4
127	не как	3	4
128	в силу	3	4
129	подобно тому	1	4
130	то ни	1	4
131	и с	2	4
132	этом смысле	11	4
133	с тем	6	4
134	и уже	3	4
135	на другую	1	4
136	уже о	1	4
137	той или	1	4
138	что все	1	4
139	идет речь	2	4
140	еще не	4	4
141	только так	2	4
142	в его	10	4
143	мы должны	1	4
144	мы видим	1	4
145	с ними	1	4
146	есть в	1	4
147	ни с	2	4
148	в одном	4	4
149	само по	3	4
150	как раз	4	4
151	так же	3	4
152	в особенности	4	4
153	тому как	1	4
154	но это	1	4
155	один из	6	4
156	тех или	3	4
157	лишь как	2	4
158	бы в	1	4
159	или не	1	4
160	жизни и	2	4
161	но и	5	4
162	должны быть	1	4
163	отношения к	1	3
164	и то	5	3
165	только потому	1	3
166	что если	2	3
167	так чтобы	3	3
168	то мы	1	3
169	а если	2	3
170	со стороны	12	3
171	надо было	2	3
172	в истории	9	3
173	общего с	1	3
174	как в	1	3
175	с этим	2	3
176	но в	10	3
177	от этого	5	3
178	идея и	1	3
179	та же	1	3
180	бы и	2	3
