N	3gram	Ircho_Kome_2	Istorich
1	не может быть	1	7
2	тем не менее	1	6
3	более или менее	1	5
4	с другой стороны	1	5
5	до сих пор	2	5
6	в большинстве случаев	1	4
7	с одной стороны	2	4
8	в том что	5	4
9	по отношению к	3	3
10	точно так же	1	3
11	то время как	2	3
12	в то время	3	3
13	в связи с	3	3
14	друг с другом	2	3
15	о том что	4	3
16	но все же	1	3
17	можно было бы	2	3
18	должны были бы	1	2
19	не означает что	1	2
20	бы то ни	2	2
21	но и в	1	2
22	то что в	1	2
23	вместе с тем	4	2
24	то ни было	2	2
25	как будто бы	1	2
26	обстоит дело с	1	2
27	в отличие от	2	2
28	само по себе	1	2
29	с самого начала	1	2
30	мы знаем их	1	2
31	во всех случаях	1	2
32	у своего отца	1	1
33	сводится к тому	1	1
34	мы имеем дело	1	1
35	не говоря уже	2	1
36	в этом смысле	2	1
37	никак не может	1	1
38	в соответствии с	1	1
39	из них в	1	1
40	о том чтобы	1	1
41	для этой цели	1	1
42	наряду с этим	1	1
43	и детей из	1	1
44	а может быть	1	1
45	и т п	2	1
46	за то что	4	1
47	только тем что	1	1
48	как правило в	2	1
49	говоря уже о	2	1
50	в том случае	1	1
51	в этой связи	1	1
52	едва ли не	5	1
53	в это время	2	1
54	не только в	1	1
55	таким образом и	1	1
56	по существу своему	1	1
57	как он был	1	1
58	так как будто	1	1
59	первых же слов	1	1
60	но столь же	1	1
61	только в связи	1	1
62	до тех пор	3	1
63	в тех же	1	1
64	в первом случае	1	1
65	того или иного	1	1
66	хотя бы в	1	1
67	даже в тех	1	1
68	но и здесь	1	1
69	после того как	2	1
70	только в начале	1	1
71	к тому что	2	1
72	вместе с детьми	1	1
73	для того чтобы	4	1
74	ясно что это	1	1
75	что и в	2	1
76	к тому же	10	1
77	происходит и в	1	1
78	аргументом в пользу	2	1
