N	4gram	Voloshinov_2	KulturaY
1	в то же время	8	3
2	не говоря уже о	1	2
3	уже с самого начала	1	1
4	уже о том что	1	1
5	говоря уже о том	1	1
6	между первым и вторым	1	1
7	не что иное как	1	1
8	не сам по себе	1	1
9	бы то ни было	4	1
10	но для того чтобы	1	1
11	во французском языке с	1	1
12	в широком смысле слова	1	1
13	и пр и пр	3	1
14	дело в том что	1	1
15	какой бы то ни	2	1
16	и в том что	1	1
17	в этом последнем случае	1	1
18	между грамматикой и стилистикой	1	1
19	все более и более	2	1
20	приводит к тому что	1	1
21	несмотря на то что	1	1
22	для того чтобы понять	2	1
