N	2gram	Tiupa_Anal_3	Freidism
1	таким образом	4	24
2	и не	12	23
3	не может	2	20
4	точки зрения	3	19
5	прежде всего	5	18
6	в этом	14	15
7	в его	7	15
8	с помощью	1	14
9	мы можем	2	13
10	может быть	9	13
11	и его	13	12
12	все эти	2	11
13	как и	14	11
14	с точки	2	11
15	как бы	10	11
16	то что	2	11
17	самом деле	2	10
18	но в	2	10
19	его в	3	10
20	с ним	1	10
21	как мы	1	10
22	так и	14	10
23	и потому	2	10
24	с его	8	9
25	во всех	2	9
26	по отношению	7	9
27	и в	18	9
28	то же	3	8
29	не только	22	8
30	он не	6	8
31	в своей	1	8
32	еще не	6	8
33	что он	4	8
34	только в	2	8
35	все это	3	8
36	и все	2	8
37	отношению к	7	8
38	все что	1	8
39	в самом	5	7
40	мы уже	1	7
41	отношение к	1	7
42	те же	2	7
43	один из	2	7
44	тот же	1	7
45	мы знаем	1	7
46	всяком случае	2	7
47	сказать что	2	7
48	во всяком	2	7
49	в ней	2	6
50	за пределы	1	6
51	так сказать	2	6
52	и ее	2	6
53	того что	1	6
54	для него	6	6
55	вовсе не	1	6
56	никогда не	5	6
57	хотя бы	1	6
58	совершенно не	2	6
59	я и	3	5
60	на самом	1	5
61	и на	4	5
62	он сам	1	5
63	и к	4	5
64	в этой	6	5
65	не в	6	5
66	мы должны	1	5
67	в то	3	5
68	могут быть	2	5
69	в себя	2	5
70	в индивидуальную	1	5
71	для этого	1	5
72	можно сказать	4	5
73	для того	1	5
74	в большинстве	2	5
75	большинстве случаев	1	5
76	и прежде	2	5
77	а в	10	5
78	но и	13	5
79	связь с	2	5
80	с этим	3	5
81	в свою	5	5
82	что в	9	5
83	в зависимости	1	4
84	той же	5	4
85	связанных с	1	4
86	мы не	3	4
87	говорить о	3	4
88	я не	1	4
89	зависимости от	1	4
90	но не	7	4
91	все же	4	4
92	не было	3	4
93	из этих	3	4
94	в пределах	4	4
95	с их	3	4
96	сознания с	1	4
97	в нем	2	4
98	всех этих	1	4
99	при этом	11	4
100	об этом	2	4
101	с другими	1	4
102	в жизни	2	4
103	не менее	4	4
104	в основе	1	4
105	же время	3	4
106	потому что	1	4
107	и для	2	4
108	к тому	6	4
109	того чтобы	1	4
110	данном случае	3	4
111	сводится к	2	4
112	с ними	1	4
113	не имеющие	1	4
114	уже не	5	4
115	как раз	7	4
116	и др	1	4
117	себя и	1	4
118	в данном	4	4
119	и о	1	4
120	этот вопрос	1	4
121	между ними	1	4
122	в таком	1	4
123	таком случае	1	3
124	человека и	1	3
125	и есть	1	3
126	при анализе	1	3
127	на себя	2	3
128	он был	1	3
129	с отцом	1	3
130	конечном счете	2	3
131	в общем	2	3
132	один и	1	3
133	как в	3	3
134	и той	2	3
135	и как	4	3
136	учение о	1	3
137	всего к	1	3
138	и тот	1	3
139	в себе	2	3
140	о которой	2	3
141	и вот	2	3
142	одной и	2	3
143	и по	2	3
144	всех своих	1	3
145	и может	1	3
146	было бы	3	3
147	отца и	1	3
148	мы имеем	5	3
149	мысли и	1	3
150	отцом и	1	3
151	войти в	1	3
152	случае не	1	3
153	одна из	2	3
154	на него	1	3
155	внутренней и	1	3
156	к себе	1	3
157	не могут	1	3
158	бы он	1	3
159	с ее	3	3
160	свою очередь	4	3
161	приводит к	4	3
162	если бы	1	3
163	и внешней	1	3
164	на всех	1	3
165	в конечном	2	3
166	во втором	4	3
167	со всеми	2	3
168	человека с	1	3
169	себя в	4	3
170	у него	1	3
171	в них	2	3
172	со стороны	9	3
173	и т.п	5	3
174	на этот	1	3
175	о себе	2	3
176	вместе с	2	3
177	по своему	2	3
178	существенных моментах	1	3
179	и от	2	3
180	но это	1	3
181	не является	5	3
182	в голову	1	3
183	когда он	2	3
184	не знает	1	3
185	от всех	1	3
186	жизни и	1	3
187	ее в	1	3
188	в искусстве	2	3
189	по поводу	3	3
190	отношения к	2	2
191	это и	2	2
192	тем же	1	2
193	в первом	2	2
194	и до	1	2
195	что между	1	2
196	в составе	2	2
197	того же	5	2
198	между собой	1	2
199	в ее	3	2
200	но как	3	2
201	ответ на	3	2
202	отличие от	2	2
203	в своем	4	2
204	от этого	1	2
205	что она	2	2
206	или вовсе	1	2
207	в одну	1	2
208	на всю	1	2
209	в поведении	1	2
210	в глубине	2	2
211	это было	1	2
212	это не	2	2
213	на почве	1	2
214	чаще всего	1	2
215	отсюда и	1	2
216	которой он	1	2
217	на две	1	2
218	жизни но	1	2
219	и становится	1	2
220	том что	12	2
221	в эту	1	2
222	но если	1	2
223	во второй	7	2
224	в их	6	2
225	в отличие	2	2
226	сих пор	1	2
227	теми же	1	2
228	как это	3	2
229	дело не	3	2
230	не нуждается	1	2
231	реальности и	1	2
232	для всего	1	2
233	только не	3	2
234	тем не	2	2
235	и теперь	1	2
236	этом отношении	3	2
237	за ними	1	2
238	в момент	2	2
239	когда мы	2	2
240	оно не	1	2
241	для себя	1	2
242	роль в	3	2
243	в глаза	2	2
244	сознание не	1	2
245	в другом	1	2
246	до сих	1	2
247	не позволяет	1	2
248	этих двух	1	2
249	произведение искусства	4	2
250	нуждается в	2	2
251	что и	5	2
252	во всей	1	2
253	всего этого	1	2
254	не тот	1	2
255	человека как	1	2
256	для нее	1	2
257	с одной	2	2
258	для всех	2	2
259	не можем	1	2
260	и у	1	2
261	уже в	3	2
262	его и	1	2
263	а потому	1	2
264	потому и	1	2
265	в конце	5	2
266	с этими	1	2
