N	3gram	Bakhtin_Pr_3	Freidism
1	с точки зрения	4	11
2	по отношению к	5	8
3	во всяком случае	5	7
4	не может быть	6	7
5	в самом деле	3	6
6	в большинстве случаев	2	5
7	и прежде всего	4	5
8	то же время	12	4
9	в то же	12	4
10	в данном случае	1	4
11	на самом деле	10	4
12	можно сказать что	1	4
13	как мы уже	1	4
14	как мы видели	2	4
15	если бы он	1	3
16	для того чтобы	1	3
17	бы то ни	4	3
18	к тому чтобы	2	3
19	и тот же	1	3
20	но в общем	2	3
21	один и тот	1	3
22	в свою очередь	1	3
23	мы можем сказать	1	3
24	с самого начала	8	3
25	можем сказать что	1	3
26	в чем не	2	2
27	что же касается	1	2
28	и по отношению	1	2
29	до сих пор	1	2
30	и не может	2	2
31	его отношение к	4	2
32	в отличие от	2	2
33	это вовсе не	1	2
34	может быть и	1	2
35	что он сам	2	2
36	но в то	3	2
37	так и в	2	2
38	благодаря тому что	1	2
39	в его целом	2	2
40	в этом отношении	1	2
41	ни в чем	2	2
42	на этом мы	1	2
43	не в силах	2	2
44	в ослабленной форме	1	2
45	то ни было	4	2
46	в узком смысле	1	2
47	тем не менее	2	2
48	мы уже указывали	1	2
49	на всю жизнь	2	2
50	в высшей степени	3	2
51	в конце концов	3	2
52	мы видели что	1	2
53	может войти в	2	1
54	мы остановимся только	1	1
55	и хотя бы	1	1
56	как в отношении	1	1
57	или хотя бы	1	1
58	что с ним	1	1
59	сводится к тому	2	1
60	к себе самому	14	1
61	себя и своего	2	1
62	а вовсе не	2	1
63	раз и не	1	1
64	в котором он	1	1
65	и в отношении	1	1
66	но даже и	1	1
67	как бы ни	1	1
68	в этом случае	2	1
69	но тем не	1	1
70	в нем и	1	1
71	как раз и	2	1
72	вполне понятно что	2	1
73	точки зрения его	1	1
74	было бы гораздо	1	1
75	как и все	2	1
76	хотя бы и	2	1
77	желание смерти отца	3	1
78	другой точки зрения	1	1
79	во всех отношениях	1	1
80	мы должны признать	1	1
81	друг на друга	2	1
82	в его душе	1	1
83	его целом то	1	1
84	на самом же	1	1
85	в другом человеке	1	1
86	из одного плана	1	1
87	со всех сторон	1	1
88	по крайней мере	3	1
89	мы видели также	1	1
90	ибо как мы	1	1
91	даже и не	1	1
92	и до конца	1	1
93	и внутренняя речь	1	1
94	остановиться в заключение	1	1
95	не чем иным	1	1
96	того что он	2	1
97	остановимся только на	2	1
98	чтобы пробиться к	1	1
99	он приводит к	1	1
100	но она не	1	1
101	но при этом	1	1
102	быть и речи	1	1
103	как будто бы	1	1
104	все без исключения	2	1
105	всяком случае не	1	1
106	в такой же	2	1
107	то что он	1	1
108	к той же	1	1
109	настолько велико что	1	1
110	оставаясь в пределах	1	1
111	в глубине души	1	1
112	а может быть	2	1
113	что же это	1	1
114	что же такое	1	1
115	мы говорили что	1	1
116	этом мы закончим	1	1
117	и ни в	1	1
118	чем иным как	1	1
119	всяком случае в	1	1
120	и к другим	1	1
121	и для других	1	1
122	о том что	2	1
123	он не принимает	1	1
124	к нему и	5	1
125	не только не	1	1
126	что находится в	1	1
127	ни о каком	1	1
128	той или иной	2	1
129	такой же степени	2	1
130	но все же	1	1
131	но и не	1	1
132	или во всяком	1	1
133	но и по	1	1
134	смысле этого слова	2	1
135	не может обойтись	1	1
136	в этом смысле	4	1
137	это как бы	1	1
138	обратим внимание на	1	1
139	и на протяжении	1	1
140	для самого себя	1	1
141	и что он	1	1
142	и т д	2	1
143	и в нем	3	1
144	большинстве случаев только	1	1
145	самом же деле	1	1
146	в том что	1	1
147	но не может	1	1
148	что и в	1	1
149	может быть даже	3	1
150	и все его	1	1
151	только себя и	1	1
