N	2gram	Bakhtin_Pr_2	VrazhdaK
1	у тургенева	4	11
2	не только	11	9
3	достоевского с	1	9
4	в этом	13	8
5	и в	43	8
6	достоевский в	4	8
7	и что	5	8
8	достоевского в	4	7
9	достоевского и	2	7
10	но и	14	7
11	и все	6	7
12	то что	7	7
13	что в	4	7
14	все же	3	6
15	но в	10	6
16	в нем	12	6
17	как и	14	6
18	в котором	6	6
19	и с	5	6
20	о нем	6	6
21	к достоевскому	1	6
22	в начале	1	6
23	и даже	3	6
24	в романе	3	6
25	то же	8	5
26	об этом	2	5
27	в то	7	5
28	бедных людей	1	5
29	же время	5	5
30	между тем	3	5
31	с тургеневым	1	5
32	в письме	2	5
33	у него	6	5
34	не было	1	5
35	и не	29	5
36	что он	13	4
37	целый ряд	2	4
38	что достоевский	1	4
39	при этом	6	4
40	это не	3	4
41	несмотря на	1	4
42	все это	5	4
43	письме к	2	4
44	в виду	3	4
45	тургенев в	1	4
46	во многом	1	4
47	с ним	3	4
48	о том	5	4
49	для нас	2	4
50	у достоевского	14	4
51	уже в	2	4
52	может быть	23	4
53	достоевского не	3	4
54	тургенев не	1	4
55	как бы	22	4
56	в своих	2	4
57	так же	2	4
58	одним из	1	3
59	из подполья	2	3
60	я не	4	3
61	он был	3	3
62	с его	4	3
63	в своем	4	3
64	и как	2	3
65	раз в	1	3
66	на то	5	3
67	его в	3	3
68	он не	9	3
69	далеко не	4	3
70	и уже	1	3
71	том что	2	3
72	но он	4	3
73	что есть	1	3
74	достоевский не	2	3
75	и его	8	3
76	связи с	1	3
77	человека в	4	3
78	и о	2	3
79	что у	2	3
80	и во	1	3
81	в его	10	3
82	в том	6	3
83	в конце	2	3
84	тем что	3	3
85	в связи	1	3
86	о себе	7	3
87	эти слова	1	3
88	т е	26	3
89	к этому	1	3
90	отношения к	2	2
91	же как	1	2
92	и то	2	2
93	и он	5	2
94	он сам	3	2
95	но как	1	2
96	в эти	1	2
97	он пишет	2	2
98	человека с	1	2
99	в той	5	2
100	в этой	1	2
101	в себе	5	2
102	великого грешника	1	2
103	их в	4	2
