N	2gram	Vygotskiy__7	VLabPisa
1	таким образом	23	27
2	в этом	29	26
3	и в	26	25
4	и т	1	24
5	не только	24	22
6	может быть	7	21
7	и не	18	19
8	не может	11	17
9	в его	4	15
10	в процессе	5	14
11	этом отношении	3	13
12	в том	18	13
13	прежде всего	7	13
14	в частности	1	12
15	как это	5	12
16	все это	3	12
17	в силу	5	11
18	с другой	4	11
19	из них	1	11
20	в качестве	5	10
21	не могут	4	10
22	о том	4	10
23	то же	8	9
24	что в	12	9
25	об этом	3	9
26	по этому	4	9
27	для него	3	9
28	но и	11	9
29	к этому	2	9
30	в своем	1	8
31	все эти	6	8
32	на основании	2	8
33	другой стороны	1	8
34	могут быть	2	8
35	во всех	6	7
36	по отношению	6	7
37	из этих	3	7
38	было бы	6	7
39	как и	15	7
40	том что	17	7
41	в конечном	2	7
42	этому поводу	3	7
43	не было	1	7
44	а не	6	7
45	вместе с	12	7
46	же в	1	7
47	отношению к	5	7
48	это и	4	6
49	в зависимости	1	6
50	в себе	9	6
51	в нем	2	6
52	это не	3	6
53	их в	1	6
54	том же	2	6
55	и его	12	6
56	в то	3	6
57	так и	3	6
58	между тем	1	6
59	у него	1	6
60	в основном	3	6
61	то что	24	6
62	одним из	2	5
63	и есть	2	5
64	действительности и	1	5
65	в их	2	5
66	зависимости от	1	5
67	конечном счете	2	5
68	очевидно что	3	5
69	как говорит	5	5
70	все же	6	5
71	и при	2	5
72	не в	4	5
73	тому что	9	5
74	связи с	4	5
75	на основе	1	5
76	приводит к	4	5
77	один из	2	5
78	он говорит	1	5
79	как бы	6	5
80	не является	3	5
81	думается что	1	5
82	в результате	1	5
83	сказать что	8	5
84	только в	8	5
85	в этой	3	4
86	перед нами	2	4
87	в самом	9	4
88	в целом	5	4
89	что все	2	4
90	в них	1	4
91	не удивительно	2	4
92	даже в	2	4
93	одна из	1	4
94	никогда не	4	4
95	вот почему	1	4
96	к тому	7	4
97	для его	1	4
98	в ее	6	4
99	можно сказать	5	4
100	показывают что	2	4
101	что он	8	4
102	в одном	1	4
103	он работал	1	4
104	как раз	3	4
105	в связи	1	4
106	основных чертах	1	4
107	в своей	3	4
108	например в	1	3
109	мыслительного процесса	1	3
110	в котором	4	3
111	и он	2	3
112	в которых	2	3
113	но как	1	3
114	силу этого	1	3
115	нет и	3	3
116	что они	10	3
117	с этим	2	3
118	и как	1	3
119	и к	7	3
120	всех этих	1	3
121	и по	3	3
122	удивительно что	1	3
123	в работе	1	3
124	говорить не	1	3
125	его в	2	3
126	что не	2	3
127	с тем	5	3
128	в слове	11	3
129	мы видели	3	3
130	как целого	1	3
131	во время	2	3
132	точки зрения	28	3
133	и ее	2	3
134	этой области	1	3
135	это мы	2	3
136	в другую	3	3
137	у нас	2	3
138	значит и	1	3
139	она не	5	3
140	образом в	2	3
141	в виду	5	3
142	никак не	5	3
143	что и	3	3
144	того что	14	3
145	этот вопрос	1	3
146	является не	2	3
147	и их	5	3
148	моментов в	2	3
149	момент в	3	3
150	в конце	4	3
151	именно в	6	3
152	мы знаем	2	3
153	так же	14	3
154	по поводу	1	3
155	по существу	1	3
156	и от	4	3
157	или в	2	3
158	видно из	2	3
159	бы в	5	3
160	только что	5	3
161	процесса как	2	3
162	как на	6	3
163	ее в	8	3
164	как известно	2	2
165	этого положения	1	2
166	ту же	2	2
167	также что	1	2
168	также и	2	2
169	без них	1	2
170	связана с	3	2
171	он может	1	2
172	и этот	1	2
173	а как	1	2
174	мы имеем	1	2
175	же как	8	2
176	с более	1	2
177	в которой	11	2
178	говорить о	1	2
179	всего сказанного	1	2
180	в ней	3	2
181	еще не	4	2
182	и памяти	1	2
183	что его	2	2
184	в чем	3	2
185	бы не	1	2
186	но не	3	2
187	одном и	1	2
188	если в	4	2
189	том числе	1	2
190	после всего	1	2
191	относится к	2	2
192	отнюдь не	1	2
193	необходимо и	1	2
194	от до	1	2
195	стороны и	4	2
196	и слова	6	2
197	хотя и	1	2
198	но в	4	2
199	и впечатления	1	2
200	ее как	1	2
201	этот процесс	1	2
202	что она	8	2
203	он не	3	2
204	подобно тому	1	2
205	так например	1	2
206	а затем	2	2
207	и дальше	1	2
208	в другом	1	2
209	нам остается	1	2
210	или наконец	1	2
211	заключается в	6	2
212	с другими	3	2
213	только о	2	2
214	он и	1	2
215	и для	5	2
216	года и	1	2
217	что такое	1	2
218	могут не	2	2
219	всяком случае	1	2
220	от его	1	2
221	которые в	2	2
222	если бы	5	2
223	по себе	3	2
224	можно ли	2	2
225	не менее	4	2
226	мышления в	1	2
227	тогда когда	5	2
228	не по	4	2
229	того чтобы	19	2
230	только не	11	2
231	и весь	2	2
232	связанное с	1	2
233	в сознании	6	2
234	в области	4	2
235	ли это	1	2
236	от того	1	2
237	в образах	1	2
238	и заключается	3	2
239	ли не	2	2
240	отличается от	3	2
241	же самое	5	2
242	числе и	1	2
243	должны быть	4	2
244	что оно	4	2
245	они и	1	2
246	в самых	1	2
247	для того	18	2
248	что при	2	2
249	основываясь на	1	2
250	формы и	1	2
251	мысль о	1	2
252	и может	1	2
253	он сам	1	2
254	остановимся на	1	2
255	из основных	2	2
256	во всяком	2	2
257	но к	1	2
258	на вопрос	5	2
259	сказанного выше	1	2
260	лишь в	2	2
261	и просто	1	2
262	в пользу	4	2
263	от них	1	2
264	во всей	2	2
265	вообще и	1	2
266	конце концов	1	2
267	значит что	1	2
268	но с	2	2
269	о его	3	2
270	всего не	1	2
271	но то	2	2
272	с одной	5	2
273	одной из	4	2
274	целого ряда	1	2
275	слова не	1	2
276	при помощи	1	2
277	плана в	3	2
278	вовсе не	2	2
279	к ним	1	2
280	оно является	1	2
281	одной стороны	5	2
282	или иной	1	2
283	до сих	3	2
284	показывает что	2	2
285	что для	2	2
286	естественно что	3	2
287	и непосредственно	1	2
288	о чем	4	2
289	и том	1	2
290	что мы	9	2
291	тому как	1	2
292	и потому	3	2
293	эти примеры	1	2
294	из которых	2	2
295	самого себя	1	2
296	образом по	1	2
297	сих пор	3	2
298	этом и	2	2
299	но для	2	2
300	можно было	2	2
301	каждой из	3	2
302	образом даже	1	2
303	по одному	1	2
304	огромную роль	1	2
305	то о	4	2
306	отличия от	1	2
307	все они	1	2
308	те из	1	2
309	а в	2	2
310	о своем	2	2
311	между ними	3	2
312	в представлении	1	2
313	к его	2	2
314	в своих	2	2
315	этой точки	4	2
316	они не	1	2
317	которая не	1	2
318	можно говорить	2	1
319	в словесной	1	1
320	с новыми	1	1
321	начинается с	1	1
322	что наконец	1	1
323	исключительно к	1	1
324	и без	1	1
325	выражения в	2	1
326	самом деле	6	1
327	почти не	1	1
328	проявляются в	2	1
329	оно может	1	1
330	что эти	3	1
331	все те	2	1
332	и связанное	1	1
333	поэзии и	2	1
334	за его	1	1
335	правильного понимания	1	1
336	неизбежно приводит	2	1
337	как мы	14	1
338	что если	2	1
339	путь для	1	1
340	и свой	2	1
341	вопрос о	6	1
342	нам в	1	1
343	именно к	1	1
344	меньшей мере	1	1
345	проявляется не	2	1
346	но она	1	1
347	отдельных частей	1	1
348	хотя ни	1	1
349	из того	3	1
350	мы и	2	1
351	сам по	1	1
352	к общему	2	1
353	свою очередь	2	1
354	но пожалуй	1	1
355	и то	7	1
356	их структуры	2	1
357	противоположным этому	1	1
358	становится в	1	1
359	говоря если	1	1
360	вещь в	1	1
361	между собой	6	1
362	ответа на	1	1
363	не был	1	1
364	не обособлена	1	1
365	здесь не	1	1
366	это имеет	1	1
367	по своему	9	1
368	а только	1	1
369	значение и	2	1
370	только тогда	1	1
371	ясность в	1	1
372	ответ на	2	1
373	каком направлении	1	1
374	сама по	1	1
375	его развития	1	1
376	которые не	1	1
377	в известном	2	1
378	в м	2	1
379	что во	1	1
380	оказывается не	1	1
381	сразу и	1	1
382	что ее	2	1
383	кроме того	1	1
384	а чисто	1	1
385	целый ряд	4	1
386	было продиктовано	1	1
387	говорит что	2	1
388	что по	2	1
389	и наконец	4	1
390	в каком-то	1	1
391	является выражением	1	1
392	и свою	1	1
393	основная тенденция	1	1
394	то в	2	1
395	привести к	3	1
396	быть выражена	1	1
397	уже в	2	1
398	толстым из	1	1
399	процессе формирования	1	1
400	тому же	1	1
401	связи между	5	1
402	непосредственно как	1	1
403	на то	4	1
404	но на	1	1
405	так сказать	1	1
406	на его	2	1
407	идей и	1	1
408	в определенном	2	1
409	время и	1	1
410	нас этот	1	1
411	наличия в	1	1
412	в понимании	1	1
413	как совершенно	3	1
414	не как	1	1
415	понятий и	2	1
416	что еще	1	1
417	мы полагаем	1	1
418	а процесс	2	1
419	то как	2	1
420	удивительно поэтому	1	1
421	но вместе	1	1
422	его от	2	1
423	на этом	1	1
424	заключает в	1	1
425	и речи	19	1
426	в понятие	1	1
427	одно и	3	1
428	и главнейшей	1	1
429	согласуется с	1	1
430	оно и	1	1
431	тем свободнее	1	1
432	этому типу	1	1
433	знаем не	1	1
434	свойств и	1	1
435	что мысль	1	1
436	для своей	1	1
437	в несколько	1	1
438	входит в	2	1
439	к сокращению	2	1
440	к анализу	1	1
441	то все	1	1
442	этом смысле	1	1
443	в сложном	1	1
444	и целиком	1	1
445	не чем	2	1
446	к области	1	1
447	для них	1	1
448	различные виды	1	1
449	соответствии с	1	1
450	этого не	1	1
451	с этой	5	1
452	которой он	1	1
453	несмотря на	2	1
454	на этот	1	1
455	и препятствий	1	1
456	протекает в	1	1
457	мере не	2	1
458	обратимся к	3	1
459	их на	1	1
