N	3gram	Bakhtin_Pr_1	Russkaja
1	друг с другом	1	14
2	то же время	9	10
3	в то же	9	10
4	с точки зрения	13	9
5	в том что	6	7
6	на самом деле	4	6
7	во всяком случае	3	6
8	для того чтобы	1	6
9	до сих пор	2	5
10	более или менее	1	4
11	бы то ни	2	4
12	не может быть	4	4
13	то ни стало	1	3
14	во что бы	1	3
15	в этом случае	1	3
16	в лучшем случае	2	3
17	можно было бы	2	3
18	и не может	2	3
19	что бы то	1	3
20	при том условии	1	3
21	в данном случае	2	3
22	в конце концов	5	3
23	а следовательно и	1	2
24	точно так же	1	2
25	в настоящее время	1	2
26	в том и	1	2
27	в себе и	1	2
28	не только к	1	2
29	и во всяком	1	2
30	того или иного	1	2
31	о том что	1	2
32	ни одна из	1	2
33	в большинстве случаев	2	2
34	к тому что	1	2
35	сама по себе	1	2
36	она не может	1	2
37	в другом месте	1	1
38	что же это	1	1
39	второстепенную роль и	1	1
40	зависит от того	1	1
41	дело в том	1	1
42	в свою очередь	1	1
43	каждая из них	1	1
44	по отношению к	8	1
45	в самом деле	2	1
46	то же самое	1	1
47	может быть назван	1	1
48	он не может	1	1
49	данном случае и	1	1
50	и в других	1	1
51	до известной степени	1	1
52	и вот в	1	1
53	здесь мы подходим	1	1
54	не могло бы	1	1
55	только то что	2	1
56	в этом отношении	3	1
57	перед нами не	1	1
58	на этот вопрос	1	1
59	приходится признать что	1	1
60	в противном случае	1	1
61	по крайней мере	1	1
62	то и другое	1	1
63	есть то что	1	1
64	мы уже указали	1	1
65	и в частности	1	1
66	и что в	1	1
67	но в то	5	1
68	тем что он	1	1
69	то ни было	1	1
70	и в этом	5	1
71	точку зрения все	1	1
72	прежде всего необходимо	1	1
73	идет не об	2	1
74	всяком случае не	1	1
75	по этому пути	1	1
76	по себе еще	2	1
77	друг к другу	1	1
78	мы подходим к	1	1
79	в полной мере	1	1
80	в его целом	6	1
81	так же как	1	1
82	что он есть	2	1
83	а в том	1	1
84	с нею в	1	1
85	что оно есть	1	1
86	то что для	1	1
87	так чтобы в	1	1
88	заключается в том	1	1
89	тех или иных	1	1
90	это и есть	1	1
91	и видеть в	1	1
92	с самого начала	1	1
93	как бы ни	1	1
94	но все же	2	1
95	о себе самом	9	1
96	но на самом	1	1
97	быть не может	1	1
98	в своем стремлении	1	1
99	различны в зависимости	1	1
100	на первый взгляд	1	1
101	единство все же	1	1
102	себе еще не	2	1
103	и только в	1	1
