N	3gram	Propp_Isto_6	Formalny
1	не может быть	3	10
2	с тем что	1	5
3	во всяком случае	2	5
4	и т д	8	5
5	вместе с тем	3	4
6	как мы видели	2	4
7	и не может	1	3
8	в зависимости от	1	3
9	но и в	2	3
10	в том смысле	1	3
11	с другой стороны	8	3
12	так и в	1	3
13	для того чтобы	1	3
14	так как они	1	2
15	на первый план	2	2
16	и то и	1	2
17	что в нем	2	2
18	к тому чтобы	1	2
19	то и другое	1	2
20	между этими двумя	1	2
21	но все же	2	2
22	том смысле что	1	2
23	в том что	5	2
24	была сделана попытка	1	1
25	что иное как	1	1
26	следует отметить что	1	1
27	по существу и	1	1
28	из нашего сознания	1	1
29	другую сторону и	1	1
30	социальной жизни и	1	1
31	более или менее	1	1
32	и в особенности	1	1
33	новые и новые	1	1
34	влечет за собой	2	1
35	нам кажется что	1	1
36	в этом случае	6	1
37	всецело зависит от	2	1
38	с одной стороны	7	1
39	на своем пути	2	1
40	в одной из	1	1
41	может быть наиболее	1	1
42	до сих пор	4	1
43	в таком случае	1	1
44	и должна быть	1	1
45	эти вопросы мы	1	1
46	на этот вопрос	1	1
47	то или иное	1	1
48	вместе с ними	1	1
49	ведется от лица	1	1
50	это может быть	1	1
51	т е в	2	1
52	в данном случае	3	1
53	на эти вопросы	1	1
54	в книге о	1	1
55	на задний план	1	1
56	смысле этого слова	1	1
57	как один из	1	1
58	но при этом	1	1
59	так или иначе	1	1
60	он был бы	1	1
61	все же не	1	1
62	и сам он	1	1
63	тем что в	1	1
64	в других случаях	1	1
65	к отказу от	1	1
66	только то что	2	1
67	есть не что	1	1
68	таким образом в	1	1
69	в общих чертах	1	1
70	и некоторые другие	1	1
71	таким образом мы	1	1
72	все новые и	1	1
73	всяком случае в	1	1
74	и тем самым	1	1
75	мы имеем в	4	1
76	мы обратимся к	1	1
77	по аналогии с	1	1
78	т е его	1	1
79	случае уже не	1	1
80	не что иное	1	1
81	тем не менее	1	1
82	как и в	2	1
83	что и в	2	1
84	кажется что из	1	1
