N	3gram	Bakhtin_Fr_1	VeschiIm
1	не может быть	1	18
2	может быть только	1	6
3	в том что	6	6
4	в чем же	1	5
5	с точки зрения	3	4
6	не только в	1	4
7	то же время	1	4
8	в то же	1	4
9	в самом деле	1	3
10	и не только	1	3
11	в собственном смысле	1	3
12	в отрыве от	2	3
13	можно сказать что	1	2
14	дело в том	2	2
15	как бы ни	2	2
16	в основе своей	2	2
17	и в частности	2	2
18	можно говорить о	1	2
19	в нем нет	1	2
20	есть еще и	1	2
21	но еще и	1	2
22	и может быть	1	1
23	это уже не	3	1
24	но как раз	1	1
25	чем же сущность	1	1
26	и пр но	1	1
27	прежде всего на	2	1
28	в сущности всегда	1	1
29	мы уже сказали	3	1
30	и ни на	2	1
31	том что он	1	1
32	как раз и	2	1
33	на первый план	1	1
34	что с точки	1	1
35	до сих пор	4	1
36	и не может	1	1
37	сами по себе	1	1
38	резко отличается от	1	1
39	что мы уже	1	1
40	не могла бы	1	1
41	на этой стадии	1	1
42	как раз в	1	1
43	потому что он	1	1
44	в применении к	3	1
45	в самом начале	1	1
46	или хотя бы	1	1
47	не потому что	1	1
48	можно выразить и	1	1
49	но в то	1	1
50	еще и в	1	1
51	ни к какому	2	1
52	с одной стороны	2	1
53	жизни и мира	1	1
54	даже и в	3	1
55	и ничего не	1	1
56	в xix веке	1	1
57	ни на что	1	1
58	с другой стороны	1	1
59	на что не	1	1
60	и пр и	1	1
61	нем нет ничего	1	1
62	во всяком случае	1	1
63	на то или	1	1
64	и прежде всего	3	1
65	именно потому что	1	1
66	но все же	2	1
67	нужно сказать что	4	1
68	для того чтобы	1	1
69	мы видим что	1	1
70	тех или иных	1	1
71	в отношении к	1	1
72	оно все же	1	1
73	друг с другом	1	1
74	и в нем	1	1
75	слово для обозначения	1	1
76	как мы говорили	1	1
