N	2gram	Tiupa_Disk_1	KulturaY
1	в том	23	30
2	и в	16	24
3	потому что	4	23
4	том что	19	21
5	что в	4	17
6	было бы	1	15
7	в этом	15	14
8	точки зрения	3	14
9	может быть	17	13
10	все же	3	12
11	таким образом	3	12
12	и не	11	12
13	в его	7	12
14	не в	7	11
15	только в	7	11
16	хотя бы	3	10
17	в самом	3	10
18	не только	28	10
19	в силу	5	10
20	самом деле	1	9
21	с точки	1	9
22	если бы	1	9
23	о том	8	9
24	того что	3	9
25	отношению к	9	9
26	прежде всего	11	9
27	то что	5	9
28	а только	1	8
29	по отношению	9	8
30	уже не	4	8
31	то же	7	8
32	том чтобы	2	8
33	языка и	2	8
34	тем что	3	8
35	как раз	1	8
36	а не	22	8
37	не может	9	7
38	не трудно	1	7
39	это не	3	7
40	в них	4	7
41	не менее	2	7
42	связи с	4	7
43	в области	1	7
44	так и	8	7
45	в качестве	34	7
46	с другой	10	7
47	с помощью	1	7
48	как бы	5	7
49	вместе с	1	7
50	только потому	1	6
51	мы имеем	2	6
52	в которой	1	6
53	при этом	13	6
54	в которых	4	6
55	не случайно	1	6
56	что он	4	6
57	в какой	2	6
58	но и	14	6
59	именно в	3	6
60	что же	2	6
61	другой стороны	3	6
62	что такое	1	6
63	например в	2	5
64	еще не	14	5
65	но не	11	5
66	что это	1	5
67	но уже	1	5
68	с тем	1	5
69	так сказать	2	5
70	по крайней	2	5
71	и его	2	5
72	к тому	5	5
73	в виду	2	5
74	к языку	1	5
75	и что	2	5
76	между тем	4	5
77	а потому	1	5
78	крайней мере	2	5
79	еще и	1	5
80	всяком случае	1	5
81	что не	4	5
82	в той	1	5
83	в результате	1	5
84	целый ряд	2	5
85	этом отношении	1	5
86	а в	5	5
87	речи и	1	5
88	во всяком	2	5
89	того же	3	4
90	переход от	1	4
91	это и	1	4
92	и на	5	4
93	с его	4	4
94	что они	1	4
95	в рамках	5	4
96	как в	10	4
97	в целом	4	4
98	из этих	1	4
99	учение о	1	4
100	роль в	7	4
101	на то	1	4
102	в нем	9	4
103	в первую	1	4
104	русском языке	1	4
105	же касается	2	4
106	того или	2	4
107	в данном	5	4
108	тем не	1	4
109	стоит в	1	4
110	тем самым	1	4
111	в науке	2	4
112	и является	1	4
113	к себе	2	4
114	в пределах	2	4
115	не на	1	4
116	внимание на	4	4
117	что и	3	4
118	языка это	1	4
119	с ними	1	4
120	есть в	2	4
121	не есть	2	4
122	из них	3	4
123	со стороны	7	4
124	до сих	1	4
125	в частности	9	4
126	и потому	3	4
127	с этим	3	4
128	в тех	2	4
129	слова и	1	4
130	сих пор	1	4
131	один из	3	4
132	указать на	1	4
133	в этих	1	4
134	и то	1	3
135	науки о	1	3
136	в первом	3	3
137	в котором	5	3
138	той же	1	3
139	языка которое	1	3
140	в сущности	2	3
141	на себя	2	3
142	и он	2	3
143	в противовес	1	3
144	очевидно что	1	3
145	в истории	4	3
146	в связи	1	3
147	в своем	6	3
148	хотя и	2	3
149	когда он	2	3
150	его к	1	3
151	более или	2	3
152	что так	1	3
153	в этой	2	3
154	с их	1	3
155	в себе	7	3
156	на его	4	3
157	не имеют	1	3
158	через посредство	1	3
159	на том	2	3
160	состоит в	9	3
161	что она	1	3
162	и может	1	3
163	соответствии с	2	3
164	несмотря на	1	3
165	или менее	2	3
166	в г	2	3
167	в их	5	3
168	представление о	1	3
169	и эти	1	3
170	это слово	1	3
171	из одного	1	3
172	ли не	3	3
173	оно не	2	3
174	свою очередь	3	3
175	здесь не	1	3
176	сводится к	5	3
177	не с	3	3
178	том как	1	3
179	по мере	2	3
180	можно сказать	5	3
181	этом смысле	1	3
182	уже в	2	3
183	в одном	2	3
184	связано с	1	3
185	не было	7	3
186	в особенности	4	3
187	и даже	3	3
188	или иной	5	3
189	к которому	2	3
190	в свою	3	3
191	а с	5	3
192	в соответствии	2	3
193	как это	1	3
194	этого слова	1	3
195	в лингвистике	3	3
196	в системе	1	3
197	или иного	1	3
198	в таком	1	3
199	они не	2	3
200	можно говорить	1	2
201	речь идет	1	2
202	одним из	2	2
203	также и	3	2
204	и есть	2	2
205	мысли а	1	2
206	по преимуществу	1	2
207	бы и	1	2
208	я не	1	2
209	этого термина	2	2
210	форм в	1	2
211	что его	1	2
212	на самом	1	2
213	но язык	1	2
214	не все	1	2
215	если в	1	2
216	тогда как	19	2
217	себе и	1	2
218	идет о	1	2
219	что касается	2	2
220	тех случаях	1	2
221	и как	6	2
222	но в	8	2
223	от этого	1	2
224	для которых	1	2
225	с языком	1	2
226	он не	1	2
227	данном отношении	1	2
228	свое время	1	2
229	нашей культуры	1	2
230	пример из	1	2
231	так например	2	2
232	но все	1	2
233	в каждом	2	2
234	лишь в	4	2
235	заключается в	3	2
236	поворот в	1	2
237	первую очередь	1	2
238	здесь только	1	2
239	и мы	1	2
240	и тем	2	2
241	для них	1	2
242	в слове	1	2
243	как и	16	2
244	и было	2	2
245	иначе говоря	2	2
246	как таковой	1	2
247	одного и	2	2
248	и при	1	2
249	в своей	5	2
250	не столько	1	2
251	вопрос о	1	2
252	что было	1	2
253	и более	1	2
254	слов о	1	2
255	вместе со	1	2
256	по себе	3	2
257	до конца	1	2
258	что с	2	2
259	в то	3	2
260	не имеет	1	2
261	дело не	2	2
262	никогда не	2	2
263	речи не	1	2
264	такова что	1	2
265	же время	4	2
266	быть в	1	2
267	не является	4	2
268	не могут	1	2
269	и должно	1	2
270	когда мы	1	2
271	во все	1	2
272	но также	1	2
273	том и	1	2
274	и сами	1	2
275	в структуре	1	2
