N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	44
2	и в	19	33
3	в этом	9	28
4	и что	2	25
5	как бы	2	25
6	все время	1	24
7	потому что	2	24
8	для того	2	23
9	том что	7	22
10	того чтобы	1	22
11	может быть	17	22
12	что в	4	21
13	в том	10	21
14	о том	2	20
15	что он	3	20
16	и мы	1	15
17	как это	2	14
18	что это	1	13
19	таким образом	1	13
20	то есть	5	13
21	так же	1	13
22	и не	11	13
23	самом деле	1	12
24	в самом	1	12
25	было бы	2	12
26	все то	1	12
27	к тому	1	12
28	и все	1	12
29	так как	3	12
30	он не	5	11
31	на то	1	10
32	в его	4	10
33	не может	9	10
34	то же	12	9
35	в этой	3	9
36	как раз	2	9
37	в конце	2	8
38	для этого	2	8
39	вместе с	5	8
40	характера и	1	8
41	в своем	1	7
42	не только	8	7
43	в нем	3	7
44	так что	4	7
45	и только	2	7
46	до конца	2	7
47	когда он	1	7
48	для нас	2	7
49	и т	2	6
50	на самом	1	6
51	в сущности	3	6
52	в ней	4	6
53	все эти	1	6
54	в себе	6	6
55	и вот	1	6
56	точки зрения	4	6
57	но он	1	6
58	тому что	1	6
59	же самое	1	6
60	никак не	1	6
61	это не	1	6
62	у него	2	6
63	а не	20	6
64	что мы	1	6
65	как на	3	6
66	это и	1	5
67	мы не	4	5
68	в целом	2	5
69	и на	6	5
70	все же	2	5
71	и как	3	5
72	как он	2	5
73	как и	10	5
74	никогда не	3	5
75	и его	3	5
76	казалось бы	1	5
77	с ним	2	5
78	в какой	2	5
79	вовсе не	2	5
80	из этого	1	5
81	той же	2	4
82	я не	5	4
83	говорит о	1	4
84	том чтобы	3	4
85	с тем	2	4
86	слова и	7	4
87	в своей	1	4
88	с точки	3	4
89	одна из	5	4
90	а в	3	4
91	у нас	5	4
92	как мы	1	4
93	и о	1	4
94	можно было	1	4
95	жизнь и	1	4
96	не просто	1	4
97	того что	5	4
98	себя в	6	4
99	в жизни	2	4
100	и других	4	4
101	из них	2	4
102	что не	2	4
103	целым рядом	1	4
104	в частности	4	4
105	с этой	2	4
106	первый раз	2	4
107	жизни и	4	4
108	ее в	1	4
109	к этому	1	4
110	в таком	1	4
111	речь идет	3	3
112	же как	2	3
113	идет о	3	3
114	и до	2	3
115	и за	2	3
116	это совершенно	1	3
117	в первый	2	3
118	как я	3	3
119	и он	3	3
120	но не	5	3
121	конце концов	1	3
122	как в	1	3
123	от этого	1	3
124	не можем	1	3
125	что может	1	3
126	на этом	2	3
127	здесь мы	1	3
128	его в	1	3
129	должен был	1	3
130	далеко не	1	3
131	всех этих	1	3
132	мы в	1	3
133	в дневнике	1	3
134	т п	2	3
135	их в	1	3
136	что этот	1	3
137	тем самым	3	3
138	в то	9	3
139	в основе	2	3
140	пути и	1	3
141	и для	3	3
142	с ее	2	3
143	нам о	1	3
144	и говорит	1	3
145	в пределах	1	3
146	в мире	9	3
147	так и	7	3
148	за то	2	3
149	что и	2	3
150	во всей	1	3
151	к делу	1	3
152	дело с	1	3
153	с одной	7	3
154	был бы	2	3
155	могло бы	2	3
156	в одном	2	3
157	не для	1	3
158	тем что	4	3
159	но и	10	3
160	не было	2	3
161	одной стороны	6	3
162	эти слова	1	3
163	из которых	2	3
164	он говорит	1	3
165	при таком	1	3
166	тот же	2	3
167	к этой	2	3
168	в своих	2	3
169	и то	3	2
170	жизни ее	1	2
171	жизни для	1	2
172	мы имеем	1	2
173	когда речь	1	2
174	столь же	5	2
175	бы то	1	2
176	во всех	3	2
177	себе и	3	2
178	со стороны	3	2
179	в художественном	2	2
180	однако не	1	2
181	в круг	1	2
182	и наконец	2	2
183	не в	4	2
184	и к	2	2
185	в действительности	1	2
186	но в	2	2
187	тому как	2	2
188	представляет собой	2	2
189	по которым	1	2
190	с чем	1	2
191	при этом	6	2
192	читателя в	1	2
193	едва ли	4	2
194	что ни	1	2
195	в них	2	2
196	творческий акт	2	2
197	всю жизнь	1	2
198	он знает	1	2
199	иначе говоря	1	2
200	такой же	3	2
201	которую он	1	2
202	в такой	2	2
203	в их	3	2
204	место в	1	2
205	оказывается что	1	2
206	быть не	2	2
207	даже в	4	2
208	сущности говоря	1	2
209	что ему	1	2
210	в русской	4	2
211	не имеет	1	2
212	не по	2	2
213	только не	1	2
214	же время	9	2
215	во всем	1	2
216	перед ним	2	2
217	и другим	1	2
218	и конечно	1	2
219	ни одно	1	2
220	в ее	2	2
221	что такой	1	2
222	и когда	1	2
223	то как	2	2
224	на нее	1	2
225	и с	3	2
226	основана на	1	2
227	в словах	1	2
228	ничего не	3	2
229	можно сказать	1	2
230	в виду	2	2
231	сводится к	1	2
232	но мы	1	2
233	пор пока	1	2
234	должно было	1	2
235	не надо	2	2
236	один из	4	2
237	за ней	1	2
238	связи с	1	2
239	уже в	2	2
240	не все	1	2
241	одно из	2	2
242	дело и	1	2
243	с другой	8	2
244	именно в	1	2
245	а с	1	2
246	прежде всего	4	2
247	тех пор	1	2
248	в руках	2	2
249	ее на	1	2
250	не зря	1	2
251	и потому	1	2
252	над ним	2	2
253	быть это	1	2
254	по существу	3	2
255	в это	1	2
256	со всей	1	2
257	не является	2	2
258	и от	1	2
259	в результате	2	2
260	его не	1	2
261	ее и	1	2
262	хотя бы	2	2
263	до тех	1	2
264	героя и	1	2
265	и эта	1	2
266	другой стороны	4	2
267	в искусстве	4	2
268	который не	1	2
269	этой цели	1	2
270	себя как	2	1
271	а под	1	1
272	зависимость от	2	1
273	с жизнью	1	1
274	начинается с	1	1
275	того же	4	1
276	с кем	1	1
277	не слышали	1	1
278	на деле	1	1
279	тем же	3	1
280	от самого	1	1
281	в первом	1	1
282	легко переходит	1	1
283	нас на	1	1
284	его что	1	1
285	значении есть	1	1
286	есть не	1	1
287	чтобы после	1	1
288	к художественному	1	1
289	таком взгляде	1	1
290	случае это	2	1
291	была с	1	1
292	он как	1	1
293	исследования в	1	1
294	требует от	1	1
295	нас всех	1	1
296	но даже	1	1
297	мы и	1	1
298	решение вопроса	1	1
299	еще не	2	1
300	этой и	1	1
301	но как	2	1
302	перед глазами	1	1
303	если в	2	1
304	а он	1	1
305	конечном счете	5	1
306	по отношению	4	1
307	очевидно что	2	1
308	органической связи	1	1
309	автора но	1	1
310	и будет	1	1
311	ведь мы	2	1
312	за пределы	1	1
313	относится к	1	1
314	которые не	1	1
315	и я	1	1
316	в истории	2	1
317	более чем	1	1
318	и сделал	1	1
319	общего с	1	1
320	стороны и	1	1
321	как к	3	1
322	себе ни	1	1
323	о жизни	1	1
324	такого рода	9	1
325	в полном	1	1
326	и хотя	1	1
327	в этот	1	1
328	поэтому он	1	1
329	со своей	2	1
330	мы чувствуем	1	1
331	встает перед	1	1
332	линия и	1	1
333	в нашем	2	1
334	не оставляет	1	1
335	на поле	1	1
336	рассказ о	1	1
337	и те	1	1
338	двух других	1	1
339	слово это	1	1
340	в исторических	1	1
341	чтобы извлечь	1	1
342	он должен	1	1
343	над ней	1	1
344	и сам	2	1
345	подобно тому	2	1
346	мы обнаруживаем	1	1
347	это конечно	1	1
348	не станем	2	1
349	то ни	1	1
350	в другом	3	1
351	заботится о	1	1
352	что никакого	1	1
353	в глубине	1	1
354	те или	1	1
355	искусства в	1	1
356	например с	1	1
357	это событие	1	1
358	но уже	2	1
359	он же	1	1
360	она и	1	1
361	поэтов и	1	1
362	в не	1	1
363	и было	1	1
364	и некоторые	1	1
365	и еще	2	1
366	в этих	1	1
367	для него	4	1
368	жизнь не	1	1
369	как сама	1	1
370	и без	2	1
371	где мы	1	1
372	которого является	1	1
373	не столько	3	1
374	собой все	1	1
375	что до	1	1
376	не от	1	1
377	жизненный путь	1	1
378	мысли и	2	1
379	необходимых для	1	1
380	от его	1	1
381	одном из	2	1
382	не раз	2	1
383	читатель как	1	1
384	силу и	1	1
385	и вся	1	1
386	то с	2	1
387	что есть	1	1
388	в отношении	1	1
389	ничего такого	1	1
