N	3gram	Tiupa_Anal_2	FransuaR
1	то же время	2	9
2	в то же	2	9
3	прежде всего в	1	4
4	то есть в	2	4
5	в свою очередь	1	3
6	с точки зрения	2	3
7	в том что	6	3
8	по отношению к	4	2
9	более или менее	1	2
10	в этом отношении	3	2
11	можно было бы	2	2
12	в значительной степени	2	2
13	как и в	3	2
14	в свое время	1	2
15	не в состоянии	1	1
16	что иное как	1	1
17	смерти то есть	1	1
18	то же самое	1	1
19	в правой руке	1	1
20	из них в	1	1
21	это своего рода	1	1
22	но и в	1	1
23	до некоторой степени	1	1
24	на этот вопрос	1	1
25	что в конце	1	1
26	со всех сторон	1	1
27	тогда как в	2	1
28	в применении к	1	1
29	не что иное	1	1
30	содержит в себе	3	1
31	в данном случае	5	1
32	дело не с	1	1
33	не только в	2	1
34	и все его	1	1
35	не приходится однако	1	1
36	и в этом	4	1
37	с жизнью и	1	1
38	здесь далеко не	1	1
39	о том что	6	1
40	не только для	1	1
41	в том или	2	1
42	в связи с	1	1
43	хотя и несколько	1	1
44	божественной комедии и	1	1
45	и в словах	1	1
46	есть не что	1	1
47	слава богу не	1	1
48	именно к этому	1	1
49	и тем самым	2	1
50	но и для	1	1
51	и в самом	2	1
52	к тому же	4	1
53	во второй половине	1	1
54	в этом смысле	2	1
55	в силу своей	1	1
56	в этой плоскости	1	1
57	свидетельствует о том	1	1
58	в центре этой	1	1
59	том или ином	2	1
