N	4gram	Medvedev_F_1	Problemy
1	в то же время	8	9
2	но в то же	2	5
3	то же время не	1	3
4	и в то же	1	2
5	с начала и до	2	2
6	начала и до конца	2	2
7	войти в художественную структуру	1	1
8	как раз и входит	1	1
9	романа в его целом	1	1
10	как один из возможных	1	1
11	что бы то ни	2	1
12	на самом деле это	1	1
13	ни на минуту не	1	1
14	с другой стороны со	1	1
15	как бы ни были	2	1
16	различны в зависимости от	1	1
17	кругозор в его целом	1	1
18	что было дано в	1	1
19	то же время и	1	1
20	тем фоном на котором	1	1
21	другой стороны со стороны	1	1
22	раз и входит в	1	1
23	во что бы то	2	1
24	с точки зрения ее	1	1
25	бы то ни стало	2	1
26	в зависимости от того	1	1
27	бы то ни было	1	1
28	то что было дано	1	1
