N	2gram	Berdyaev_M_2	Dialekti
1	не есть	13	40
2	и не	18	30
3	по себе	2	25
4	т е	4	25
5	это –	22	24
6	и в	46	18
7	он –	8	18
8	точки зрения	2	17
9	ничего не	2	17
10	может быть	21	17
11	и есть	8	16
12	в нем	22	16
13	ни в	3	15
14	не имеет	4	15
15	так что	2	15
16	потому что	12	14
17	а не	13	14
18	не только	18	13
19	то что	5	13
20	что в	4	13
21	в этом	20	12
22	было бы	1	12
23	с точки	1	12
24	если бы	3	12
25	и что	2	12
26	не может	15	12
27	что это	6	11
28	в себе	10	11
29	что он	7	11
30	так как	8	11
31	– не	3	11
32	как бы	8	11
33	все это	1	11
34	то же	5	10
35	что такое	1	10
36	прежде всего	12	10
37	сказать что	3	10
38	и то	1	9
39	стало быть	1	9
40	так и	4	9
41	это не	5	9
42	том что	4	9
43	никогда не	18	9
44	– это	2	9
45	это есть	2	9
46	в том	3	9
47	сама по	1	8
48	но это	8	8
49	к нему	2	8
50	также и	4	7
51	идея и	3	7
52	и как	1	7
53	то в	2	7
54	что она	5	7
55	что не	2	7
56	той или	1	7
57	не существует	3	7
58	но и	15	7
59	сам по	2	6
60	его не	2	6
61	хотя бы	7	6
62	в чем	3	6
63	есть ни	1	6
64	не то	1	6
65	но в	10	6
66	с другой	1	6
67	и вот	5	6
68	нем есть	6	6
69	не в	9	6
70	она не	8	6
71	– все	2	6
72	с ним	3	6
73	не было	11	6
74	ни на	1	6
75	да и	2	6
76	науки и	2	5
77	говорить о	1	5
78	я не	5	5
79	и он	11	5
80	отношение к	8	5
81	в своем	8	5
82	на то	1	5
83	идеи и	3	5
84	и с	3	5
85	а потом	1	5
86	в этих	2	5
87	но если	1	5
88	в отношении	5	5
89	можно было	2	5
90	не с	1	5
91	мы должны	1	5
92	он сам	6	5
93	она есть	2	5
94	есть и	3	5
95	а в	2	5
96	это и	3	4
97	почти всегда	1	4
98	то я	1	4
99	как он	3	4
100	образ и	5	4
101	тут не	2	4
102	об этом	1	4
103	он есть	1	4
104	у тютчева	1	4
105	внешнее есть	1	4
106	и более	1	4
107	есть всегда	1	4
108	у пушкина	1	4
109	только и	4	4
110	не о	2	4
111	к ней	2	4
112	к тому	5	4
113	не могу	6	4
114	быть может	2	4
115	о том	3	4
116	и об	1	4
117	быть и	2	4
118	мы видим	2	4
119	в котором	1	4
120	в конце	5	4
121	– в	2	4
122	хотя и	2	4
123	так же	6	4
124	нем нет	2	3
125	отношения к	2	3
126	самом деле	1	3
127	только потому	1	3
128	должна быть	1	3
129	есть не	5	3
130	но она	2	3
131	в ней	11	3
132	на самом	1	3
133	и все-таки	1	3
134	к богу	2	3
135	если в	1	3
136	все равно	3	3
137	что они	3	3
138	склонность к	1	3
139	говорит что	2	3
140	от этого	2	3
141	но эта	2	3
142	в самом	5	3
143	та же	10	3
144	он не	10	3
145	из сферы	1	3
146	что ни	1	3
147	но все	1	3
148	– вот	2	3
149	в них	3	3
150	должно быть	2	3
151	тому что	4	3
152	в основе	2	3
153	та или	1	3
154	в разных	2	3
155	или иная	1	3
156	а лишь	2	3
157	в сознании	1	3
158	только с	3	3
159	уже и	1	3
160	его с	2	3
161	сознания и	2	3
162	жизнь и	4	3
163	и та	2	3
164	что и	4	3
165	один из	5	3
166	но с	2	3
167	к свету	2	3
168	только в	3	3
169	другу как	1	3
170	но что	1	3
171	или иной	2	3
172	и потому	7	3
173	что же	2	3
174	в его	5	3
175	– и	1	3
176	он чувствовал	1	3
177	и все	5	3
178	у них	4	3
179	бы в	2	3
180	еще более	2	3
181	конце концов	1	3
182	только что	1	3
183	отношении к	3	3
184	была бы	1	3
185	жизни и	6	3
186	думать что	4	3
187	же как	3	2
188	чтобы не	3	2
189	идеей и	2	2
190	от всякой	1	2
191	что если	1	2
192	вопрос о	6	2
193	быть в	1	2
194	я никогда	2	2
195	друг к	5	2
196	и всякий	1	2
197	себе и	2	2
198	с этим	1	2
199	на деле	4	2
200	человеческого сознания	1	2
201	бы и	5	2
202	не был	2	2
203	все эти	1	2
204	к самому	2	2
205	говорят о	1	2
206	дальше и	2	2
207	если для	1	2
208	на земле	8	2
209	на этом	2	2
210	образа и	2	2
211	в каждом	3	2
212	в мире	7	2
213	– то	2	2
214	вещи и	1	2
215	к другу	5	2
216	с этой	1	2
217	как и	13	2
218	одна и	3	2
219	для чего	3	2
220	до сих	3	2
221	и тогда	3	2
222	в своей	5	2
223	будет в	1	2
224	то он	2	2
225	нас не	2	2
226	можно найти	1	2
227	себе а	1	2
228	во всем	5	2
229	в которых	1	2
230	и от	3	2
231	ко всему	1	2
232	не знает	9	2
233	но они	1	2
234	как можно	1	2
235	иной раз	1	2
236	как о	1	2
237	в какую-то	1	2
238	отличное от	1	2
239	учения о	1	2
240	– очень	1	2
241	сами не	1	2
242	и эта	2	2
243	этом отношении	1	2
244	нет ни	2	2
245	отличается от	1	2
246	и это	5	2
247	как не	1	2
248	как с	1	2
249	в другом	1	2
250	мог бы	1	2
251	по сравнению	1	2
252	них есть	2	2
253	в эпоху	1	2
254	для этого	4	2
255	до полной	1	2
256	но к	1	2
257	на что	1	2
258	для того	5	2
259	вслед за	1	2
260	того что	6	2
261	совершенно противоположен	1	2
262	и быть	1	2
263	мы увидим	2	2
264	есть своя	1	2
265	же и	2	2
266	уже не	4	2
267	и у	1	2
268	только тогда	1	2
269	всегда было	1	2
270	но есть	1	2
271	для него	18	2
272	никто не	1	2
273	почему это	1	2
274	иначе не	1	2
275	ее на	1	2
276	были бы	2	2
277	как у	2	2
278	что человек	2	2
279	тот кто	5	2
280	стать на	1	2
281	а с	1	2
282	при чем	1	2
283	с ней	1	2
284	о чем	1	2
285	есть порождение	1	2
286	состояние в	1	2
287	как в	7	2
288	сравнению с	1	2
289	это за	1	2
290	зрения так	1	2
291	сих пор	3	2
292	но так	1	2
293	она должна	1	2
294	и для	7	2
295	лишь как	3	2
296	ни к	1	2
297	– бог	1	2
298	всегда есть	2	2
299	а о	1	2
300	они были	3	2
301	к этому	1	2
302	которая не	1	2
303	я ни	1	1
304	я и	2	1
305	а между	1	1
306	лишь из	1	1
307	не иначе	1	1
308	как все	1	1
309	и без	1	1
310	стали бы	3	1
311	о мировой	6	1
312	бы для	1	1
313	мере в	1	1
314	перед лицом	1	1
315	из самых	1	1
316	явления и	1	1
317	к другому	3	1
318	над которым	1	1
319	тут в	2	1
320	небытия и	1	1
321	той же	3	1
322	основ и	1	1
323	он также	2	1
324	если я	2	1
325	характер его	1	1
326	это совершенно	1	1
327	мы не	1	1
328	быть у	1	1
329	из этого	1	1
330	из жизни	1	1
331	есть гибель	2	1
332	что иное	3	1
333	на себя	1	1
334	же что	2	1
335	гибели и	1	1
336	может так	1	1
337	и самого	3	1
338	и отличается	1	1
339	и этого	1	1
340	иное как	3	1
341	на их	1	1
342	во всех	2	1
343	в ее	1	1
344	и религия	3	1
345	совсем не	5	1
346	природа у	1	1
347	друга и	1	1
348	нет и	1	1
349	и любят	2	1
350	нет как	1	1
351	которые могли	1	1
352	– внутреннее	1	1
353	себя за	1	1
354	в той	1	1
355	его на	4	1
356	что нет	3	1
357	кто не	1	1
358	мысль о	2	1
359	когда он	1	1
360	мужчины в	1	1
361	сознания в	1	1
362	могли бы	1	1
363	я должен	1	1
364	к идее	1	1
365	говорит об	1	1
366	его к	1	1
367	и к	7	1
368	в каком-то	1	1
369	есть ли	2	1
370	к чему	4	1
371	с какой-то	1	1
372	в которой	2	1
373	как то	2	1
374	формы в	1	1
375	бы не	2	1
376	по преимуществу	5	1
377	что ничего	1	1
378	чем его	1	1
379	земле и	1	1
380	проникает в	1	1
381	если он	2	1
382	необъятное и	1	1
383	царская власть	1	1
384	и если	2	1
385	не вижу	1	1
386	после этого	1	1
387	его внутреннее	1	1
388	небытия в	1	1
389	к одному	1	1
390	не к	2	1
391	что нужно	1	1
392	остается лишь	1	1
393	отвлеченные идеи	1	1
394	одной и	2	1
395	и вечно	1	1
396	людей и	3	1
397	него и	2	1
398	не будет	3	1
399	что все	5	1
400	же не	1	1
401	тем в	1	1
402	сознание и	1	1
403	сознание не	1	1
404	с целью	1	1
405	его в	3	1
406	ли он	1	1
407	за собою	1	1
408	как две	1	1
409	то все	2	1
410	– исключительно	1	1
411	могу не	1	1
412	и тем	1	1
413	не соответствует	1	1
414	в жизни	4	1
415	чем тут	1	1
416	из нее	1	1
417	люди не	1	1
418	нет в	4	1
419	она и	1	1
420	в бесконечные	1	1
421	в этой	7	1
422	этого не	1	1
423	всю жизнь	3	1
424	заходящее солнце	1	1
425	не всегда	2	1
426	очень важное	2	1
427	с такой	1	1
428	в развитии	1	1
429	потому и	1	1
430	более глубоком	1	1
431	то стало	1	1
432	и становится	1	1
433	но я	1	1
434	закона и	2	1
435	привело к	1	1
436	сознания но	1	1
437	не интересует	1	1
438	– чисто	1	1
439	в такой	3	1
440	с идеей	1	1
441	в которые	2	1
442	место в	2	1
443	добра и	5	1
444	крови чтобы	1	1
445	и они	1	1
446	и той	2	1
447	мир и	2	1
448	которые в	2	1
449	другом и	1	1
450	но он	11	1
451	претендует говорить	1	1
452	имеет смысл	1	1
453	не могли	1	1
454	же такое	1	1
455	ему как	2	1
456	нему можно	1	1
457	можно ли	3	1
458	стоит в	2	1
459	до известной	1	1
460	есть прежде	5	1
461	правда в	2	1
462	того как	3	1
463	есть религия	4	1
464	она никогда	3	1
465	и именно	1	1
466	тогда и	1	1
467	в царство	1	1
468	его есть	1	1
469	того чтобы	4	1
470	чем не	2	1
471	он с	1	1
472	человека от	2	1
473	жизни не	2	1
474	внутрь себя	2	1
475	не думаю	1	1
476	мировой процесс	3	1
477	природы в	2	1
478	показывает как	1	1
479	по своей	3	1
480	он взят	1	1
481	– она	1	1
482	и его	5	1
483	связи с	2	1
484	вот почему	2	1
485	и борьба	1	1
486	исторического процесса	1	1
487	ни образа	2	1
488	как будто	2	1
489	в будущем	1	1
490	не потому	1	1
491	он переходит	1	1
492	не бывает	3	1
493	не могут	1	1
494	и часто	1	1
495	вл соловьев	1	1
496	сама жизнь	1	1
497	уже было	1	1
498	должны быть	4	1
499	что наш	1	1
500	оно не	2	1
501	в необъятное	1	1
502	должен быть	4	1
503	и всецело	1	1
504	но по	1	1
505	вывод что	1	1
506	существа в	1	1
507	этого всеобщего	1	1
508	– значит	1	1
509	смысл но	1	1
510	и этим	2	1
511	культуры и	1	1
512	свет в	1	1
513	верит в	2	1
514	веру в	1	1
515	природе своей	1	1
516	и сам	1	1
517	что у	4	1
518	в образе	3	1
519	на нее	1	1
520	мире как	2	1
521	в бесконечность	1	1
522	по природе	1	1
523	и единственный	1	1
524	есть также	2	1
525	и каждый	1	1
526	еще в	2	1
527	ничего подобного	3	1
528	подобного нет	1	1
529	действия не	1	1
530	я –	1	1
531	нет уже	2	1
532	до последних	2	1
533	и там	6	1
534	и должно	3	1
535	скучно скука	1	1
536	пришли к	1	1
537	происходит не	1	1
538	не стоит	3	1
539	выходе из	1	1
540	можно встретить	1	1
541	этим не	1	1
542	любви к	7	1
543	все в	1	1
544	доходит до	6	1
545	чтобы получить	2	1
546	между тем	2	1
547	переходит в	8	1
548	а потому	1	1
549	целиком в	1	1
550	и только	1	1
551	тотчас же	1	1
552	слова для	1	1
553	все время	2	1
554	от науки	1	1
555	не так	3	1
556	на почве	3	1
557	деле то	1	1
558	я даю	1	1
559	его собственная	2	1
560	борьбы за	1	1
561	только можно	2	1
562	природой и	3	1
563	в какой	1	1
564	но ни	1	1
565	известного рода	1	1
566	на природу	2	1
567	так всегда	1	1
568	пор не	1	1
569	бытие есть	1	1
570	в стороне	1	1
571	это очень	1	1
572	другого а	1	1
573	тем одним	1	1
574	его отношении	1	1
575	бы ни	1	1
576	но под	1	1
577	бы одного	1	1
578	об их	1	1
579	двух начал	1	1
580	за ней	1	1
581	все они	1	1
582	она лишь	1	1
583	со всеми	1	1
584	себя в	4	1
585	как проявление	1	1
586	есть в	3	1
587	бы у	1	1
588	я имею	1	1
589	уже в	2	1
590	вопроса о	4	1
591	и чисто	1	1
592	не дает	1	1
593	эта другая	1	1
594	и других	2	1
595	он может	1	1
596	менее всего	3	1
597	мир в	1	1
598	был бы	1	1
599	себе в	2	1
600	подлинного бытия	2	1
601	или как	1	1
