N	3gram	Vygotskiy__7	Vladivir
1	в том что	13	9
2	во всяком случае	1	6
3	в то время	2	6
4	тем не менее	3	6
5	и то что	3	5
6	как это мы	1	4
7	содержит в себе	3	4
8	с точки зрения	21	3
9	в отличие от	2	3
10	в то же	1	3
11	точно так же	2	3
12	в конце концов	1	3
13	о том что	4	3
14	сказать что в	1	2
15	на то что	4	2
16	том что он	2	2
17	и до конца	1	2
18	в том же	1	2
19	можно было бы	1	2
20	только и может	1	2
21	сам по себе	1	2
22	в данном случае	5	2
23	не только в	1	2
24	начала и до	1	2
25	в последнее время	2	2
26	в свою очередь	2	2
27	само по себе	1	2
28	заключается в том	4	2
29	после того как	1	2
30	до некоторой степени	1	2
31	как мы видели	3	2
32	что иное как	1	1
33	и в конце	2	1
34	тех пор пока	1	1
35	что в этом	2	1
36	имеет дело с	1	1
37	в которой он	1	1
38	в какой мере	2	1
39	потому что в	1	1
40	прежде всего на	1	1
41	та же самая	1	1
42	и во всяком	1	1
43	в целом но	1	1
44	но то что	2	1
45	также и в	1	1
46	в том числе	1	1
47	что несмотря на	1	1
48	в этом случае	14	1
49	то что с	1	1
50	а в начале	1	1
51	как раз и	1	1
52	до сих пор	3	1
53	и никак не	1	1
54	в этом отношении	3	1
55	в собственном смысле	3	1
56	кроме того что	1	1
57	никак не мог	1	1
58	в первых двух	1	1
59	точки зрения того	1	1
60	что все это	1	1
61	и с удивлением	1	1
62	можно говорить и	1	1
63	вместе с тем	4	1
64	было бы вообще	1	1
65	долго не мог	1	1
66	в самом начале	3	1
67	нечто такое что	2	1
68	как мы с	1	1
69	в высшей степени	1	1
70	не содержит в	1	1
71	как и везде	1	1
72	все больше и	2	1
73	то время как	2	1
74	если только не	1	1
75	но вместе с	1	1
76	то что по	1	1
77	к той же	1	1
78	в первую очередь	1	1
79	из той же	1	1
80	из этого примера	1	1
81	не может быть	4	1
82	в той же	2	1
83	нужно было бы	2	1
84	до тех пор	1	1
85	последнее время в	1	1
86	к которой мы	1	1
87	здесь как и	1	1
88	того что он	1	1
89	мы увидим ниже	1	1
90	на первых порах	1	1
91	содержат в себе	3	1
92	к выводу что	2	1
93	с самого начала	7	1
94	это значит что	1	1
95	в чем дело	3	1
96	самого начала в	1	1
97	в самом деле	4	1
98	но все же	1	1
99	можно сказать что	3	1
100	только тогда когда	1	1
101	в этом смысле	1	1
102	больше и больше	2	1
103	как мы уже	1	1
104	по этому поводу	3	1
105	не что иное	1	1
106	в котором по	1	1
107	самом деле если	1	1
108	в этот период	2	1
109	чем у нас	1	1
110	никак не может	1	1
111	с которыми мы	1	1
112	для того чтобы	18	1
113	в себе в	2	1
114	в нерасчлененном виде	1	1
115	он никак не	1	1
