N	2gram	Bakhtin_Fr_7	VrazhdaK
1	в году	5	18
2	не только	5	9
3	в этом	15	8
4	и в	41	8
5	и что	1	8
6	но и	9	7
7	и все	14	7
8	то что	8	7
9	что в	9	7
10	все же	1	6
11	но в	8	6
12	в нем	7	6
13	как и	14	6
14	в котором	1	6
15	и с	4	6
16	о нем	3	6
17	в начале	1	6
18	и даже	1	6
19	в романе	7	6
20	то же	13	5
21	об этом	1	5
22	в то	10	5
23	же время	9	5
24	между тем	1	5
25	в письме	1	5
26	у него	6	5
27	не было	3	5
28	и не	7	5
29	в ней	5	4
30	что он	3	4
31	в истории	1	4
32	целый ряд	4	4
33	при этом	3	4
34	это не	6	4
35	несмотря на	3	4
36	все это	10	4
37	в виду	4	4
38	с ним	2	4
39	о том	6	4
40	уже в	5	4
41	может быть	4	4
42	как бы	7	4
43	в своих	1	4
44	так же	5	4
45	одним из	1	3
46	я не	3	3
47	он был	3	3
48	в чем	2	3
49	с его	2	3
50	в своем	9	3
51	и как	2	3
52	его в	3	3
53	он не	4	3
54	в париже	1	3
55	далеко не	2	3
56	и уже	1	3
57	том что	4	3
58	но он	4	3
59	что есть	2	3
60	года он	2	3
61	и его	9	3
62	связи с	1	3
63	человека в	2	3
64	и о	1	3
65	что у	3	3
66	и во	2	3
67	в его	12	3
68	в том	11	3
69	и у	5	3
70	в конце	8	3
71	тем что	3	3
72	в связи	2	3
73	имел в	1	3
74	к этому	5	3
75	отношения к	1	2
76	и то	2	2
77	на место	4	2
78	он сам	1	2
79	вернулся в	1	2
80	тогда как	1	2
81	он пишет	1	2
82	в той	3	2
83	его на	1	2
84	в этой	13	2
85	в себе	11	2
86	время и	1	2
87	после этого	1	2
88	о которой	1	2
89	их в	2	2
90	таким образом	19	2
91	в одну	4	2
92	в мире	3	2
93	в них	7	2
94	рядом с	4	2
95	не мог	2	2
96	на первый	1	2
97	во время	3	2
98	точки зрения	5	2
99	в своей	3	2
100	и ее	2	2
101	с точки	3	2
102	место в	4	2
103	том же	1	2
104	одна из	4	2
105	никогда не	2	2
106	к себе	1	2
107	книгой в	1	2
108	время он	1	2
109	и это	5	2
110	году в	1	2
111	так в	1	2
112	еще не	2	2
113	а также	2	2
114	там же	1	2
115	этот момент	1	2
116	тем более	1	2
117	и образы	4	2
118	уже не	2	2
119	при помощи	1	2
120	из них	3	2
121	его и	1	2
122	для него	6	2
123	отношение к	2	2
124	к ним	1	2
125	и т.п	9	2
126	и стал	1	2
127	о чем	1	2
128	начиная с	1	2
129	не может	3	2
130	вместе с	5	2
131	в него	1	2
132	в это	3	2
133	но это	3	2
134	что я	1	2
135	же в	2	2
136	а в	5	2
137	в период	1	2
138	в свою	3	2
139	это в	3	2
140	широкое распространение	1	1
141	этого романа	1	1
142	от этой	1	1
143	вряд ли	1	1
144	также и	2	1
145	человека и	1	1
146	того же	3	1
147	не имел	1	1
148	это и	1	1
149	и есть	3	1
150	ему не	1	1
151	что слово	1	1
152	едва ли	1	1
153	в их	3	1
154	по его	1	1
155	из всех	2	1
156	той же	3	1
157	развитие в	1	1
158	именно к	1	1
159	он как	1	1
160	начинается с	2	1
161	это отношение	1	1
162	ему в	1	1
163	всего романа	2	1
164	к брату	3	1
165	был знаком	1	1
166	это время	1	1
167	одном из	4	1
168	на них	3	1
169	первый план	1	1
170	ту эпоху	1	1
171	мне все	1	1
172	по своему	2	1
173	а следовательно	2	1
174	совсем не	3	1
175	но не	1	1
176	был также	2	1
177	и т.д	2	1
178	некоторые черты	1	1
179	что они	1	1
180	как в	5	1
181	июле года	1	1
182	с этим	2	1
183	для всех	2	1
184	некоторое время	1	1
185	как к	1	1
186	сходство между	1	1
187	и наконец	4	1
188	себе на	1	1
189	не являются	1	1
190	них он	1	1
191	роль играет	2	1
192	в самом	1	1
193	приложенный к	1	1
194	что это	4	1
195	не был	1	1
196	за это	1	1
197	знать и	1	1
198	выражение в	3	1
199	еще один	1	1
200	рассказ о	2	1
201	тому же	1	1
202	как он	2	1
203	в названных	1	1
204	не могла	1	1
205	в первой	2	1
206	при виде	4	1
207	же это	1	1
208	чем у	1	1
209	в силу	1	1
210	о новом	1	1
211	интересует другое	1	1
212	в плане	5	1
213	никому не	2	1
214	выражение его	1	1
215	одно и	2	1
216	не будет	1	1
217	эпизод не	1	1
218	мировой литературе	1	1
219	в глубине	1	1
220	этой традиции	2	1
221	говорить не	1	1
222	это было	2	1
223	было бы	4	1
224	в жизни	1	1
225	вот ее	2	1
226	этого не	1	1
227	которой он	2	1
228	он и	1	1
229	не принимал	1	1
230	такой же	3	1
231	в этих	2	1
232	или вообще	1	1
233	и их	3	1
234	всяком случае	1	1
235	вторая часть	1	1
236	его современников	1	1
237	представление о	1	1
238	в авторском	1	1
239	своего рода	2	1
240	эпиграфом к	1	1
241	чтоб я	1	1
242	не будем	1	1
243	ряда других	1	1
244	к реальному	1	1
245	доказывает что	1	1
246	времени а	1	1
247	не должна	1	1
248	возвращается к	1	1
249	но они	1	1
250	тем самым	3	1
251	не имеет	3	1
252	правда в	1	1
253	первая часть	1	1
254	в процессе	2	1
255	было не	1	1
256	как о	3	1
257	следовательно и	2	1
258	но весьма	1	1
259	все свои	2	1
260	приехав в	1	1
261	ничего не	4	1
262	того как	5	1
263	более что	1	1
264	он хочет	6	1
265	его судьбу	1	1
266	по своей	1	1
267	это слово	1	1
268	потому что	5	1
269	в эпизоде	5	1
270	сюжет в	1	1
271	этом отношении	2	1
272	в каком	1	1
273	среди них	1	1
274	в мировой	1	1
275	легенда о	1	1
276	в речах	1	1
277	и дал	1	1
278	во все	2	1
279	вошли в	1	1
280	в недрах	2	1
281	за что	2	1
282	этой легенды	1	1
283	не есть	2	1
284	получает прямое	1	1
285	ничего общего	1	1
286	правда не	2	1
287	не совсем	2	1
288	с ее	3	1
289	и образ	2	1
290	свою очередь	3	1
291	в ее	1	1
292	другой раз	1	1
293	на той	1	1
294	роль в	2	1
295	на страницах	1	1
296	так и	10	1
297	не с	1	1
298	именно этот	1	1
299	принимая его	1	1
300	под руку	1	1
301	во второй	2	1
302	том как	2	1
303	жизнь и	2	1
304	может в	1	1
305	во всяком	2	1
306	второй половине	1	1
307	в будущее	2	1
308	его жизни	1	1
309	нас в	3	1
310	это была	3	1
311	к нему	5	1
312	доходит до	1	1
313	во всех	3	1
314	особенно резко	1	1
315	от них	1	1
316	во всей	2	1
317	я вижу	1	1
318	в форме	3	1
319	в другой	1	1
320	с большими	2	1
321	в июле	1	1
322	все в	1	1
323	также в	1	1
324	в свете	3	1
325	в литературе	2	1
326	к которому	1	1
327	этом смысле	1	1
328	один из	1	1
329	что только	1	1
330	оказалось что	1	1
331	за исключением	1	1
332	которым он	3	1
333	который их	1	1
334	ли он	1	1
335	во всем	1	1
336	в литературу	1	1
337	он уже	1	1
338	в качестве	9	1
339	себя в	1	1
340	мы бы	1	1
341	прямо в	2	1
342	говорит о	1	1
343	никто не	10	1
344	в известной	1	1
345	мы находим	1	1
346	в одном	3	1
347	не просто	2	1
348	в особенности	2	1
349	связан с	2	1
350	о своей	1	1
351	и из	1	1
352	именно в	2	1
353	что тот	1	1
354	характерно для	2	1
355	эпизода из	1	1
356	такое же	1	1
357	и крайняя	1	1
358	прежде всего	11	1
359	в стиле	1	1
360	на этот	1	1
361	de la	2	1
362	до конца	2	1
363	и самый	1	1
364	в рассказе	1	1
365	в ту	1	1
366	некоторых его	1	1
367	в подобных	1	1
368	с помощью	6	1
369	ее начало	1	1
370	нет ничего	1	1
371	в частности	1	1
372	него в	1	1
373	с идеями	1	1
374	или по	1	1
375	этому образу	1	1
376	из которых	2	1
377	чуть было	1	1
378	без труда	2	1
379	этого типа	1	1
380	того что	2	1
381	работу о	1	1
382	был в	2	1
383	поцелуй в	1	1
384	в остальном	1	1
385	в свое	2	1
386	еще раз	1	1
387	период создания	1	1
388	в основном	1	1
389	с последним	1	1
390	оба они	1	1
391	между прочим	1	1
392	романа с	1	1
393	этом романе	1	1
394	близкий к	1	1
395	ближе к	1	1
396	общие черты	1	1
397	более того	1	1
398	и от	8	1
399	но на	1	1
400	котором он	1	1
401	о котором	2	1
402	хотя и	4	1
403	бы в	2	1
404	еще более	2	1
405	конце концов	4	1
406	они как	2	1
407	больших и	1	1
408	автора в	1	1
409	бы его	1	1
410	из этого	1	1
411	героя в	1	1
412	жизни и	3	1
413	как на	1	1
414	в таком	1	1
415	все что	4	1
416	они не	1	1
