N	3gram	Propp_Isto_6	Narrotol
1	в том что	5	8
2	в данном случае	3	6
3	не только в	4	6
4	по отношению к	2	5
5	с одной стороны	7	5
6	о том что	4	4
7	тем не менее	1	4
8	при встрече с	1	3
9	но при этом	1	3
10	можно сказать что	1	3
11	подобно тому как	1	2
12	но и в	2	2
13	и не может	1	2
14	точно так же	2	2
15	так же как	1	2
16	и тем самым	1	2
17	не может быть	3	2
18	как бы в	1	2
19	на том свете	4	2
20	и деревья и	1	1
21	на том что	1	1
22	что иное как	1	1
23	одной стороны и	1	1
24	в обоих случаях	1	1
25	что с ним	1	1
26	более или менее	1	1
27	в которых он	1	1
28	никогда не будет	1	1
29	в частности в	1	1
30	в таком случае	1	1
31	об этом будет	1	1
32	в зависимости от	1	1
33	что все эти	1	1
34	с ним происходит	1	1
35	можно было бы	2	1
36	а с другой	1	1
37	на этот вопрос	1	1
38	же в своих	1	1
39	до сих пор	4	1
40	на него и	1	1
41	так или иначе	1	1
42	не могло быть	2	1
43	то время как	3	1
44	здесь мы имеем	4	1
45	в противоречие с	1	1
46	видит в нем	1	1
47	это прежде всего	1	1
48	на первый взгляд	1	1
49	а также и	1	1
50	долго не может	1	1
51	в нем своего	1	1
52	в этом направлении	1	1
53	во всяком случае	2	1
54	что у него	1	1
55	и когда он	1	1
56	этой точки зрения	1	1
57	есть не что	1	1
58	и небо и	1	1
59	не означает что	1	1
60	в то время	3	1
61	с этой точки	1	1
62	по аналогии с	1	1
63	так и в	1	1
64	что в ней	1	1
65	но в целом	1	1
66	с этой стороны	1	1
67	в одном тексте	1	1
68	если бы она	1	1
69	в том смысле	1	1
70	не что иное	1	1
71	жизнью и смертью	1	1
72	для того чтобы	1	1
73	здесь не в	1	1
74	в стране мертвых	1	1
75	этот не может	1	1
76	от солнца и	1	1
