N	2gram	Tiupa_Narr_2	Literetu
1	а не	17	20
2	и в	13	19
3	может быть	10	17
4	своего рода	9	13
5	то же	4	12
6	и не	14	11
7	как и	4	10
8	в том	14	10
9	и т.п	6	10
10	но и	15	10
11	тогда как	15	9
12	в этом	13	9
13	состоит в	12	9
14	в то	5	9
15	в мире	4	9
16	же время	3	9
17	не может	8	9
18	такого рода	12	9
19	не только	26	8
20	хх века	2	8
21	и даже	3	8
22	с другой	5	8
23	слова и	1	7
24	том что	13	7
25	так и	9	7
26	и т.д	4	7
27	с одной	5	7
28	я в	5	7
29	то что	8	7
30	в себе	8	6
31	при этом	14	6
32	[] в	1	6
33	однако в	2	6
34	не менее	4	6
35	себя в	2	6
36	одной стороны	5	6
37	я не	5	5
38	столь же	2	5
39	но не	3	5
40	конечном счете	3	5
41	в принципе	2	5
42	он не	5	5
43	одна из	3	5
44	в конечном	3	5
45	в качестве	14	5
46	у нас	2	5
47	на фоне	2	5
48	то есть	9	5
49	того что	6	5
50	вместе с	1	5
51	мы не	2	4
52	того же	1	4
53	по отношению	5	4
54	так что	1	4
55	отнюдь не	4	4
56	в рамках	6	4
57	едва ли	3	4
58	для него	4	4
59	точки зрения	5	4
60	не в	8	4
61	в области	2	4
62	ли не	1	4
63	в ней	2	4
64	еще в	1	4
65	тех кто	1	4
66	доктора живаго	1	4
67	в его	6	4
68	один из	3	4
69	не случайно	2	4
70	каждый из	1	4
71	тем что	1	4
72	прежде всего	6	4
73	в частности	11	4
74	жизни в	6	4
75	жизни и	4	4
76	что в	4	4
77	одним из	1	3
78	тем же	1	3
79	и он	2	3
80	я на	1	3
81	во всех	1	3
82	как правило	3	3
83	как к	3	3
84	поскольку в	1	3
85	в этой	4	3
86	то и	3	3
87	в нем	5	3
88	в глазах	4	3
89	я все	1	3
90	с точки	2	3
91	тем самым	5	3
92	вплоть до	1	3
93	не столько	5	3
94	никогда не	6	3
95	ничего не	6	3
96	сознания в	1	3
97	и его	3	3
98	личности в	2	3
99	данном случае	6	3
100	в себя	4	3
101	всей своей	2	3
102	не с	1	3
103	и с	1	3
104	быть может	2	3
105	коммуникативное событие	6	3
106	отдельной личности	1	3
107	в другом	4	3
108	всего лишь	6	3
109	другого в	1	3
110	но с	1	3
111	а в	9	3
112	себе и	2	3
113	этом отношении	3	3
114	следует признать	4	3
115	со стороны	6	3
116	в равной	2	3
117	в разговоре	1	3
118	в данном	10	3
119	а именно	1	3
120	но это	2	3
121	в культуре	2	3
122	в начале	2	3
123	и для	3	3
124	и как	1	3
125	что он	5	3
126	о себе	1	3
127	отношению к	5	3
128	как на	2	3
129	и т	2	2
130	же как	2	2
131	е годы	1	2
132	в ситуации	1	2
133	являет собой	1	2
134	той же	2	2
135	это прежде	1	2
136	на себя	1	2
137	с ее	1	2
138	в каждой	2	2
139	к своему	2	2
140	прошлого не	1	2
141	очевидно что	1	2
142	в е	1	2
143	без другого	1	2
144	все же	6	2
145	как уже	2	2
146	и наконец	1	2
147	и к	6	2
148	но в	6	2
149	то в	1	2
150	со своей	2	2
151	в целом	3	2
152	представляет собой	16	2
153	в нашем	2	2
154	жизнь есть	1	2
155	как он	2	2
156	о которой	3	2
157	и сам	3	2
158	на жизнь	1	2
159	подобно тому	2	2
160	на этом	1	2
161	не бывает	1	2
162	и иных	1	2
163	художественного письма	2	2
164	однако его	1	2
165	в жизни	6	2
166	но уже	1	2
167	соответствии с	3	2
168	с этой	3	2
169	превращаясь в	1	2
170	как бы	6	2
171	в такой	1	2
172	и без	1	2
173	и читателя	2	2
174	не к	4	2
175	мысли и	1	2
176	что я	3	2
177	случае это	1	2
178	по преимуществу	1	2
179	что было	1	2
180	тем не	5	2
181	сердца и	1	2
182	из нас	1	2
183	не по	1	2
184	в основе	1	2
185	жизни на	2	2
186	с читателем	1	2
187	не вполне	2	2
188	бытия не	1	2
189	восходит к	2	2
190	для того	1	2
191	тот кому	1	2
192	для себя	3	2
193	в виду	1	2
194	не могу	2	2
195	в ее	4	2
196	коммуникативного события	8	2
197	еще не	2	2
198	о том	5	2
199	картина мира	8	2
200	и что	2	2
201	для нас	2	2
202	а также	6	2
203	а потому	1	2
204	в него	2	2
205	было бы	2	2
206	могло бы	2	2
207	одной из	1	2
208	в какой	4	2
209	к адресату	2	2
210	потому что	2	2
211	уже не	4	2
212	с другим	2	2
213	свидетельствует о	4	2
214	одно из	2	2
215	равной степени	2	2
216	в одном	1	2
217	т п	2	2
218	в конце	4	2
219	что и	2	2
220	вовсе не	2	2
221	граница между	1	2
222	при всей	4	2
223	у него	6	2
224	как раз	3	2
225	я вижу	1	2
226	способ существования	1	2
227	где в	1	2
228	наконец в	1	2
229	что не	1	2
230	мира в	4	2
231	не видит	1	2
232	как это	4	2
233	жизни а	1	2
234	к жизни	1	2
235	тому как	2	2
236	на свете	1	2
237	и нет	1	2
238	не является	4	2
239	в результате	2	2
240	а к	3	2
241	хотя бы	2	2
242	с ним	4	2
243	же в	4	2
244	смыкается с	1	2
245	первый раз	1	2
246	не знает	1	2
247	присутствия в	2	2
248	героя в	6	2
249	себе не	1	2
250	разговоре с	2	2
251	в своих	2	2
252	путь не	1	2
253	все что	4	2
254	и вновь	2	2
255	этом свете	1	1
256	эта новая	1	1
257	исходит от	1	1
258	отношения к	1	1
259	в движение	1	1
260	начинается с	1	1
261	которого в	1	1
262	это и	1	1
263	случайно в	2	1
264	перед читателем	1	1
265	я напротив	1	1
266	перед лицом	1	1
267	здесь и	1	1
268	от самого	1	1
269	от своей	1	1
270	отношения между	2	1
271	в строгом	2	1
272	смерть в	1	1
273	прошлое и	1	1
274	должна быть	2	1
275	ему принадлежат	1	1
276	угла зрения	2	1
277	мы имеем	3	1
278	как мы	1	1
279	весьма значимая	1	1
280	сведена к	1	1
281	следует вести	2	1
282	исследования в	1	1
283	а для	1	1
284	ему в	2	1
285	в будущем	2	1
286	но напротив	1	1
287	в причастности	1	1
288	первого и	1	1
289	пребывания в	3	1
290	субъектов жизни	2	1
291	не от	1	1
292	прошлого опыта	2	1
293	он сам	2	1
294	видения жизни	1	1
295	и личность	2	1
296	в чем	2	1
297	истории в	4	1
298	на своих	1	1
299	самом деле	3	1
300	принадлежит не	2	1
301	внутреннего пространства	1	1
302	свою жизнь	1	1
303	сознания не	1	1
304	в новом	1	1
305	отличие от	5	1
306	во взгляде	1	1
307	за пределы	1	1
308	общий знаменатель	1	1
309	своей единственной	1	1
310	относится к	1	1
311	это мир	1	1
312	в произведениях	3	1
313	более чем	2	1
314	вследствие чего	1	1
315	как в	5	1
316	данный момент	1	1
317	стороны и	1	1
318	о жизни	4	1
319	этой точки	1	1
320	есть в	1	1
321	позиция субъекта	1	1
322	однако не	2	1
323	когда он	1	1
324	я к	1	1
325	и своего	1	1
326	в действительности	1	1
327	не наиболее	1	1
328	личности а	1	1
329	в концовке	2	1
330	креативного и	1	1
331	за собой	1	1
332	для которого	1	1
333	в самом	2	1
334	героя и	2	1
335	в литературном	1	1
336	что это	4	1
337	все эти	3	1
338	и пространства	2	1
339	приобретает характер	1	1
340	этот финальный	1	1
341	в известном	3	1
342	рассказ о	1	1
343	особое место	3	1
344	но он	2	1
345	было видно	2	1
346	на то	2	1
347	в случае	2	1
348	например как	1	1
349	ценностным центром	1	1
350	не следует	3	1
351	никак не	3	1
352	внутренний мир	1	1
353	что ни	1	1
354	и по	3	1
355	обстоит дело	1	1
356	без исключения	1	1
357	например мы	3	1
358	таким образом	5	1
359	здесь мы	1	1
360	это позиция	1	1
361	себя мы	1	1
362	случае следует	1	1
363	со всеми	2	1
364	только не	2	1
365	жизни для	1	1
366	его не	1	1
367	по выражению	1	1
368	на протяжении	5	1
369	это не	3	1
370	это свидетельствует	1	1
371	растворяется в	1	1
372	всю свою	1	1
373	характер не	1	1
374	практически не	1	1
375	по мысли	5	1
376	должен был	2	1
377	отсюда столь	1	1
378	поведения и	1	1
379	системой ценностей	1	1
380	было тут	1	1
381	далеко не	5	1
382	всю жизнь	1	1
383	в слове	3	1
384	и читателем	1	1
385	полноценным участником	1	1
386	ведет к	2	1
387	иначе говоря	7	1
388	в этих	1	1
389	это единственный	1	1
390	ему как	1	1
391	от первой	1	1
392	в своей	4	1
393	знает и	1	1
394	теперь эта	1	1
395	место в	5	1
396	свою художественную	1	1
397	в отличие	5	1
398	от себя	1	1
399	от его	2	1
400	я субъекта	1	1
401	от классической	1	1
402	их в	1	1
403	этих и	1	1
404	тому что	3	1
405	мира выступает	1	1
406	современного человека	1	1
407	что есть	1	1
408	в отношении	1	1
409	но они	1	1
410	не имеет	2	1
411	которое легко	1	1
412	и притом	1	1
413	писал бахтин	1	1
414	не могло	2	1
415	того и	1	1
416	имеем дело	2	1
417	до их	1	1
418	неприемлемый для	1	1
419	пути и	1	1
420	в.т в	1	1
421	по своей	3	1
422	у кого	1	1
423	есть не	1	1
424	и теперь	1	1
425	со своим	2	1
426	связи с	1	1
427	в сознании	2	1
428	в новейшей	2	1
429	для другого	1	1
430	самоопределение личности	1	1
431	мы и	1	1
432	а мы	1	1
433	читателя перед	1	1
434	свое собственное	1	1
435	самоактуализация личности	1	1
436	которых он	1	1
437	все то	2	1
438	не могут	1	1
439	и вполне	1	1
440	в любви	1	1
441	сознаний и	1	1
442	в других	2	1
443	же самое	1	1
444	приобщения к	1	1
445	торжество над	1	1
446	к тому	9	1
447	как для	1	1
448	с кем	1	1
449	которым в	1	1
450	вовлечен в	1	1
451	именно таким	1	1
452	духовное содержание	1	1
453	рецептивного сознаний	1	1
454	и о	1	1
455	более не	1	1
456	но по	1	1
457	того чтобы	3	1
458	здесь не	2	1
459	события как	1	1
460	как по	3	1
461	между писателем	1	1
462	по сути	1	1
463	мысль о	2	1
464	классического реализма	2	1
465	приводит к	1	1
466	на свой	2	1
467	личного бытия	2	1
468	читателя в	4	1
469	на том	3	1
470	и когда	3	1
471	можно было	2	1
472	на нее	1	1
473	на преодоление	1	1
474	с позиций	1	1
475	каждого из	1	1
476	во второй	2	1
477	жизнь и	1	1
478	и внешней	1	1
479	в таком	3	1
480	покоя и	1	1
481	общения в	1	1
482	сводится к	9	1
483	вполне закономерно	1	1
484	произведения как	1	1
485	вот и	1	1
486	вненаходимости относительно	1	1
487	но мы	1	1
488	словесного творчества	1	1
489	на что	1	1
490	можно сказать	6	1
491	основе своей	1	1
492	своей субъективности	1	1
493	другого сознания	2	1
494	мыслит себя	1	1
495	времени в	1	1
496	всегда может	1	1
497	грань между	1	1
498	я а	1	1
499	собственной жизни	2	1
500	открывая перед	1	1
501	социальной адаптации	1	1
502	у костра	1	1
503	читателя и	1	1
504	иного рода	2	1
505	бы в	2	1
506	время здесь	1	1
507	именно она	1	1
508	чем и	1	1
509	поскольку как	1	1
510	ибо жизнь	1	1
511	понимаемой как	1	1
512	в литературе	4	1
513	высказывание в	1	1
514	представлений об	1	1
515	такая же	1	1
516	что только	1	1
517	но зато	2	1
518	дело с	2	1
519	субъекта в	1	1
520	[] по	1	1
521	простой и	1	1
522	всей жизни	1	1
523	но то	1	1
524	меня самого	1	1
525	жизни []	1	1
526	я мы	1	1
527	этой системе	1	1
528	не можем	1	1
529	только на	2	1
530	в итоге	3	1
531	и постоянство	1	1
532	за пределами	3	1
533	первого лица	3	1
534	не все	2	1
535	еще одной	1	1
536	а то	2	1
537	ответ на	5	1
538	мир в	1	1
539	от читателя	1	1
540	так о	1	1
541	в прозе	1	1
542	не для	1	1
543	начала жизни	1	1
544	человеческого присутствия	1	1
545	читателем в	2	1
546	хх столетия	1	1
547	к цели	1	1
548	собственного я	2	1
549	как было	2	1
550	во всей	1	1
551	к той	1	1
552	художественный текст	1	1
553	и напротив	1	1
554	лишь для	1	1
555	в финале	1	1
556	он нам	1	1
557	или иной	3	1
558	в данный	1	1
559	границу между	1	1
560	как сам	1	1
561	как у	4	1
562	что человек	1	1
563	не просто	1	1
564	именно в	2	1
565	оказывается и	1	1
566	к которому	2	1
567	я был	1	1
568	содержание своего	1	1
569	в психологии	1	1
570	как же	1	1
571	а с	2	1
572	героя о	1	1
573	из таких	1	1
574	по всей	1	1
575	например о	1	1
576	в романе	1	1
577	говорит о	2	1
578	к человеку	1	1
579	в соответствии	3	1
580	только по	2	1
581	кто не	1	1
582	воспринимающего сознания	1	1
583	более того	1	1
584	что находится	1	1
585	однако и	1	1
586	человек в	3	1
587	все время	1	1
588	своего я	2	1
589	когда же	2	1
590	не всегда	1	1
591	что мы	1	1
592	которой он	3	1
593	художественного целого	1	1
594	второго лица	2	1
595	весть о	1	1
596	так же	2	1
597	который бы	1	1
598	и потому	1	1
599	характера и	3	1
600	ориентирована на	1	1
601	в столь	1	1
602	он говорит	1	1
603	на рубеже	1	1
604	пушкина как	1	1
605	наряду с	1	1
606	истинный адресат	1	1
607	что же	1	1
608	конвергенции схождения	1	1
609	вести о	1	1
610	в развитии	1	1
611	в тексте	8	1
612	дискурса в	2	1
