N	3gram	Tiupa_Narr_2	Istorich
1	с одной стороны	5	7
2	в том что	8	5
3	до сих пор	1	4
4	здесь мы имеем	1	4
5	не только в	6	4
6	о том что	4	4
7	на том свете	2	4
8	в данном случае	6	3
9	то время как	1	3
10	в то время	1	3
11	не может быть	2	3
12	но и в	2	2
13	точно так же	2	2
14	не могло быть	1	2
15	во всяком случае	1	2
16	по отношению к	5	2
17	можно было бы	1	2
18	на том что	1	1
19	что иное как	1	1
20	при встрече с	3	1
21	в обоих случаях	1	1
22	что с ним	1	1
23	более или менее	1	1
24	в которых он	1	1
25	долго не может	1	1
26	одной стороны и	1	1
27	никогда не будет	1	1
28	в частности в	1	1
29	и не может	2	1
30	в таком случае	1	1
31	в зависимости от	1	1
32	что все эти	1	1
33	по аналогии с	1	1
34	с ним происходит	1	1
35	если бы она	1	1
36	на этот вопрос	1	1
37	на первый взгляд	1	1
38	видит в нем	1	1
39	с этой точки	1	1
40	же в своих	1	1
41	об этом будет	1	1
42	на него и	1	1
43	так же как	2	1
44	в противоречие с	1	1
45	это прежде всего	1	1
46	в одном тексте	1	1
47	но при этом	3	1
48	а также и	1	1
49	в нем своего	1	1
50	а с другой	1	1
51	так или иначе	1	1
52	в этом направлении	1	1
53	что у него	1	1
54	как бы в	2	1
55	в том смысле	1	1
56	и когда он	1	1
57	этой точки зрения	1	1
58	есть не что	1	1
59	не означает что	1	1
60	так и в	1	1
61	жизнью и смертью	1	1
62	что в ней	1	1
63	и тем самым	2	1
64	подобно тому как	2	1
65	от солнца и	1	1
66	с этой стороны	1	1
67	можно сказать что	3	1
68	не что иное	1	1
69	и деревья и	1	1
70	и небо и	1	1
71	но в целом	1	1
72	тем не менее	4	1
73	для того чтобы	1	1
74	здесь не в	1	1
75	в стране мертвых	1	1
76	этот не может	1	1
