N	3gram	Tiupa_Lite_2	TeoriaLi
1	по отношению к	3	8
2	в отличие от	1	7
3	я в мире	1	7
4	в том что	5	6
5	то же время	9	6
6	в то же	9	6
7	присутствия в мире	2	5
8	в данном случае	3	5
9	состоит в том	4	4
10	в конечном счете	5	4
11	с другой стороны	4	3
12	тем не менее	2	3
13	читателя зрителя слушателя	1	3
14	в свою очередь	1	3
15	той или иной	1	3
16	в сочетании с	1	2
17	в данный момент	1	2
18	мы имеем дело	1	2
19	в русской поэзии	1	2
20	в соответствии с	1	2
21	с точки зрения	3	2
22	в самом начале	1	2
23	с одной стороны	6	2
24	и то же	2	2
25	в равной степени	2	2
26	а с другой	1	2
27	в нашем случае	1	2
28	внутренней и внешней	1	2
29	одно и то	2	2
30	не только не	1	2
31	в русской литературе	2	2
32	в этой системе	1	2
33	тех или иных	1	2
34	не может быть	7	2
35	себя в другом	1	1
36	и в сущности	1	1
37	том что в	1	1
38	и трагическое есть	1	1
39	и без остатка	1	1
40	какое-то утверждение о	1	1
41	на первом слоге	1	1
42	в е годы	2	1
43	отдельные слова не	1	1
44	и рецептивного сознаний	1	1
45	это точка безумия	1	1
46	этой точки зрения	1	1
47	в хх веке	4	1
48	а не с	1	1
49	могут служить также	1	1
50	пребывания в мире	1	1
51	трагическое есть рассказ	1	1
52	всеохватывающей своей широте	1	1
53	подобно тому как	2	1
54	в другом стихотворении	1	1
55	в том числе	2	1
56	в этом случае	2	1
57	объект эстетического отношения	1	1
58	в целом ряде	1	1
59	и в то	1	1
60	креативного и рецептивного	1	1
61	что он не	1	1
62	роли ценностного центра	1	1
63	своей широте на	1	1
64	жизни по всеохватывающей	1	1
65	бы то ни	1	1
66	только то что	1	1
67	в области искусства	2	1
68	из того что	1	1
69	состоит не в	1	1
70	том числе и	1	1
71	именно в нем	1	1
72	я из картины	1	1
73	широте на отдельные	1	1
74	в основе своей	1	1
75	во всей своей	1	1
76	по крайней мере	2	1
77	я на фоне	1	1
78	никогда не бывает	1	1
79	есть рассказ о	1	1
80	быть это точка	1	1
81	блудный сын и	1	1
82	едва ли не	4	1
83	по всеохватывающей своей	1	1
84	в своего рода	1	1
85	о жизни по	1	1
86	эстетическая ситуация художественного	1	1
87	то ни было	1	1
88	в роли ценностного	1	1
89	на поле куликовом	1	1
90	рассказ о счастье	1	1
91	в себя и	1	1
92	слова не разложимое	1	1
93	не более чем	1	1
94	и в пределах	1	1
95	характеристике с.с аверинцева	1	1
96	не могут быть	1	1
97	имеем дело с	1	1
98	художественного мышления и	1	1
99	исходит из того	1	1
100	своей полноте и	1	1
101	себе а в	1	1
102	а в том	1	1
103	не менее чем	1	1
104	всей своей полноте	1	1
105	числе и трагическое	1	1
106	искусство в том	1	1
107	оказывается всего лишь	1	1
108	именовал веком героев	1	1
109	гегель именовал веком	1	1
110	с этой точки	1	1
111	может быть это	1	1
112	имея в виду	1	1
113	о том что	2	1
114	и прежде всего	1	1
115	автора с читателем	1	1
116	о счастье существования	1	1
117	ни к какой	1	1
118	гумилева блудный сын	1	1
119	в сравнении с	2	1
120	для того чтобы	1	1
121	о мире и	1	1
122	утверждение о жизни	1	1
123	в его лице	2	1
124	на отдельные слова	1	1
125	мастер и маргарита	1	1
126	принципиальное различие между	1	1
