N	3gram	Vygotskiy__2	DiskursI
1	в том что	17	13
2	с одной стороны	1	9
3	о том что	4	5
4	в отличие от	1	4
5	то же время	2	4
6	но при этом	1	3
7	а с другой	1	3
8	не в том	2	3
9	не может быть	8	3
10	в свою очередь	2	3
11	с другой стороны	2	3
12	в то же	2	3
13	по себе не	1	2
14	что же касается	1	2
15	и того же	1	2
16	том что в	2	2
17	подобно тому как	2	2
18	то же самое	6	2
19	сами по себе	3	2
20	в основе своей	1	2
21	по крайней мере	1	2
22	а не только	1	2
23	в данном случае	4	2
24	в том чтобы	3	2
25	состоит в том	2	2
26	не более чем	1	2
27	едва ли не	1	2
28	может быть определена	1	2
29	более или менее	1	2
30	можно сказать что	1	2
31	только в том	4	2
32	одного и того	1	2
33	то все же	1	1
34	и может быть	1	1
35	в этом случае	1	1
36	и даже к	1	1
37	при всем желании	1	1
38	а потому и	1	1
39	на самом деле	5	1
40	чувства как бы	1	1
41	и даже не	1	1
42	в этом смысле	1	1
43	может быть признано	1	1
44	при этом как	2	1
45	свидетельствует о том	1	1
46	о том как	1	1
47	он не может	2	1
48	с точки зрения	10	1
49	и должны быть	1	1
50	до сих пор	5	1
51	и не может	2	1
52	том случае если	4	1
53	сам по себе	4	1
54	что он не	2	1
55	случае если оно	1	1
56	только то что	1	1
57	в таком случае	1	1
58	что в них	1	1
59	в противном случае	1	1
60	вместе с тем	1	1
61	одно и то	1	1
62	только потому что	2	1
63	не согласиться с	1	1
64	одного сознания к	1	1
65	то что и	1	1
66	дело не с	1	1
67	и в том	2	1
68	между тем столь	1	1
69	именно в этой	1	1
70	могут возникать и	1	1
71	дело с двумя	1	1
72	как будто бы	1	1
73	они принадлежат к	1	1
74	в том случае	4	1
75	имеем дело с	1	1
76	потому что в	1	1
77	аналогично тому как	1	1
78	каждый из них	2	1
79	как отмечал еще	1	1
80	одни и те	2	1
81	в связи с	1	1
82	а не как	1	1
83	том что он	3	1
84	к той же	1	1
85	за тридевять земель	1	1
86	во всяком случае	2	1
87	что далеко не	1	1
88	в свое время	1	1
89	до наших дней	1	1
90	того или иного	2	1
91	в этом отношении	5	1
92	могут быть обнаружены	1	1
93	к тому или	1	1
94	на этом основании	1	1
95	с самого начала	1	1
96	легко заметить что	1	1
97	в конечном счете	3	1
98	и те же	2	1
99	сознания к другому	1	1
100	же самое можно	1	1
101	при этом он	1	1
102	к одному и	1	1
103	заключается в том	10	1
104	несмотря на все	3	1
105	тому или иному	2	1
106	образом свидетельствует о	1	1
107	на то что	6	1
108	может и не	1	1
109	по аналогии с	1	1
110	к разного рода	1	1
111	в другом случае	1	1
112	от одного сознания	1	1
113	и то же	1	1
114	в том и	2	1
115	тем не менее	4	1
116	то что они	1	1
117	как и в	2	1
118	что не только	1	1
