N	2gram	Potebnia_M_1	Vladivir
1	и в	39	31
2	не только	21	24
3	но и	20	19
4	то что	10	18
5	и не	18	17
6	и даже	4	15
7	у него	1	15
8	в этом	15	14
9	том что	16	14
10	и с	3	14
11	что в	22	14
12	там же	9	13
13	но в	9	12
14	в его	5	12
15	что он	1	12
16	по поводу	3	12
17	с его	1	11
18	же с	7	11
19	о том	2	11
20	в том	26	11
21	между прочим	2	11
22	потому что	52	11
23	и то	3	10
24	он не	3	10
25	так что	16	10
26	как мы	2	9
27	никогда не	4	9
28	только в	25	9
29	даже и	2	9
30	с а	2	9
31	в течение	2	9
32	а в	5	9
33	и по	6	8
34	в то	4	8
35	в письме	1	8
36	так как	21	8
37	и его	5	7
38	для него	4	7
39	о нем	1	7
40	уже в	1	7
41	еще и	1	7
42	сказать что	3	7
43	того же	3	6
44	то же	6	6
45	не без	1	6
46	то он	2	6
47	это было	1	6
48	в котором	1	6
49	у нас	2	6
50	так и	13	6
51	и что	10	6
52	может быть	27	6
53	на этот	2	6
54	и потому	5	6
55	не может	22	6
56	к этому	1	6
57	но как	3	5
58	когда он	1	5
59	на то	2	5
60	и если	2	5
61	не в	15	5
62	что и	6	5
63	вовсе не	5	5
64	но он	2	5
65	не было	4	5
66	что же	2	5
67	все это	1	5
68	видно что	2	5
69	и от	3	5
70	с ним	3	5
71	жизни и	2	5
72	в своих	4	5
73	из его	1	4
74	что его	1	4
75	в этой	3	4
76	в истории	7	4
77	в своем	3	4
78	хотя и	3	4
79	и как	6	4
80	говорит что	1	4
81	в которой	2	4
82	в нашем	1	4
83	в себе	13	4
84	как он	1	4
85	в нем	20	4
86	что у	1	4
87	этом смысле	4	4
88	как и	9	4
89	несмотря на	5	4
90	еще в	1	4
91	в своей	3	4
92	мысли и	9	4
93	и вообще	3	4
94	дело в	2	4
95	в нас	7	4
96	же время	4	4
97	к ней	2	4
98	во всем	4	4
99	да и	1	4
100	никак не	2	4
101	к нему	1	4
102	по своей	1	4
103	один из	1	4
104	себя в	1	4
105	и теперь	1	4
106	что для	3	4
107	и все	3	4
108	такого рода	1	4
109	для нас	9	4
110	с в	5	3
111	на себя	1	3
112	и на	1	3
113	то мы	2	3
114	но не	8	3
115	за пределы	2	3
116	что они	1	3
117	как в	10	3
118	все же	6	3
119	более или	1	3
120	в целом	2	3
121	он в	1	3
122	все эти	1	3
123	что к	2	3
124	но на	2	3
125	едва ли	1	3
126	на его	1	3
127	то есть	42	3
128	со своими	1	3
129	не мог	3	3
130	или менее	1	3
131	во время	1	3
132	взгляд на	2	3
133	что касается	1	3
134	на свою	1	3
135	но это	5	3
136	что этот	1	3
137	в отношении	1	3
138	в науке	1	3
139	и притом	4	3
140	на него	3	3
141	но только	1	3
142	и всегда	2	3
143	ничего не	1	3
144	таким образом	13	3
145	к тому	4	3
146	в жизни	3	3
147	здесь не	1	3
148	это была	1	3
149	мы увидим	3	3
150	уже не	2	3
151	только на	3	3
152	в виде	1	3
153	с этими	1	3
154	но что	1	3
155	с другой	7	3
156	только к	1	3
157	под влиянием	2	3
158	если не	2	3
159	в связи	1	3
160	вместе с	8	3
161	в начале	2	3
162	на одной	1	3
163	собственно говоря	1	3
164	другой стороны	5	3
165	и т	6	2
166	одним из	2	2
167	по его	7	2
168	той же	3	2
169	этом не	1	2
170	в полной	1	2
171	хотя бы	2	2
172	ему в	1	2
173	еще не	6	2
174	в чем	1	2
175	мы будем	2	2
176	ответ на	1	2
177	его на	2	2
178	некоторое время	1	2
179	его к	2	2
180	из этих	4	2
181	но его	1	2
182	что она	1	2
183	при этом	6	2
184	т д	4	2
185	на этом	1	2
186	так например	3	2
187	от нее	6	2
188	что все	3	2
189	лишь в	1	2
190	было бы	12	2
191	известно что	2	2
192	в свой	1	2
193	ни в	1	2
194	в них	3	2
195	были в	1	2
196	на основании	2	2
197	с тем	5	2
198	можно считать	1	2
199	нее в	1	2
200	точки зрения	8	2
201	что такое	1	2
202	что я	1	2
203	выше мы	1	2
204	тем не	6	2
205	что сам	3	2
206	для нее	2	2
207	даже в	1	2
208	не менее	6	2
209	тем самым	4	2
210	что с	1	2
211	не по	4	2
212	которого он	1	2
213	с и	3	2
214	того чтобы	2	2
215	наука и	1	2
216	именно с	1	2
217	и весь	1	2
218	уже и	1	2
219	что на	6	2
220	в каком	6	2
221	со стороны	8	2
222	указывает на	1	2
223	для того	3	2
224	на это	1	2
225	где он	1	2
226	для себя	3	2
227	и о	2	2
228	то время	1	2
229	не столько	1	2
230	из воспоминаний	1	2
231	то как	1	2
232	что дело	1	2
233	о котором	3	2
234	и постоянно	1	2
235	образом в	1	2
236	воли и	1	2
237	на все	2	2
238	на что	2	2
239	в вопросах	1	2
240	которой мы	1	2
