N	3gram	Vinokur_St_1	Dialekti
1	и т д	21	15
2	с точки зрения	8	9
3	в том что	17	9
4	по крайней мере	2	7
5	не может быть	5	6
6	то же время	4	6
7	в то же	4	6
8	для того чтобы	10	5
9	в этом смысле	1	4
10	не в том	2	4
11	в результате которой	1	4
12	ни в каком	1	4
13	не говоря уже	1	3
14	выйти за пределы	1	3
15	т д и	2	3
16	говоря уже о	1	3
17	то или иное	3	3
18	того что именно	1	3
19	и в этом	3	3
20	на то что	4	3
21	я думаю что	4	2
22	одних и тех	1	2
23	имеет ничего общего	2	2
24	т е не	1	2
25	о том как	1	2
26	и в то	1	2
27	хотя бы и	2	2
28	точно так же	1	2
29	и тех же	1	2
30	ту или иную	1	2
31	д и т	1	2
32	уже о том	1	2
33	т е в	2	2
34	ничего общего с	3	2
35	но в то	2	2
36	вовсе не в	2	2
37	не имеет ничего	2	2
38	тем не менее	2	2
39	в каком же	1	1
40	крайней мере он	1	1
41	не может не	1	1
42	в обоих случаях	1	1
43	оно отличается от	1	1
44	о том кто	1	1
45	сказать что в	3	1
46	говорю уже о	2	1
47	мы имеем дело	1	1
48	дело в том	4	1
49	а не в	1	1
50	что это не	2	1
51	и даже не	2	1
52	можно только при	1	1
53	всей его жизни	1	1
54	должно было бы	1	1
55	говорить как о	1	1
56	же как и	1	1
57	очень и очень	1	1
58	в которой можно	1	1
59	что с точки	1	1
60	в лучшем случае	1	1
61	в зависимости от	1	1
62	кем и неизвестно	1	1
63	в той же	2	1
64	также и то	1	1
65	т д но	4	1
66	выше я уже	1	1
67	но я не	1	1
68	в каждый отдельный	1	1
69	и не в	1	1
70	и вовсе не	1	1
71	в том случае	1	1
72	некоторые из них	1	1
73	и то что	2	1
74	не говорю уже	2	1
75	в это время	1	1
76	а не иной	1	1
77	думаю что это	1	1
78	что то что	1	1
79	содержит в себе	1	1
80	в данном случае	6	1
81	если бы мы	2	1
82	не только в	4	1
83	каждый отдельный момент	1	1
84	в каком случае	1	1
85	в конце концов	1	1
86	никаких сомнений в	1	1
87	это можно сделать	1	1
88	то тем самым	1	1
89	как и вообще	1	1
90	то что было	1	1
91	так или иначе	2	1
92	я не могу	1	1
93	что это можно	1	1
94	лежащий в основе	1	1
95	то обстоятельство что	2	1
96	в этом случае	2	1
97	о том что	11	1
98	хотя бы в	1	1
99	как бы ни	1	1
100	и не может	1	1
101	ни о каком	1	1
102	вопрос о том	2	1
103	и во всякой	1	1
104	в данном пункте	1	1
105	речь идет о	2	1
106	может быть иначе	1	1
107	но все же	3	1
108	ни в чем	1	1
109	нужно сказать что	4	1
110	лишь в виде	1	1
111	с другой стороны	6	1
112	друг от друга	1	1
113	сказать что этот	1	1
114	я приведу только	1	1
115	гораздо ближе к	1	1
116	после того как	1	1
117	но это не	1	1
118	но дело в	1	1
119	не значит что	3	1
120	и не имеет	1	1
121	заключается вовсе не	1	1
122	но также и	4	1
123	т д как	1	1
124	никогда и не	1	1
125	т д в	1	1
126	неизвестно кем и	2	1
127	той или иной	1	1
128	и в области	4	1
