N	3gram	Bakhtin_Fr_7	Myshleni
1	в том что	3	17
2	с самого начала	1	6
3	можно было бы	2	5
4	в связи с	1	5
5	мы уже говорили	3	5
6	во всяком случае	1	4
7	о том что	1	3
8	в этом отношении	2	3
9	то обстоятельство что	1	3
10	с тем что	1	3
11	как мы видели	4	3
12	имеет дело с	1	2
13	по отношению к	2	2
14	и в отношении	1	2
15	в этом смысле	1	2
16	с помощью которого	1	2
17	и в этом	1	2
18	на первый план	1	2
19	и благодаря этому	2	2
20	то что в	2	2
21	все же в	1	2
22	уже говорили что	1	2
23	и во всяком	1	2
24	так и в	3	2
25	в свою очередь	3	2
26	как мы уже	1	2
27	как и в	2	2
28	по своей природе	1	1
29	тот же что	1	1
30	не в состоянии	1	1
31	что иное как	1	1
32	своем учении о	1	1
33	новых и новых	1	1
34	более или менее	2	1
35	учении о природе	1	1
36	в том числе	4	1
37	то же самое	1	1
38	о том как	2	1
39	с точки зрения	3	1
40	о которой мы	1	1
41	как и все	1	1
42	сам по себе	1	1
43	является одним из	1	1
44	по аналогии с	1	1
45	том числе и	2	1
46	имеет в виду	1	1
47	за то что	3	1
48	в гораздо большей	1	1
49	том или ином	1	1
50	переходит в другое	1	1
51	как в его	1	1
52	одно от другого	1	1
53	и связанные с	1	1
54	в ряде других	1	1
55	же что и	2	1
56	со всеми его	1	1
57	в применении к	1	1
58	не что иное	1	1
59	в данном случае	1	1
60	некоторой своей части	1	1
61	не только в	1	1
62	в своем учении	1	1
63	мы не знаем	1	1
64	и в его	2	1
65	и все его	1	1
66	движение сверху вниз	2	1
67	в значительной степени	2	1
68	фазу своего развития	1	1
69	в некоторой своей	1	1
70	его к тому	1	1
71	вперед по пути	1	1
72	что вместе с	1	1
73	в связи со	1	1
74	как с помощью	1	1
75	но только в	1	1
76	и в том	1	1
77	с его помощью	1	1
78	есть не что	1	1
79	то мы увидим	1	1
80	что и у	2	1
81	этом отношении не	1	1
82	которого можно было	1	1
83	ничего общего с	1	1
84	того как он	2	1
85	и в самом	1	1
86	новой и высшей	2	1
87	выходит за пределы	1	1
88	друг от друга	1	1
89	и высшей ступени	2	1
90	по этому поводу	1	1
91	природе по своему	1	1
92	в последнем счете	1	1
93	в сущности как	1	1
94	здесь как и	1	1
95	мы увидим что	1	1
96	в конце концов	4	1
97	если мы внимательно	1	1
