N	2gram	Vygotskiy__2	Myshleni
1	речи и	1	30
2	в этом	13	29
3	точки зрения	17	28
4	и в	32	26
5	для себя	1	24
6	не только	12	24
7	то что	21	24
8	таким образом	21	23
9	с точки	10	21
10	того чтобы	14	19
11	для того	13	18
12	в том	37	18
13	и не	10	18
14	том что	21	17
15	потому что	21	16
16	для других	1	15
17	как и	10	15
18	как мы	1	14
19	того что	8	14
20	так как	12	14
21	так же	18	14
22	этом случае	1	14
23	с помощью	1	13
24	и его	7	12
25	вместе с	2	12
26	что в	20	12
27	в которой	2	11
28	речи но	1	11
29	только не	1	11
30	но и	10	11
31	не может	17	11
32	что они	7	10
33	в сущности	7	9
34	в самом	12	9
35	в себе	2	9
36	тому что	4	9
37	по сравнению	2	9
38	тем что	9	9
39	что мы	1	9
40	по своему	3	9
41	же как	4	8
42	то же	13	8
43	той же	8	8
44	что она	16	8
45	что он	13	8
46	только в	7	8
47	свое выражение	1	8
48	ребенка и	1	8
49	сравнению с	2	8
50	сказать что	7	8
51	тем самым	1	8
52	и то	3	7
53	мы не	3	7
54	и к	3	7
55	с самого	1	7
56	представление о	3	7
57	самого начала	1	7
58	к тому	7	7
59	может быть	18	7
60	прежде всего	1	7
61	речи с	2	7
62	самом деле	16	6
63	во всех	3	6
64	все же	4	6
65	что это	8	6
66	все эти	7	6
67	было бы	11	6
68	и тем	4	6
69	в ее	2	6
70	от социальной	1	6
71	что эта	1	6
72	в сознании	4	6
73	возникает из	1	6
74	мы могли	1	6
75	и что	22	6
76	заключается в	12	6
77	связь между	1	6
78	в какой	2	6
79	иначе как	1	6
80	именно в	1	6
81	а не	7	6
82	как бы	6	6
83	в смысле	3	6
84	мы должны	3	6
85	как на	5	6
86	все что	2	6
87	тем же	1	5
88	из всех	2	5
89	оба эти	2	5
90	оно есть	1	5
91	в целом	4	5
92	чем это	1	5
93	на нет	1	5
94	как говорит	3	5
95	что ребенок	2	5
96	могли бы	2	5
97	в силу	1	5
98	и с	4	5
99	и значение	1	5
100	нашего исследования	1	5
101	с тем	11	5
102	что этот	2	5
103	у нее	1	5
104	она не	2	5
105	что с	3	5
106	тогда когда	3	5
107	в процессе	2	5
108	же самое	6	5
109	данном случае	4	5
110	никак не	4	5
111	является в	1	5
112	если бы	6	5
113	в виду	3	5
114	на вопрос	2	5
115	можно сказать	1	5
116	и следовательно	2	5
117	как она	4	5
118	с одной	1	5
119	в качестве	1	5
120	на всем	1	5
121	если мы	12	5
122	и их	3	5
123	слова в	2	5
124	одной стороны	1	5
125	до конца	3	5
126	как это	4	5
127	в данном	4	5
128	с этой	4	5
129	и для	4	5
130	бы в	1	5
131	только что	1	5
132	показать что	5	4
133	едва ли	4	4
134	еще не	2	4
135	с другой	3	4
136	в нашем	1	4
137	если в	2	4
138	это и	1	4
139	как в	9	4
140	целый ряд	6	4
141	но в	3	4
142	нами в	1	4
143	ребенка с	1	4
144	на то	11	4
145	и во	1	4
146	чем в	1	4
147	в котором	1	4
148	не в	8	4
149	в той	1	4
150	не менее	8	4
151	не по	1	4
152	никогда не	9	4
153	учения о	2	4
154	связи с	1	4
155	в области	1	4
156	не могут	3	4
