N	2gram	Potebnia_M_3	Vladivir
1	и в	30	40
2	то что	18	28
3	не только	21	25
4	и не	15	25
5	у него	2	24
6	то есть	34	24
7	том что	18	18
8	в том	32	18
9	но и	19	18
10	еще и	1	18
11	что в	17	17
12	в этом	10	16
13	в его	4	14
14	так что	7	14
15	не может	6	14
16	в виде	2	13
17	точки зрения	2	13
18	вовсе не	7	13
19	только в	21	13
20	сказать что	5	12
21	едва ли	1	11
22	потому что	46	11
23	таким образом	14	11
24	о том	2	11
25	ни в	2	10
26	тем не	3	10
27	и его	4	10
28	то это	6	10
29	не есть	17	10
30	прежде всего	3	10
31	и потому	4	10
32	и то	8	9
33	уже не	6	9
34	что это	4	9
35	в себе	16	9
36	и с	2	9
37	в своей	2	9
38	не менее	5	9
39	есть только	5	9
40	что же	2	9
41	как мы	7	8
42	в своем	5	8
43	в этой	2	8
44	он не	4	8
45	и что	10	8
46	раз и	1	8
47	для него	9	8
48	может быть	28	8
49	а не	15	8
50	так же	3	8
51	а только	3	7
52	же с	6	7
53	хотя и	1	7
54	и как	5	7
55	и если	2	7
56	что все	3	7
57	с тем	7	7
58	как и	10	7
59	несмотря на	2	7
60	в то	10	7
61	мы бы	1	7
62	там же	6	7
63	что и	13	7
64	того что	18	7
65	так как	13	7
66	вместе с	12	7
67	к тому	7	7
68	а в	12	7
69	оно есть	3	6
70	и на	3	6
71	то в	1	6
72	не будет	3	6
73	с точки	1	6
74	по себе	16	6
75	в смысле	4	6
76	во всем	1	6
77	и это	4	6
78	и от	4	6
79	так и	11	6
80	об этом	2	6
81	и здесь	1	6
82	значит что	1	6
83	и даже	2	6
84	если не	4	6
85	да и	1	6
86	это значит	1	6
87	но это	6	6
88	отношения к	1	5
89	мы уже	2	5
90	в ней	8	5
91	совсем не	1	5
92	тут же	2	5
93	в истории	1	5
94	более или	3	5
95	все эти	1	5
96	тоже не	1	5
97	тому же	1	5
98	должно быть	5	5
99	или менее	3	5
100	но если	1	5
101	тем что	7	5
102	для нас	20	5
103	ничего не	1	5
104	ничего общего	2	5
105	для себя	3	5
106	с другой	7	5
107	что он	6	5
108	только на	3	5
109	в одном	2	5
110	не говорит	1	5
111	не было	4	5
112	в данном	1	5
113	между прочим	1	5
114	в самом	8	4
115	то же	23	4
116	что если	1	4
117	и о	2	4
118	вопрос о	1	4
119	еще не	5	4
120	но не	7	4
121	то он	2	4
122	все же	2	4
123	но в	1	4
124	на то	2	4
125	было бы	9	4
126	в котором	4	4
127	даже в	2	4
128	тому что	3	4
129	не имеет	6	4
130	в каком	5	4
131	только при	2	4
132	то время	4	4
133	в глаза	1	4
134	не с	1	4
135	мог бы	1	4
136	никак не	3	4
137	если мы	1	4
138	при помощи	1	4
139	от того	8	4
140	а с	2	4
141	и все	3	4
142	него в	1	4
143	если оно	1	4
144	в результате	1	4
145	мы должны	4	4
146	есть и	1	4
147	точно так	12	4
148	на самом	1	3
149	на первом	1	3
150	с большим	1	3
151	здесь не	1	3
152	бы то	1	3
153	в чем	3	3
154	заметим что	1	3
155	не все	4	3
156	отличие от	1	3
157	за пределы	2	3
158	о необходимости	2	3
159	независимо от	5	3
160	перед нами	2	3
161	уже в	5	3
162	из этих	9	3
163	в нем	9	3
164	при этом	3	3
165	но все	2	3
166	том случае	1	3
167	свойств и	2	3
168	это было	3	3
169	это не	1	3
170	не прямо	1	3
171	далеко не	4	3
172	этого не	3	3
173	нисколько не	1	3
174	не столько	2	3
175	не в	15	3
176	что этот	1	3
177	если нет	1	3
178	что есть	2	3
179	того чтобы	3	3
180	и притом	2	3
181	сводится к	1	3
182	все то	1	3
183	отличается от	1	3
184	оно не	4	3
185	него как	1	3
186	в виду	1	3
187	с каким	2	3
188	жизнь и	1	3
189	если бы	12	3
190	и вообще	3	3
191	находится в	1	3
192	к нему	3	3
193	но нельзя	1	3
194	что бы	1	3
195	что здесь	1	3
196	как нечто	1	3
197	и тем	5	3
198	по этому	1	3
199	с одной	7	3
200	и чисто	1	3
201	ни с	1	3
202	мы знаем	1	3
203	был бы	2	3
204	само по	3	3
205	человека и	5	3
206	даже не	1	3
207	истина и	1	3
208	именно в	3	3
209	вещь и	1	3
210	как именно	1	3
211	мы видели	4	3
212	одной стороны	3	3
213	как бы	3	3
214	же самое	1	3
215	нельзя сказать	3	3
216	собственно говоря	2	3
217	или не	1	3
218	же в	2	3
219	ее в	1	3
220	и эта	1	3
221	как на	5	3
222	в таком	3	3
223	во всяком	1	3
224	сам по	5	2
225	не имел	1	2
226	по преимуществу	1	2
227	должна быть	1	2
228	с таким	2	2
229	по его	1	2
230	есть не	7	2
231	мы не	9	2
232	имеет свою	1	2
233	в сущности	1	2
234	время как	1	2
235	не вполне	1	2
236	при таких	2	2
237	он был	1	2
238	он сам	1	2
239	без которой	1	2
240	быть в	1	2
241	данном случае	1	2
242	а тем	2	2
243	но как	2	2
244	легко может	1	2
245	а и	4	2
246	себе и	1	2
247	этого последнего	2	2
248	в настоящем	1	2
249	которые не	1	2
250	общего с	1	2
251	с этим	6	2
252	что касается	1	2
253	и наконец	2	2
254	от этого	2	2
255	только то	1	2
256	в которой	3	2
257	в целом	3	2
258	так или	2	2
259	говорить с	1	2
260	иначе и	2	2
261	но на	1	2
262	что она	3	2
263	идеи и	2	2
264	не к	4	2
265	не как	2	2
266	в силу	3	2
267	и по	4	2
268	случае если	1	2
269	одно и	5	2
270	его произведения	1	2
271	об этой	1	2
272	те или	1	2
273	должен был	1	2
274	есть отрицание	1	2
275	в жизни	1	2
276	таком случае	2	2
277	с такой	1	2
278	на первый	1	2
279	в этих	1	2
280	к тем	2	2
281	что такая	1	2
282	в их	2	2
283	знаем что	1	2
284	признаков но	1	2
285	выше мы	2	2
286	и более	1	2
287	есть синтез	1	2
288	тем самым	7	2
289	о значении	1	2
290	что эта	2	2
291	она не	2	2
292	на него	3	2
293	но что	2	2
294	иметь в	2	2
295	но только	2	2
296	в разных	2	2
297	же время	5	2
298	связи с	2	2
299	здесь же	1	2
300	что на	1	2
301	может показаться	1	2
302	нет ни	2	2
303	не могут	5	2
304	можно думать	3	2
305	не существует	3	2
306	в мире	1	2
307	во многом	2	2
308	можно только	2	2
309	которая в	1	2
310	не меньше	1	2
311	больше чем	1	2
312	но мы	2	2
313	его в	3	2
314	видели выше	1	2
315	когда оно	1	2
316	бы в	2	2
317	бросается в	1	2
318	одной из	2	2
319	что даже	4	2
320	в какой	2	2
321	что а	2	2
322	он уже	1	2
323	который в	1	2
324	в обществе	1	2
325	не можем	3	2
326	то и	6	2
327	в начале	3	2
328	а то	1	2
329	из них	6	2
330	могло бы	1	2
331	друг друга	3	2
332	потому и	1	2
333	заметить что	3	2
334	и вместе	3	2
335	для того	4	2
336	со стороны	3	2
337	или иначе	1	2
338	который был	1	2
339	не на	1	2
340	то по	1	2
341	понятие о	2	2
342	что мы	8	2
343	но оно	6	2
344	не дается	4	2
345	к своему	2	2
346	самого себя	3	2
347	таких условиях	1	2
348	стороны и	1	2
349	для понимания	4	2
350	с этой	2	2
351	еще раз	2	2
352	как например	1	2
353	это последнее	2	2
354	в одно	3	2
355	не является	1	2
356	об отношении	4	2
357	то не	2	2
358	этом отношении	2	2
359	только что	8	2
360	другой стороны	4	2
361	но можно	1	2
362	того же	1	2
363	с его	1	2
364	же и	3	2
365	к этому	3	2
366	нельзя же	2	1
367	я и	3	1
368	а между	2	1
369	слова является	1	1
370	например в	6	1
371	в сфере	1	1
372	до него	1	1
373	чтобы не	1	1
374	мы здесь	1	1
375	себе путь	1	1
376	значении этого	1	1
377	только потому	3	1
378	тех же	1	1
379	это и	2	1
380	так у	2	1
381	и должны	1	1
382	и есть	3	1
383	что слово	7	1
384	от той	1	1
385	человеческой души	1	1
386	движением и	1	1
387	не принимая	1	1
388	из его	1	1
389	а об	1	1
390	из ничего	1	1
391	и конечно	1	1
392	признаки но	1	1
393	которую мы	1	1
394	та же	2	1
395	что многие	1	1
396	он как	2	1
397	от своих	4	1
398	есть нечто	4	1
399	только это	1	1
400	но она	1	1
401	принадлежит к	1	1
402	указывая на	1	1
403	с но	3	1
404	природы то	1	1
405	которое не	2	1
406	себе что	2	1
407	жизни это	1	1
408	мы ее	2	1
409	в каждой	4	1
410	есть вместе	2	1
411	и говорить	1	1
412	то конечно	1	1
413	и совсем	1	1
414	связи со	1	1
415	может осуществиться	1	1
416	во всех	1	1
417	такого что	1	1
418	сказать и	1	1
419	того чего	1	1
420	это бывает	1	1
421	стремится и	1	1
422	мысли если	2	1
423	значение не	3	1
424	следовательно все	1	1
425	если в	1	1
426	очевидно что	5	1
427	в новом	2	1
428	бытие этот	1	1
429	существование в	2	1
430	нет и	1	1
431	же раз	1	1
432	и чем	1	1
433	что они	2	1
434	сама по	2	1
435	один и	1	1
436	относится к	4	1
437	это одно	1	1
438	как в	10	1
439	себя можно	1	1
440	что действительно	1	1
441	в противном	1	1
442	теперь весьма	1	1
443	когда он	1	1
444	о высоком	1	1
445	не другим	2	1
446	что по	2	1
447	и словом	1	1
448	не делать	1	1
449	представление и	4	1
450	один ряд	1	1
451	себе не	4	1
452	это определение	1	1
453	не такое	1	1
454	ее содержания	1	1
455	к чему	1	1
456	себя то	1	1
457	бы с	1	1
458	другого как	1	1
459	бы не	4	1
460	которые в	1	1
461	настоящем случае	1	1
462	а может	1	1
463	думать что	5	1
464	может считаться	1	1
465	мира но	1	1
466	как он	1	1
467	человек не	2	1
468	так сказать	2	1
469	наш взгляд	1	1
470	который у	1	1
471	это третье	1	1
472	зависит не	1	1
473	перестает быть	4	1
474	одно целое	1	1
475	всем своем	1	1
476	именно то	2	1
477	к одному	5	1
478	в корне	1	1
479	и вот	1	1
480	их в	2	1
481	мало того	1	1
482	не исчерпывают	2	1
483	субстанция не	1	1
484	что ни	2	1
485	на наш	1	1
486	находим у	1	1
487	такого же	1	1
488	или слово	1	1
489	этом последнем	2	1
490	а вместе	1	1
491	не за	1	1
492	что мир	1	1
493	конечно в	1	1
494	его не	1	1
495	на все	2	1
496	говорить не	1	1
497	и навсегда	1	1
498	лишь в	1	1
499	знает что	1	1
500	заключается в	1	1
501	образом если	1	1
502	таким а	1	1
503	и свойств	1	1
504	в свой	2	1
505	связанным с	1	1
506	после этого	1	1
