N	2gram	Voloshinov_1	Stilisti
1	и в	16	42
2	не только	7	27
3	как бы	5	27
4	и т.п	2	24
5	прежде всего	9	22
6	и т.д	1	20
7	хотя бы	4	17
8	но и	4	15
9	то же	2	15
10	и не	4	14
11	не может	8	12
12	может быть	17	12
13	как и	2	11
14	мы уже	2	11
15	точки зрения	8	11
16	и как	3	10
17	как мы	4	10
18	в этом	9	10
19	отнюдь не	4	10
20	мы должны	1	10
21	что мы	2	10
22	при этом	6	9
23	мы не	2	9
24	то что	3	9
25	для того	1	9
26	все же	1	8
27	таким образом	9	8
28	с тем	1	8
29	что же	1	8
30	в ней	1	8
31	и это	6	8
32	того чтобы	1	7
33	а не	1	7
34	и его	8	7
35	зависимости от	1	7
36	ничего не	1	7
37	никогда не	2	7
38	только в	4	7
39	и на	4	7
40	мы можем	9	7
41	с его	7	7
42	было бы	2	7
43	так как	4	7
44	на его	1	6
45	другими словами	2	6
46	так и	4	6
47	в нем	4	6
48	и так	2	6
49	в конце	1	6
50	во всех	3	6
51	но ведь	2	6
52	точку зрения	1	6
53	в этой	4	6
54	в области	3	6
55	или иной	1	6
56	в свою	1	6
57	же мы	1	5
58	и с	8	5
59	и наконец	4	5
60	и их	4	5
61	в сознании	1	5
62	с помощью	2	5
63	как это	3	5
64	те же	3	5
65	в нашем	1	5
66	вместе с	3	5
67	своей жизни	2	5
68	той же	1	5
69	в его	4	5
70	а в	3	5
71	с точки	6	5
72	уже в	1	5
73	же самое	1	5
74	можно сказать	4	4
75	так же	2	4
76	что это	2	4
77	художественного творчества	4	4
78	его в	4	4
79	и к	6	4
80	все время	1	4
81	в качестве	1	4
82	у нас	1	4
83	к тому	1	4
84	мы увидим	1	4
85	один из	2	4
86	а с	1	4
87	уже не	1	4
88	на это	1	4
89	не существует	2	4
90	в самом	2	4
91	не что	1	4
92	с самого	4	4
93	мы видим	2	4
94	словесное выражение	1	4
95	но в	4	4
96	о том	2	4
97	все это	4	4
98	себя в	1	4
99	самом деле	6	4
100	и пр	12	4
101	и то	1	4
102	если мы	2	4
103	если б	3	4
104	можно было	1	4
105	если бы	1	4
106	самого начала	4	4
107	той или	1	4
108	нуждается в	5	3
109	и здесь	1	3
110	не знает	2	3
