N	3gram	Losev_Vlad_3	Istorich
1	с другой стороны	2	8
2	в этом случае	1	7
3	с одной стороны	3	7
4	вместе с тем	6	6
5	о том что	8	4
6	в связи с	2	4
7	мы знаем что	1	4
8	мы видим что	1	4
9	тем не менее	9	4
10	так же как	2	3
11	но вместе с	1	3
12	не может быть	6	3
13	для того чтобы	1	3
14	потому что он	1	2
15	если не считать	1	2
16	так как в	1	2
17	о том как	1	2
18	же как и	1	2
19	до сих пор	1	2
20	мы не будем	1	2
21	в это время	2	2
22	не будем здесь	1	2
23	в данном случае	2	2
24	если бы мы	1	2
25	не только в	1	2
26	при помощи которой	1	2
27	и вместе с	2	2
28	это значит что	6	2
29	в том что	10	2
30	на то что	2	2
31	что и в	3	2
32	как и его	1	1
33	уже знаем что	1	1
34	что он один	1	1
35	видели и в	1	1
36	иметь в виду	2	1
37	в виду что	1	1
38	что перед нами	1	1
39	это было бы	1	1
40	в том числе	1	1
41	свидетельствует о том	2	1
42	он не только	1	1
43	одной стороны и	2	1
44	не имеют никакого	1	1
45	с точки зрения	6	1
46	и не только	1	1
47	только в том	3	1
48	бы допустить что	1	1
49	сам по себе	2	1
50	в отличие от	3	1
51	в себе и	2	1
52	и тем не	1	1
53	с тем что	1	1
54	совершенно так же	2	1
55	то же время	2	1
56	точно так же	4	1
57	категории а именно	1	1
58	с этой точки	1	1
59	у него нет	1	1
60	можно найти в	1	1
61	то время как	2	1
62	обращает на себя	2	1
63	еще не был	1	1
64	он знает что	1	1
65	только в виде	2	1
66	и потому что	2	1
67	потому что в	1	1
68	и потому не	1	1
69	то что он	1	1
70	еще и потому	2	1
71	во всяком случае	3	1
72	в одно целое	1	1
73	понимает что это	1	1
74	мы уже видели	1	1
75	этой точки зрения	1	1
76	и в таком	2	1
77	об этом он	1	1
78	мы уже знаем	1	1
79	мира и не	1	1
80	тот что все	1	1
81	все того же	1	1
82	но уже в	1	1
83	а именно работы	1	1
84	так как иначе	1	1
85	в то время	4	1
86	само по себе	3	1
87	с самого начала	1	1
88	едва ли можно	2	1
89	вопрос о том	1	1
90	и не могло	1	1
91	в самом деле	1	1
92	но и здесь	1	1
93	ничего не говорит	4	1
94	не было ни	1	1
95	в то же	3	1
96	в том смысле	1	1
97	и в виде	1	1
98	как мы знаем	2	1
99	как мы видели	3	1
