N	3gram	Tiupa_Teor_1	Hudozhes
1	по отношению к	4	10
2	присутствия в мире	5	7
3	в отличие от	6	7
4	не сводится к	4	6
5	я в мире	7	6
6	то же время	5	6
7	в то же	5	6
8	присутствия я в	6	5
9	более или менее	2	5
10	с другой стороны	5	5
11	той или иной	1	5
12	в том что	8	5
13	порядка в душе	4	4
14	состоит в том	5	4
15	роли в миропорядке	5	4
16	так и не	4	4
17	данности бытия я	1	4
18	я и его	1	4
19	бытия я и	1	4
20	его внешней заданности	1	4
21	и его внешней	2	4
22	внутренней данности бытия	1	4
23	и того же	3	3
24	организации художественного текста	4	3
25	не следует смешивать	3	3
26	всех без исключения	3	3
27	порядок в душе	3	3
28	следует смешивать с	3	3
29	с точки зрения	3	3
30	кадров внутреннего зрения	7	3
31	первичной знаковой системы	3	3
32	одно и то	1	3
33	одного и того	3	3
34	по сути своей	1	3
35	эстетическое отношение к	3	3
36	и то же	1	3
37	несет в себе	2	3
38	читателя зрителя слушателя	1	3
39	в конечном счете	6	3
40	тем не менее	3	3
41	того или иного	3	3
42	можно сказать что	2	3
43	в этом смысле	2	3
44	вторичной знаковой системы	2	2
45	в порядке образующем	2	2
46	и некоторые иные	2	2
47	в слове о	2	2
48	в этом мире	2	2
49	модель присутствия я	1	2
50	в той или	1	2
51	себя в другом	1	2
52	он тем не	2	2
53	в данный момент	2	2
54	что в основе	2	2
55	и не могло	2	2
56	мы имеем дело	2	2
57	что в имени	2	2
58	композиционных форм высказывания	2	2
59	личностного присутствия в	1	2
60	причастной вненаходимости бахтин	1	2
61	объективной предпосылкой эстетического	2	2
62	расположилось в порядке	2	2
63	все расположилось в	2	2
64	потребности и способности	2	2
65	искусства может быть	1	2
66	эстетическая природа литературы	1	2
67	его эстетической доминантой	1	2
68	тот или иной	2	2
69	и в то	1	2
70	типа эстетического завершения	2	2
71	в качестве текста	3	2
72	значении этого термина	1	2
73	в структуре текста	2	2
74	но он не	1	2
75	вторичной знаковой системой	1	2
76	в миропорядке судьбы	1	2
77	позволяет говорить о	1	2
78	до прихода в	2	2
79	случае не следует	2	2
80	в искусстве слова	2	2
81	во всей его	1	2
82	в основе своей	1	2
83	в противном случае	1	2
84	в имени тебе	2	2
85	сегментов текста как	2	2
86	о полку игореве	2	2
87	в коем случае	2	2
88	стихотворении пушкина что	2	2
89	уровня сегментации целого	1	2
90	мы легко догадываемся	2	2
91	но в состав	2	2
92	стили могут быть	2	2
93	войне и мире	2	2
94	до известной степени	2	2
95	как уже говорилось	1	2
96	в значительной степени	1	2
97	не могло быть	2	2
98	слове о полку	2	2
99	в рамках которого	2	2
100	с ее ролевой	1	2
101	предпосылкой эстетического отношения	2	2
102	ни в коем	2	2
103	с одной стороны	2	2
104	художественный текст в	2	2
105	в рамках художественного	2	2
106	времени и в	2	2
107	кто говорит и	1	2
108	не в самом	2	2
109	в равной степени	3	2
110	мастера и маргариты	1	2
111	в стилистическом отношении	2	2
112	в единое целое	2	2
113	конструктивному принципу иносказательности	2	2
114	пушкина что в	2	2
115	а с другой	2	2
116	модальности эстетического завершения	1	2
117	так или иначе	4	2
118	эстетической ценности необходима	1	2
119	отношение представляет собой	2	2
120	приводит к тому	2	2
121	в свою очередь	2	2
122	внутренней и внешней	2	2
123	а на деле	1	2
124	внутренняя граница личности	2	2
125	я с его	2	2
126	и позволяет говорить	1	2
127	в отношении обратного	2	2
128	человека к действительности	2	2
129	в тарасе бульбе	2	2
130	для того чтобы	1	2
131	тем или иным	1	2
132	факторов художественного впечатления	3	2
133	в мире на	1	2
134	участок текста характеризующийся	2	2
135	эстетическое отношение представляет	2	2
136	в войне и	2	2
137	в эстетический объект	2	2
138	коем случае не	2	2
139	мира представляет собой	1	2
140	в мясную лавку	1	2
141	вокруг я героя	1	2
142	субъектной организации художественного	3	2
143	знакового материала в	2	2
144	словами м.м бахтина	2	2
145	в качестве виртуальной	1	2
146	в русской литературе	2	2
147	том числе и	1	2
148	по сути дела	1	2
149	модус художественности состоит	2	2
150	в мире это	1	2
151	в том числе	2	2
152	к тому что	2	2
153	в силу своей	1	2
154	сама по себе	1	2
155	ведет по пути	1	2
156	или говоря иначе	1	2
157	отношении обратного параллелизма	2	2
158	говорить о законе	2	2
159	автора и читателей	1	2
160	состоит в совмещении	1	2
161	сотворению художественной реальности	1	1
162	внешних предметов которое	1	1
163	о законе целостности	1	1
164	мифологического мышления но	1	1
165	прочие его конструктивные	1	1
166	а только закономерны	1	1
167	но строк печальных	1	1
168	нее нет никаких	1	1
169	или живописи исторического	1	1
170	чужд умилению идиллико-элегической	1	1
171	наиболее оплотневаю в	1	1
172	своей синтагматикой взаиморасположением	1	1
173	н.н страхову что	1	1
174	причастная вненаходимость как	1	1
175	качестве его повторяющихся	1	1
176	примет в осмысленном	1	1
177	между ними могут	1	1
178	сжатие уплотнение знакового	1	1
179	нем идет о	1	1
180	собственную персону с	1	1
181	универсальнее вы говорите	1	1
182	место в хронотопе	1	1
183	маяковского во весь	1	1
184	парадигматика художественного монотекстуального	1	1
185	драматический способ существования	1	1
186	читательского восприятия в	1	1
187	когда у себя	1	1
188	личной ответственности а	1	1
189	субъектная организация литературного	1	1
190	сила так в	1	1
191	зародившийся в предромантизме	1	1
192	одновременно универсально родственно	1	1
193	переживание ценностно оно	1	1
194	осуществлено и введено	1	1
195	стилистически двуголосой или	1	1
196	текста как видно	1	1
197	же время эстетическую	1	1
198	забвение всего непричастного	1	1
199	системой хронотопов от	1	1
200	математическая задача например	1	1
201	расширении области значений	1	1
202	же пришвин красота	1	1
203	жизни оказывается уже	1	1
204	отличие эстетического духовного	1	1
205	сохранении его исходного	1	1
206	модальностью фигура любима	1	1
207	соборной карнавальности комизма	1	1
208	или динамика эпизодов	1	1
209	адресатом моей духовной	1	1
210	степени и к	1	1
211	наделена в отличие	1	1
212	найти точку опоры	1	1
213	художественности питающим соответствующую	1	1
214	эпизодов объектная организация	1	1
215	эту свободу и	1	1
216	и являет собой	1	1
217	кто говорит в	1	1
218	концептуальностью смыслом в	1	1
219	однако и в	1	1
