N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	34	29
2	том что	3	27
3	в том	3	27
4	в этом	16	21
5	не только	10	19
6	но и	12	19
7	что в	7	19
8	о том	2	17
9	в его	22	13
10	что он	23	13
11	в которой	2	11
12	то что	11	11
13	все это	16	11
14	таким образом	5	10
15	к тому	5	10
16	т е	12	10
17	и т	8	9
18	в своем	2	9
19	он не	15	9
20	потому что	12	9
21	так и	6	9
22	этом отношении	1	9
23	и не	29	9
24	как на	2	9
25	но в	16	8
26	как раз	4	8
27	и пр	1	8
28	я не	7	7
29	в ней	3	7
30	в самом	8	7
31	так например	1	7
32	но все	5	7
33	в г	1	7
34	в своей	3	7
35	в котором	3	7
36	не столько	1	7
37	тому что	2	7
38	для того	1	7
39	в виду	3	7
40	с тем	5	7
41	вместе с	4	7
42	одним из	1	6
43	вопрос о	2	6
44	и на	6	6
45	все же	7	6
46	т д	2	6
47	вовсе не	11	6
48	того чтобы	1	6
49	и его	16	6
50	об этом	1	6
51	и что	5	6
52	в одном	5	6
53	до сих	1	6
54	было бы	2	5
55	точки зрения	8	5
56	того что	5	5
57	между тем	3	5
58	своего рода	2	5
59	в письме	1	5
60	прежде всего	15	5
61	а не	9	5
62	о чем	2	5
63	в той	2	5
64	как бы	27	5
65	сих пор	1	5
66	если б	2	4
67	хотя и	3	4
68	и к	12	4
69	в нем	19	4
70	что у	6	4
71	в другом	8	4
72	и с	15	4
73	не в	9	4
74	еще до	2	4
75	ничего не	4	4
76	и о	1	4
77	времени и	1	4
78	после того	1	4
79	внимание на	1	4
80	но с	2	4
81	связи с	1	4
82	для него	13	4
83	до того	1	4
84	с другой	4	4
85	действующих лиц	1	4
86	еще более	2	4
87	того времени	2	4
88	а как	2	4
89	в романе	1	4
90	например в	2	3
91	самом деле	13	3
92	на самом	11	3
93	идет о	1	3
94	в их	1	3
95	по его	1	3
96	хотя бы	5	3
97	и он	2	3
98	но не	4	3
99	не то	2	3
100	в общем	4	3
101	меньше всего	1	3
102	как в	4	3
103	с этим	2	3
104	в полном	1	3
