N	3gram	Vygotskiy__4	Freidism
1	с точки зрения	11	11
2	по отношению к	1	8
3	во всяком случае	3	7
4	не может быть	1	7
5	в самом деле	6	6
6	мы знаем что	1	4
7	в зависимости от	1	4
8	в данном случае	2	4
9	на самом деле	1	4
10	можно сказать что	1	4
11	как мы уже	3	4
12	как мы видели	2	4
13	если бы он	1	3
14	для того чтобы	5	3
15	бы то ни	1	3
16	в собственном смысле	7	3
17	и тот же	7	3
18	в следующей главе	2	3
19	и той же	4	3
20	один и тот	7	3
21	с помощью которых	1	3
22	в свою очередь	2	3
23	мы можем сказать	1	3
24	с самого начала	1	3
25	одной и той	4	3
26	можем сказать что	1	3
27	с объективной точки	1	2
28	то же самое	7	2
29	до сих пор	1	2
30	не отличается от	1	2
31	в отличие от	2	2
32	в поведении человека	1	2
33	но если мы	1	2
34	объективной точки зрения	1	2
35	с помощью которого	2	2
36	не могут быть	2	2
37	а с другой	2	2
38	благодаря тому что	1	2
39	в этом отношении	7	2
40	с помощью которой	1	2
41	то ни было	1	2
42	в настоящей главе	1	2
43	но во всяком	1	2
44	с одной стороны	9	2
45	тем не менее	1	2
46	мы уже указывали	1	2
47	в высшей степени	2	2
48	в конце концов	1	2
49	мы видели что	2	2
50	может войти в	1	1
51	и поэтому с	1	1
52	том что в	1	1
53	в одну группу	1	1
54	к целому ряду	1	1
55	на один и	3	1
56	мы видим в	2	1
57	точки зрения все	1	1
58	один из основных	1	1
59	между собой в	1	1
60	основе их лежит	2	1
61	мы никогда не	1	1
62	это означает что	1	1
63	так как они	1	1
64	и не делает	1	1
65	равно как и	1	1
66	так как в	2	1
67	и даже не	1	1
68	и в отношении	2	1
69	но даже и	1	1
70	самом деле если	1	1
71	в этом случае	3	1
72	в этой фазе	1	1
73	что нам известно	1	1
74	сказать что на	1	1
75	что с точки	1	1
76	того что мы	1	1
77	друг на друга	5	1
78	в процессе которого	1	1
79	той же группе	1	1
80	в основе их	3	1
81	что все эти	1	1
82	только то что	1	1
83	в себе и	3	1
84	в какой степени	2	1
85	этих двух групп	1	1
86	лежат в основе	1	1
87	он приходит к	1	1
88	на которое мы	2	1
89	что мы называем	1	1
90	мы старались показать	1	1
91	что поведение человека	1	1
92	мы видели также	1	1
93	ибо как мы	1	1
94	ни в какой	1	1
95	мы берем его	1	1
96	и со стороны	1	1
97	мы полагаем что	1	1
98	мы конечно не	1	1
99	тот же предмет	6	1
100	же что и	1	1
101	не чем иным	1	1
102	далеко не всегда	1	1
103	что ребенок на	1	1
104	развития ребенка и	1	1
105	на друга в	1	1
106	но вместе с	2	1
107	а также и	1	1
108	по сравнению с	3	1
109	приходит к выводу	1	1
110	если мы проследим	3	1
111	в такой же	1	1
112	это не может	1	1
113	одни и те	3	1
114	мы говорили выше	1	1
115	находит свое выражение	1	1
116	собственном смысле слова	1	1
117	стадии своего развития	2	1
118	не опирается на	1	1
119	в целом ряде	2	1
120	ситуации в которой	1	1
121	мы говорили что	1	1
122	если мы обратимся	5	1
123	то увидим что	4	1
124	чем иным как	1	1
125	как уже сказано	4	1
126	то обстоятельство что	3	1
127	в то время	1	1
128	имея в виду	1	1
129	и для других	2	1
130	о том что	3	1
131	собственном смысле этого	4	1
132	ничего общего с	1	1
133	к выводу что	2	1
134	не только не	5	1
135	и те же	3	1
136	но все же	1	1
137	и как мы	1	1
138	и приводит к	1	1
139	смысле этого слова	7	1
140	мы обратимся к	4	1
141	в этом смысле	8	1
142	не соответствует действительности	1	1
143	не совсем так	1	1
144	и что он	1	1
145	оно все же	1	1
146	то же что	1	1
147	отражают в себе	2	1
148	того же предмета	1	1
149	в том что	31	1
150	при этом как	1	1
151	что и в	1	1
152	может быть даже	1	1
153	в основе этой	1	1
154	только с помощью	1	1
