N	3gram	Vygotskiy__1	KulturaY
1	для того чтобы	15	15
2	в том что	15	15
3	и т д	1	14
4	с точки зрения	18	9
5	в том чтобы	3	8
6	по отношению к	7	8
7	то обстоятельство что	1	8
8	в самом деле	2	7
9	с другой стороны	9	6
10	о том что	6	5
11	в зависимости от	2	5
12	в этом отношении	4	5
13	по крайней мере	1	5
14	во всяком случае	3	5
15	до сих пор	4	4
16	том что он	2	4
17	хотя бы в	1	4
18	тем не менее	1	4
19	состоит в том	1	3
20	в этом смысле	1	3
21	в соответствии с	1	3
22	можно было бы	3	3
23	вместе с тем	5	3
24	а с другой	2	3
25	в свою очередь	3	3
26	не может быть	5	3
27	в силу того	1	2
28	того что в	1	2
29	всего потому что	1	2
30	на самом деле	1	2
31	на то что	3	2
32	и потому что	1	2
33	в первую очередь	3	2
34	в целом и	5	2
35	в тех случаях	1	2
36	силу того что	1	2
37	то же время	2	2
38	того чтобы быть	1	2
39	тогда когда он	1	2
40	заключается в том	6	2
41	этой точки зрения	1	2
42	речь идет о	2	2
43	но все же	1	2
44	тех случаях когда	1	2
45	средство социального общения	1	2
46	в то же	2	2
47	к тому что	3	2
48	прежде всего потому	1	2
49	если бы он	2	1
50	в том виде	1	1
51	таким образом если	1	1
52	потому что он	1	1
53	он должен быть	2	1
54	не в силах	1	1
55	в силу этого	3	1
56	не могло не	1	1
57	в какой мере	2	1
58	что в данном	1	1
59	было бы назвать	1	1
60	зависит прежде всего	1	1
61	только и сделали	1	1
62	все другие проявления	1	1
63	свое выражение в	1	1
64	и в самых	1	1
65	чтобы показать что	1	1
66	с одной стороны	8	1
67	как раз и	1	1
68	то это потому	1	1
69	что можно было	1	1
70	что с точки	1	1
71	и в то	1	1
72	прежде всего то	1	1
73	только для того	1	1
74	обе эти проблемы	1	1
75	в отличие от	1	1
76	общего учения о	2	1
77	в строгом смысле	1	1
78	в науку в	1	1
79	в себе и	1	1
80	с тем чтобы	1	1
81	а вместе с	1	1
82	в собственном смысле	5	1
83	всего то что	1	1
84	в сущности говоря	2	1
85	речи так как	1	1
86	на этот вопрос	2	1
87	ни в какой	2	1
88	того чтобы с	1	1
89	то что обычно	1	1
90	с этой точки	1	1
91	в известной мере	1	1
92	одно и то	2	1
93	которые могли бы	1	1
94	едва ли не	1	1
95	бы и не	1	1
96	вопрос об отношении	5	1
97	должна уступить место	1	1
98	шаг вперед в	1	1
99	с их помощью	1	1
100	мы видели уже	1	1
101	и на все	1	1
102	не только в	1	1
103	и с точки	1	1
104	к вопросу о	1	1
105	задача стоявшая перед	1	1
106	потому что оно	1	1
107	и то же	2	1
108	в одно и	1	1
109	но тем самым	1	1
110	и вместе с	1	1
111	столько же сколько	1	1
112	это не могло	1	1
113	сказал бы что	1	1
114	и в силу	1	1
115	не может возникнуть	1	1
116	собственном смысле слова	1	1
117	единство звука и	1	1
118	вперед в области	1	1
119	когда мы говорим	1	1
120	само по себе	1	1
121	так же как	5	1
122	вместо того чтобы	2	1
123	потому что они	1	1
124	и пр и	1	1
125	до наших дней	1	1
126	содержат в себе	1	1
127	это потому что	1	1
128	живет и развивается	1	1
129	в котором оказываются	1	1
130	этого слова и	1	1
131	отношению к элементам	1	1
132	когда речь идет	1	1
133	прежде всего от	1	1
134	от того что	2	1
135	мы наблюдаем в	1	1
136	и тем самым	3	1
137	той или иной	1	1
138	смысле этого слова	3	1
139	друг от друга	3	1
140	тем более что	1	1
141	предположить что в	1	1
142	именно в силу	1	1
143	пр и пр	1	1
144	по сравнению со	1	1
145	все то что	1	1
146	того факта что	2	1
147	точно так же	1	1
148	речь как на	1	1
149	он я не	1	1
150	как именно в	1	1
151	только тогда когда	2	1
152	является как бы	1	1
153	и если не	1	1
