N	2gram	Tiupa_Lite_3	KulturaY
1	и т	1	33
2	в том	12	30
3	и в	16	24
4	потому что	3	23
5	том что	8	21
6	т п	1	18
7	что в	2	17
8	того чтобы	2	17
9	для того	2	16
10	было бы	2	15
11	в этом	14	14
12	точки зрения	7	14
13	может быть	12	13
14	все же	2	12
15	и не	22	12
16	в его	6	12
17	не в	10	11
18	только в	7	11
19	хотя бы	1	10
20	в самом	3	10
21	не только	14	10
22	в силу	1	10
23	у нас	2	10
24	вовсе не	1	10
25	самом деле	3	9
26	с точки	3	9
27	так как	1	9
28	если бы	2	9
29	о том	6	9
30	того что	9	9
31	отношению к	4	9
32	прежде всего	3	9
33	то что	12	9
34	по отношению	4	8
35	уже не	3	8
36	то же	9	8
37	том чтобы	2	8
38	языка и	1	8
39	тем что	2	8
40	как раз	2	8
41	а не	12	8
42	не может	8	7
43	это не	5	7
44	в них	1	7
45	не менее	2	7
46	связи с	2	7
47	в области	3	7
48	так и	9	7
49	бы в	1	7
50	в качестве	5	7
51	с другой	6	7
52	как бы	8	7
53	вместе с	5	7
54	в ней	1	6
55	однако не	3	6
56	при этом	15	6
57	тогда когда	1	6
58	не случайно	3	6
59	что он	5	6
60	но и	14	6
61	именно в	5	6
62	все это	1	6
63	другой стороны	2	6
64	что такое	1	6
65	например в	3	5
66	еще не	6	5
67	xix века	2	5
68	но не	4	5
69	не просто	1	5
70	и вовсе	2	5
71	и с	2	5
72	но уже	3	5
73	с тем	1	5
74	так сказать	1	5
75	и его	6	5
76	к тому	6	5
77	в виду	1	5
78	между тем	3	5
79	еще и	2	5
80	что не	2	5
81	в той	1	5
82	этом отношении	5	5
83	а в	5	5
84	того же	2	4
85	это и	1	4
86	что эти	1	4
87	разумеется не	3	4
88	и на	2	4
89	с его	6	4
90	что они	1	4
91	в рамках	4	4
92	как в	5	4
93	в целом	5	4
94	на то	2	4
95	в нем	2	4
96	в первую	1	4
97	в данном	4	4
98	и тогда	2	4
99	тем не	1	4
100	тем самым	7	4
101	в таких	1	4
102	и является	1	4
103	к себе	8	4
104	не на	1	4
105	внимание на	2	4
106	что и	2	4
107	с ними	2	4
108	так что	1	4
109	есть в	1	4
110	не есть	1	4
111	речь в	1	4
112	из них	4	4
113	со стороны	7	4
114	там где	3	4
115	в частности	11	4
116	и потому	2	4
117	с этим	1	4
118	по существу	4	4
119	слова и	1	4
120	один из	2	4
121	же в	2	4
122	в этих	1	4
123	так же	2	4
124	и то	1	3
125	в первом	2	3
126	в котором	1	3
127	той же	3	3
128	ему нужно	1	3
