N	2gram	Bakhtin_Fr_2	DiskursI
1	в себе	4	19
2	при этом	5	17
3	в этом	15	16
4	как и	11	16
5	и в	49	16
6	в качестве	2	16
7	может быть	5	16
8	и не	15	15
9	а не	1	14
10	то есть	32	12
11	и т.п	11	12
12	в частности	1	12
13	но в	4	11
14	в мире	2	11
15	но и	13	11
16	не только	17	10
17	том что	4	10
18	своего рода	1	10
19	так и	6	9
20	не может	7	9
21	такого рода	2	9
22	как в	1	8
23	в том	3	8
24	но не	5	7
25	в нем	9	7
26	ни в	3	7
27	не менее	1	7
28	прежде всего	19	7
29	то же	7	6
30	еще не	2	6
31	с его	5	6
32	все же	7	6
33	по мысли	1	6
34	в своей	5	6
35	в своих	4	6
36	и на	17	5
37	в противовес	1	5
38	в своем	5	5
39	в противоположность	2	5
40	в то	6	5
41	нового времени	4	5
42	с другой	4	5
43	же время	6	5
44	что в	2	5
45	для него	9	5
46	то что	6	5
47	и то	1	4
48	по отношению	1	4
49	в этой	10	4
50	роль в	5	4
51	потому что	1	4
52	этом отношении	3	4
53	о том	3	4
54	в пределах	2	4
55	одного из	2	4
56	с одной	3	4
57	одно из	1	4
58	в одном	3	4
59	одной стороны	3	4
60	как бы	11	4
61	не является	1	4
62	точки зрения	6	4
63	к этому	1	4
64	отношению к	1	4
65	также и	3	3
66	например в	1	3
67	в строгом	1	3
68	и ее	1	3
69	проявляется в	1	3
70	перед нами	1	3
71	и как	1	3
72	и наконец	1	3
73	все эти	7	3
74	из этих	5	3
75	он не	1	3
76	в другом	2	3
77	его в	1	3
78	это не	1	3
79	в этих	4	3
80	в котором	1	3
81	не в	1	3
82	мире и	3	3
83	могут быть	2	3
84	речевых жанров	1	3
85	еще в	2	3
86	мире в	2	3
87	в его	18	3
88	но она	1	3
89	только в	13	3
90	и его	17	3
91	из них	3	3
92	в них	13	3
93	здесь в	6	3
94	не было	4	3
95	в творчестве	6	3
96	можно сказать	2	3
97	но это	2	3
98	и все	3	3
99	жизни в	3	3
100	жизни и	7	3
101	как на	4	3
102	того же	1	2
103	и это	3	2
104	перед лицом	2	2
105	по преимуществу	2	2
106	характер как	1	2
107	той же	1	2
108	место в	3	2
109	в ней	2	2
110	к своему	1	2
111	мы имеем	1	2
112	время в	1	2
113	отношение к	8	2
114	стороны и	1	2
115	в целом	1	2
116	с диалогической	1	2
117	не более	1	2
118	вследствие этого	2	2
119	по словам	2	2
120	должна быть	1	2
121	в первую	2	2
122	с таким	1	2
123	свое время	3	2
124	подобно тому	2	2
125	является не	1	2
126	содержит в	2	2
127	и с	6	2
128	входит в	1	2
129	рассказ в	1	2
130	все это	9	2
131	этом случае	1	2
132	с точки	5	2
133	их в	3	2
134	дело в	1	2
135	никогда не	5	2
136	не столь	1	2
137	в области	4	2
138	с их	6	2
139	для себя	1	2
140	с ее	3	2
141	здесь не	2	2
142	в себя	6	2
143	времени и	6	2
144	на большую	1	2
145	жанров и	1	2
146	но здесь	3	2
147	там же	2	2
148	первую очередь	1	2
149	что и	1	2
150	или напротив	1	2
151	и одновременно	1	2
152	которая в	1	2
153	есть в	2	2
154	в большинстве	1	2
155	наше время	1	2
156	не о	1	2
157	бытия и	1	2
158	не подлежит	2	2
159	именно в	6	2
160	далеко не	3	2
161	и прежде	2	2
162	что будет	1	2
163	не на	1	2
164	вместе с	2	2
165	о чем	3	2
166	или иного	1	2
167	тому как	2	2
168	мира с	1	2
169	в свое	4	2
170	в формах	2	2
171	в наше	1	2
172	и для	1	2
173	картине мира	1	2
174	на языке	2	2
175	частной жизни	1	2
176	а в	4	2
177	с ней	1	2
178	другой стороны	3	2
179	что он	3	2
180	это в	2	2
181	одним из	2	1
182	мире это	1	1
183	самом деле	1	1
184	сил и	1	1
185	тех же	2	1
186	это и	2	1
187	и есть	1	1
188	проникает в	1	1
189	но если	1	1
190	к созданию	1	1
191	в году	13	1
192	к чему	1	1
193	есть не	1	1
194	и была	1	1
195	на материале	2	1
196	для своего	1	1
197	в особой	1	1
198	начало в	1	1
199	он как	2	1
200	в сущности	8	1
201	я не	1	1
202	но даже	2	1
203	и со	3	1
204	начала в	1	1
205	жизни это	3	1
206	и быта	1	1
207	он был	2	1
208	на их	1	1
209	исторических лиц	2	1
210	в чем	1	1
211	характер и	4	1
212	во всех	6	1
213	в ее	3	1
214	отдельного человека	1	1
215	точка зрения	3	1
216	и смягчает	1	1
217	и надежды	1	1
218	анекдотов и	1	1
219	за пределы	2	1
220	связи и	1	1
221	в истории	6	1
222	в одной	1	1
223	себя знать	1	1
224	пределах одной	2	1
225	низа и	1	1
226	однако не	1	1
227	хотя и	2	1
228	одного текста	1	1
229	это область	1	1
230	к числу	2	1
231	со своей	1	1
232	в самом	3	1
233	только то	2	1
234	еще на	1	1
235	в которой	1	1
236	было уже	1	1
237	таковы например	2	1
238	в нашем	2	1
239	бы не	1	1
240	поэтому и	1	1
241	так в	3	1
242	раз в	3	1
243	теми же	1	1
244	к миру	1	1
245	заявляет что	1	1
246	но именно	3	1
247	так сказать	1	1
248	и именно	1	1
249	и еще	2	1
250	в силу	1	1
251	но прежде	3	1
252	одной и	1	1
253	его от	1	1
254	на этом	1	1
255	образа и	1	1
256	человек с	1	1
257	с этой	1	1
258	таким образом	7	1
259	значительной степени	2	1
260	сознание и	1	1
261	об этом	1	1
262	а их	1	1
263	даже такой	1	1
264	лишь в	4	1
265	того или	1	1
266	выходить за	1	1
267	в жизни	4	1
268	она и	1	1
269	фантастичность и	1	1
270	несмотря на	3	1
271	все моменты	1	1
272	как сказано	1	1
273	ряде других	1	1
274	она была	4	1
275	со всей	1	1
276	в такой	1	1
277	светского содержания	1	1
278	от времени	1	1
279	и той	1	1
280	своей жизни	1	1
281	страха и	4	1
282	и более	4	1
283	том же	1	1
284	что этот	1	1
285	необходимо чтобы	1	1
286	сознании в	1	1
287	вплоть до	2	1
288	но они	3	1
289	до известной	1	1
290	истории о	1	1
291	все три	1	1
292	она не	1	1
293	с теми	1	1
294	как о	1	1
295	области художественного	1	1
296	одна из	4	1
297	первая часть	1	1
298	к этим	3	1
299	xix века	2	1
300	всей их	1	1
301	и имеет	1	1
302	чтобы стать	1	1
303	культа и	4	1
304	с некоторой	1	1
305	на язык	1	1
306	ничего не	2	1
307	и проклятия	1	1
308	в разных	1	1
309	не вполне	1	1
310	того как	2	1
311	преимущественно на	1	1
312	к ней	2	1
313	и до	4	1
314	во всем	3	1
315	описывает в	1	1
316	из той	1	1
317	к читателю	1	1
318	однако это	1	1
319	и несколько	1	1
320	события но	1	1
321	точке зрения	1	1
322	известной степени	1	1
323	только от	1	1
324	к себе	1	1
325	лично для	1	1
326	не могут	1	1
327	но все	4	1
328	всего в	1	1
329	к тому	1	1
330	именно таков	1	1
331	но также	1	1
332	указывает на	1	1
333	не есть	1	1
334	имеет место	1	1
335	оно не	1	1
336	воспринимать как	1	1
337	должен быть	1	1
338	году в	4	1
339	значении в	1	1
340	формы художественного	1	1
341	языка и	1	1
342	в собственном	3	1
343	необходимости и	1	1
344	человеческого сознания	1	1
345	с самого	1	1
346	в условиях	2	1
347	например о	1	1
348	и сам	1	1
349	что может	1	1
350	в образе	1	1
