N	2gram	Berdyaev_V_1	Problemy
1	и в	16	35
2	как бы	5	31
3	и не	20	27
4	что он	4	24
5	в его	4	21
6	но в	3	19
7	как и	4	18
8	в нем	4	16
9	то есть	1	16
10	то же	1	15
11	и все	4	15
12	в этом	4	14
13	для него	2	14
14	может быть	1	14
15	но и	5	14
16	все это	5	14
17	что я	3	13
18	к нему	1	13
19	и с	1	12
20	прежде всего	2	12
21	не только	2	10
22	не в	3	10
23	то что	9	10
24	я не	1	8
25	все же	1	8
26	как мы	1	8
27	так и	4	8
28	себя и	1	8
29	о мире	1	8
30	и для	3	8
31	потому что	4	8
32	не ты	1	8
33	еще не	8	7
34	с его	3	7
35	себе и	1	7
36	лишь в	3	7
37	для себя	1	7
38	и сам	2	7
39	в виде	1	7
40	вовсе не	1	7
41	так же	1	7
42	с ним	2	7
43	а в	2	7
44	и на	1	6
45	но не	2	6
46	отношение к	1	6
47	что они	7	6
48	в самом	1	6
49	в речах	1	6
50	к тому	3	6
51	в одном	1	6
52	и что	3	6
53	только в	2	6
54	но это	3	6
55	от него	2	6
56	что в	3	6
57	и то	2	5
58	как в	1	5
59	в конце	3	5
60	на него	1	5
61	да и	2	5
62	его с	1	5
63	и это	2	5
64	в том	3	5
65	с ними	1	5
66	когда я	2	5
67	этого слова	1	5
68	ивана карамазова	2	4
69	в мире	5	4
70	в чем	3	4
71	нет и	2	4
72	же и	1	4
73	что это	1	4
74	и вот	1	4
75	но все	1	4
76	и утверждения	1	4
77	в них	3	4
78	в своей	3	4
79	никогда не	3	4
80	во всем	1	4
81	это слово	1	4
82	между тем	2	4
83	и так	1	4
84	теперь в	1	4
85	так как	9	4
86	у него	1	4
87	тем что	2	4
88	с другой	1	4
89	что не	4	4
90	а не	7	4
91	с которым	1	4
92	но как	1	4
93	это он	1	4
94	человек и	1	4
95	бы в	1	4
96	я в	1	4
97	тот же	3	4
98	что ты	3	4
99	во всяком	2	4
100	а между	2	3
101	если б	1	3
102	говорить о	4	3
103	в виду	1	3
104	бы то	1	3
105	во всех	3	3
106	его к	2	3
107	в целом	1	3
108	все эти	3	3
109	то ни	1	3
110	с тем	2	3
111	в котором	4	3
112	раз и	1	3
113	ничего не	1	3
114	им и	1	3
