N	2gram	Vygotskiy__3	TeoriaLi
1	не только	12	18
2	в качестве	2	17
3	и не	10	16
4	а в	7	14
5	состоит в	3	13
6	и в	38	13
7	в частности	1	13
8	то есть	15	12
9	так и	1	12
10	может быть	19	12
11	в этом	13	11
12	представляет собой	2	11
13	при этом	4	11
14	в том	25	11
15	но не	1	10
16	и его	6	10
17	а не	7	10
18	то же	10	9
19	в его	5	9
20	но и	5	8
21	что в	20	8
22	отличие от	1	7
23	в себе	4	7
24	том что	14	7
25	точки зрения	16	7
26	в отличие	1	7
27	в то	3	7
28	только в	4	7
29	как это	6	7
30	в данном	2	7
31	еще не	1	6
32	с его	1	6
33	но в	3	6
34	в первой	2	6
35	место в	3	6
36	в русской	2	6
37	как бы	14	6
38	мы имеем	1	5
39	данном случае	2	5
40	в своем	5	5
41	в самом	25	5
42	он не	6	5
43	того или	1	5
44	как и	8	5
45	не в	12	5
46	однако в	1	5
47	тем самым	1	5
48	в нем	4	5
49	в ее	7	5
50	между тем	7	5
51	и одновременно	2	5
52	уже не	2	5
53	с другой	7	5
54	как в	4	5
55	или иного	1	5
56	между ними	1	5
57	по преимуществу	2	4
58	отношение к	1	4
59	хотя и	1	4
60	то что	35	4
61	ни в	3	4
62	в слове	1	4
63	в своей	5	4
64	в их	1	4
65	или менее	1	4
66	не столько	1	4
67	можно сказать	1	4
68	в конечном	1	4
69	в форме	1	4
70	и ее	2	4
71	но он	2	4
72	в свою	4	4
73	сказать что	4	4
74	не может	7	4
75	более или	1	4
76	и то	8	3
77	между двумя	1	3
78	на две	1	3
79	например в	2	3
80	художественного произведения	1	3
81	совпадает с	2	3
82	что можно	1	3
83	я на	1	3
84	в сторону	1	3
85	не все	1	3
86	перед нами	8	3
87	и к	3	3
88	со своей	2	3
89	все эти	4	3
90	в этой	13	3
91	и вот	2	3
92	и по	2	3
93	его в	3	3
94	мог бы	1	3
95	литературных произведений	1	3
96	в этих	2	3
97	все прочие	2	3
98	никогда не	4	3
99	как раз	8	3
100	потому что	14	3
101	свою очередь	2	3
102	другой стороны	5	3
103	в другом	5	3
104	и что	18	3
105	того что	4	3
106	а с	2	3
107	в итоге	1	3
108	для него	2	3
109	с ее	2	3
110	именно в	1	3
111	и потому	1	3
112	по своему	4	3
113	этого слова	2	3
114	к которому	1	3
115	таким образом	12	3
116	или в	5	3
117	в основе	3	3
118	отношении к	1	3
119	была бы	2	2
120	отношения к	2	2
121	того же	3	2
122	и это	8	2
123	это и	1	2
124	на деле	4	2
125	и больше	2	2
126	собою в	1	2
127	на себя	1	2
128	я не	5	2
129	в целом	4	2
130	но напротив	1	2
131	между собой	2	2
132	в чем	1	2
133	чем это	1	2
134	но как	2	2
135	у него	4	2
136	что они	4	2
137	как говорит	1	2
138	как к	2	2
139	и как	8	2
140	говорит что	8	2
141	в которой	5	2
142	образом и	2	2
143	рассказ о	1	2
144	к герою	1	2
145	одно и	3	2
146	не следует	1	2
147	здесь мы	4	2
148	могла бы	3	2
149	тем в	2	2
150	по два	1	2
151	русской поэзии	2	2
152	это не	1	2
153	и тем	3	2
154	к области	1	2
155	вовсе не	8	2
156	иначе говоря	5	2
157	с точки	9	2
158	от себя	1	2
159	их в	2	2
160	даже в	1	2
161	автора и	2	2
162	текст и	1	2
163	и притом	1	2
164	для меня	1	2
165	дело не	2	2
166	не могло	1	2
167	только не	1	2
168	вытекает из	2	2
169	казалось бы	5	2
170	этих двух	1	2
171	смешивать с	1	2
172	не принадлежит	1	2
173	как будто	4	2
174	и для	4	2
175	имеет место	2	2
176	не ограничивается	1	2
177	и о	3	2
178	здесь не	3	2
179	в себя	1	2
180	роль в	1	2
181	не с	1	2
182	к его	2	2
183	мы в	2	2
184	если бы	14	2
185	в виду	4	2
186	и здесь	6	2
187	о том	6	2
188	в глаза	2	2
189	к действительности	1	2
190	времени в	1	2
191	это было	1	2
192	во всех	4	2
193	или иначе	1	2
194	вслед за	1	2
195	мире и	1	2
196	с одной	6	2
197	что сама	1	2
198	не сумеет	1	2
199	в прозе	1	2
200	в конце	2	2
201	и даже	4	2
202	со стороны	2	2
203	а именно	1	2
204	себя и	1	2
205	одной стороны	5	2
206	а на	1	2
207	и составляет	1	2
208	в рассказе	1	2
209	о чем	1	2
210	о себе	1	2
211	ясно говорит	1	2
212	вместе с	5	2
213	так же	2	2
214	и особенно	1	2
215	есть высшая	1	2
216	из которых	4	2
217	в той	5	2
218	в мировой	1	2
219	к тому	6	2
220	ногами и	1	2
221	литературных жанров	1	2
222	собственно говоря	1	2
223	имеет в	1	2
224	в романе	1	2
225	что он	11	2
226	либо в	2	2
227	однако все	1	2
228	а между	1	1
229	те же	1	1
230	от милой	1	1
231	переходит к	1	1
232	идет о	4	1
233	и есть	1	1
234	и до	1	1
235	из его	1	1
236	едва ли	3	1
237	одним из	1	1
238	что даже	2	1
239	той же	2	1
240	же как	1	1
241	превратилась в	2	1
242	из своих	1	1
243	чтобы не	1	1
244	впечатление от	2	1
245	именно те	1	1
246	и такой	1	1
247	оно состоит	1	1
248	говорил о	2	1
249	момент в	1	1
250	который может	1	1
251	не от	1	1
252	и на	6	1
253	внимание и	1	1
254	это возможно	1	1
255	на их	2	1
256	столь же	2	1
257	время в	5	1
258	и доказать	1	1
259	это имеет	2	1
260	истинный смысл	2	1
261	совсем не	3	1
262	одной общей	1	1
263	с собою	1	1
264	на то	16	1
265	отнюдь не	2	1
266	это тот	1	1
267	в истории	2	1
268	мере в	1	1
269	независимо от	1	1
270	перед читателем	1	1
271	всех литературных	1	1
272	и где	1	1
273	могли бы	5	1
274	целый ряд	2	1
275	что по	3	1
276	над собой	1	1
277	то в	1	1
278	к чему	6	1
279	что это	10	1
280	таковы например	1	1
281	момент его	1	1
282	за это	1	1
283	он в	2	1
284	то я	1	1
285	из этих	3	1
286	что автор	2	1
287	в известном	1	1
288	раз в	4	1
289	нас на	2	1
290	имеем в	1	1
291	ее как	1	1
292	если он	4	1
293	не могла	2	1
294	что одна	1	1
295	на его	1	1
296	что она	16	1
297	на одну	1	1
298	первой части	1	1
299	в понимании	1	1
300	с нашим	1	1
301	в силу	2	1
302	по существу	2	1
303	в первом	1	1
304	у читателя	3	1
305	подобно тому	1	1
306	образа и	1	1
307	именно это	3	1
308	мы обнаруживаем	1	1
309	по его	3	1
310	не будет	1	1
311	что все	3	1
312	смысла в	1	1
313	которыми он	1	1
314	том случае	1	1
315	это первый	1	1
316	глубокий и	1	1
317	для своей	1	1
318	все их	1	1
319	было бы	12	1
320	как говорил	1	1
321	должен был	2	1
322	менее определенным	1	1
323	в них	3	1
324	игра с	1	1
325	она и	1	1
326	на второй	1	1
327	с тем	8	1
328	он и	1	1
329	когда я	1	1
330	рода и	1	1
331	обратимся к	1	1
332	же я	1	1
333	перед собой	2	1
334	и становится	1	1
335	о ком	1	1
336	но если	4	1
337	от своего	2	1
338	таким же	1	1
339	в такой	3	1
340	это делает	1	1
341	в котором	6	1
342	вот он	1	1
343	и читателя	1	1
344	на свою	1	1
345	не как	1	1
346	стоит в	1	1
347	действительность в	1	1
348	но эта	1	1
349	друг другу	2	1
350	повести в	1	1
351	и более	2	1
352	том и	2	1
353	с такими	1	1
354	случае мы	1	1
355	и вся	1	1
356	то с	1	1
357	у нее	1	1
358	так он	1	1
359	в таких	1	1
360	я для	1	1
361	ее не	3	1
362	с которой	1	1
363	строя и	1	1
364	она могла	2	1
365	к третьему	1	1
366	не имеет	6	1
367	принадлежат к	1	1
368	дело в	1	1
369	одна из	4	1
370	к этим	1	1
371	которого он	1	1
372	героев и	1	1
373	которых и	1	1
374	он мог	1	1
375	каждый из	1	1
376	нельзя не	2	1
377	того и	1	1
378	в самой	4	1
379	это явление	1	1
380	нам с	1	1
381	от него	1	1
382	картину и	1	1
383	своей цели	1	1
384	не по	1	1
385	не является	1	1
