N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	41
2	то есть	46	24
3	мы уже	1	18
4	во всех	11	17
5	таким образом	10	17
6	в нем	15	16
7	и с	17	16
8	тела и	1	15
9	и его	16	13
10	но и	9	13
11	в этом	15	12
12	как мы	7	12
13	все эти	5	11
14	все это	3	11
15	в самом	7	10
16	не только	9	10
17	и др	8	10
18	прежде всего	13	10
19	то что	8	10
20	и на	3	9
21	кроме того	3	9
22	о том	4	9
23	здесь в	2	9
24	и все	3	9
25	но в	4	8
26	в этой	1	8
27	никогда не	5	8
28	в них	5	7
29	как и	7	7
30	том что	3	7
31	в его	43	7
32	вовсе не	2	7
33	в особенности	2	7
34	связаны с	2	7
35	как бы	22	7
36	что в	7	7
37	также и	3	6
38	например в	3	6
39	следующей главе	1	6
40	в то	4	6
41	с помощью	7	6
42	вместе с	1	6
43	в следующей	1	6
44	или в	2	6
45	сказать что	4	6
46	что он	2	6
47	подчеркнуть что	1	5
48	и он	2	5
49	с его	2	5
50	в ее	4	5
51	в своем	5	5
52	что это	2	5
53	в себе	4	5
54	то же	5	5
55	рядом с	5	5
56	но он	1	5
57	во всем	2	5
58	тем что	2	5
59	все то	3	5
60	так и	5	5
61	и что	2	5
62	а также	1	5
63	же время	3	5
64	из них	1	5
65	в одном	1	5
66	большинстве случаев	5	5
67	там где	6	5
68	так же	1	5
69	в той	1	5
70	самом деле	6	4
71	конечно и	4	4
72	в ней	4	4
73	меньшей степени	1	4
74	как в	4	4
75	и как	8	4
76	и наконец	6	4
77	в другом	2	4
78	не в	7	4
79	но они	4	4
80	в основе	5	4
81	того чтобы	2	4
82	все же	6	4
83	у нас	2	4
84	и вообще	2	4
85	с ним	5	4
86	борьба с	1	4
87	все время	1	4
88	всех его	4	4
89	с одной	3	4
90	именно на	1	4
91	в большинстве	5	4
92	в результате	1	4
93	в котором	2	4
94	и даже	3	4
95	с другой	7	4
96	именно в	1	4
97	одной стороны	3	4
98	более того	4	4
99	и от	3	4
100	о котором	2	4
101	а в	6	4
102	не может	27	4
103	из этого	1	4
104	все что	3	4
105	не остается	2	3
106	первый план	2	3
107	в чем	2	3
108	мы будем	3	3
109	в первом	1	3
110	изобразительных искусствах	2	3
111	при этом	5	3
112	характер в	1	3
113	в плане	7	3
114	с другими	3	3
115	было бы	8	3
116	на первый	2	3
117	в изобразительных	2	3
118	тело как	1	3
119	только с	1	3
120	этом отношении	2	3
121	есть только	2	3
122	до сих	1	3
123	к нему	10	3
124	во втором	1	3
125	в него	2	3
126	того что	2	3
127	одной из	3	3
128	мы увидим	3	3
129	только в	13	3
130	конечно не	5	3
131	в начале	2	3
132	есть в	1	3
133	до того	1	3
134	характер носит	1	3
135	выходит за	1	3
136	что не	4	3
137	связано с	1	3
138	но оно	1	3
139	не были	1	3
140	и особенно	1	3
141	в данном	4	3
142	с миром	4	3
143	и не	42	3
144	сих пор	1	3
145	но это	3	3
146	и для	11	3
147	на границах	5	3
148	между ними	4	3
149	первом случае	1	3
150	жизни и	1	3
151	в искусстве	12	3
152	они не	3	3
153	тех же	1	2
154	это и	1	2
155	с точки	6	2
156	должна быть	4	2
157	том какое	1	2
158	не будем	3	2
159	говорить о	3	2
160	начало и	3	2
161	природы и	3	2
162	его так	1	2
163	но конечно	4	2
164	но не	12	2
165	то он	1	2
166	дело обстоит	1	2
167	в новом	1	2
168	за пределы	12	2
169	в истории	2	2
170	точки зрения	8	2
171	дает нам	2	2
172	стороны и	1	2
173	хотя и	3	2
174	в главе	1	2
175	и те	2	2
176	как он	1	2
177	он не	3	2
178	всех этих	1	2
179	есть именно	1	2
180	в корне	2	2
181	на этом	2	2
182	что все	2	2
183	значение в	1	2
184	лишь в	2	2
185	это было	1	2
186	он является	1	2
187	был бы	1	2
188	и конец	2	2
189	но если	1	2
190	в своей	7	2
191	широких кругов	1	2
192	но эта	1	2
193	в таких	2	2
194	как о	1	2
195	что их	1	2
196	только его	3	2
197	находятся в	1	2
198	связи с	2	2
199	это уже	1	2
200	к себе	2	2
201	не могут	2	2
202	в области	11	2
203	должен быть	2	2
204	данном случае	4	2
205	характер и	1	2
206	и этим	6	2
207	в дальнейшем	3	2
208	в романе	4	2
209	что дело	1	2
210	носит здесь	1	2
211	образом в	1	2
212	но здесь	3	2
213	в значительной	2	2
214	между тем	7	2
215	и во	2	2
216	его то	1	2
217	на которой	1	2
218	но с	3	2
219	они могут	1	2
220	со всеми	3	2
221	человека с	1	2
222	себя в	2	2
223	всеми его	1	2
224	и прежде	5	2
225	как его	3	2
