N	2gram	Vygotskiy__2	formyVre
1	и в	15	46
2	в этом	19	22
3	еды и	1	19
4	с рядом	1	16
5	прежде всего	4	14
6	вовсе не	6	13
7	и его	4	12
8	во всех	2	11
9	не только	15	11
10	только в	4	11
11	как бы	7	10
12	во время	3	10
13	точки зрения	26	10
14	в том	33	10
15	но в	6	10
16	мы уже	6	9
17	не в	8	9
18	у него	2	9
19	но и	10	9
20	вместе с	6	9
21	и не	7	9
22	и для	2	9
23	мира и	2	9
24	то же	5	8
25	как и	6	8
26	с точки	18	8
27	для того	10	8
28	того чтобы	12	8
29	потому что	7	8
30	связи с	9	8
31	в его	2	8
32	из них	3	8
33	в связи	6	8
34	и на	1	7
35	так сказать	1	7
36	так и	8	7
37	в них	4	7
38	может быть	9	7
39	в одном	2	7
40	то что	20	7
41	как мы	6	6
42	все же	4	6
43	и наконец	1	6
44	при этом	3	6
45	и с	4	6
46	его в	1	6
47	в основе	3	6
48	никогда не	8	6
49	те же	3	6
50	и во	1	6
51	так как	4	6
52	в особенности	1	6
53	здесь в	1	6
54	все это	4	6
55	и все	3	6
56	но не	3	5
57	с этим	3	5
58	в своем	9	5
59	все эти	3	5
60	связанные с	1	5
61	он не	7	5
62	в нем	1	5
63	этих форм	1	5
64	должно быть	2	5
65	в дальнейшем	1	5
66	и др	5	5
67	в частности	6	5
68	в пределах	1	5
69	по существу	5	5
70	в смысле	1	5
71	что в	14	5
72	также и	2	4
73	человека и	3	4
74	и самое	1	4
75	и он	1	4
76	что они	3	4
77	в истории	6	4
78	как в	4	4
79	характер носит	1	4
80	уже в	5	4
81	из этих	4	4
82	в себе	2	4
83	их в	4	4
84	том что	27	4
85	в котором	2	4
86	место в	1	4
87	том же	2	4
88	уже говорили	3	4
89	к себе	2	4
90	с ним	3	4
91	о том	9	4
92	вопросу о	1	4
93	так что	1	4
94	конечно не	1	4
95	мир в	1	4
96	с другом	2	4
97	и их	5	4
98	а не	3	4
99	отнюдь не	2	4
100	друг с	2	4
101	с этой	2	4
102	еще более	1	4
103	жизни в	1	4
104	нас это	1	3
105	в виду	6	3
106	того же	3	3
107	а следовательно	1	3
108	мы будем	3	3
109	точка зрения	3	3
110	нет и	2	3
111	целый ряд	2	3
112	как уже	2	3
113	и как	2	3
114	та же	1	3
115	имеем в	1	3
116	и по	3	3
117	таким образом	14	3
118	здесь мы	1	3
119	а затем	1	3
120	в совершенно	4	3
121	на первый	1	3
122	в их	2	3
123	в которых	3	3
124	как можно	1	3
125	самой жизни	1	3
126	же самое	2	3
127	к тому	7	3
128	на основе	7	3
129	в борьбе	1	3
130	том как	1	3
131	в другом	2	3
132	а также	2	3
133	как у	2	3
134	что и	2	3
135	на развитие	1	3
136	того что	17	3
137	тот же	7	3
138	что он	12	3
139	во времени	1	3
140	в качестве	4	3
141	на протяжении	2	3
142	для него	3	3
