N	3gram	Savitsky_E_1	Istorich
1	и т д	1	18
2	в том что	6	5
3	так же как	5	4
4	не только в	4	4
5	в связи с	1	4
6	с тем что	1	3
7	можно было бы	3	3
8	с одной стороны	8	3
9	мы увидим что	1	3
10	вместо того чтобы	1	2
11	но и в	1	2
12	во всех этих	1	2
13	в некоторых случаях	1	2
14	с другой стороны	2	2
15	не может быть	2	2
16	в других случаях	1	2
17	всех этих случаях	1	2
18	на то что	2	2
19	к тому же	1	2
20	другой стороны в	1	1
21	но так как	1	1
22	через некоторое время	1	1
23	при вступлении в	1	1
24	друг от друга	2	1
25	на своем пути	1	1
26	в одной из	1	1
27	и не только	1	1
28	в отличие от	1	1
29	почти никогда не	1	1
30	при помощи этого	1	1
31	могут быть установлены	1	1
32	несмотря на то	1	1
33	это может быть	1	1
34	смысле этого слова	1	1
35	в себе в	1	1
36	указать на то	1	1
37	в тех случаях	1	1
38	мы можем сказать	2	1
39	вовсе не в	1	1
40	мы не можем	1	1
41	он не получит	1	1
42	что наряду с	1	1
43	нельзя сказать чтобы	1	1
44	связи с этим	1	1
45	это значит что	1	1
46	что мы знаем	1	1
47	и прежде всего	3	1
48	тех случаях когда	1	1
49	друг с другом	3	1
50	можем сказать что	1	1
51	мы видели что	1	1
