1	в том что	6	11
2	с точки зрения	8	9
3	так же как	1	7
4	друг с другом	1	7
5	с самого начала	2	5
6	можно сказать что	3	5
7	по сравнению с	1	5
8	потому что он	2	5
9	в этом отношении	1	5
10	заключается в том	1	5
11	сама по себе	7	4
12	это значит что	8	4
13	то время как	3	4
14	то же самое	2	4
15	не в состоянии	2	4
16	в то время	3	4
17	подобно тому как	1	4
18	о том что	4	4
19	того же самого	1	3
20	так как это	2	3
21	не может быть	3	3
22	не то что	1	3
23	вопрос о том	1	3
24	с одной стороны	1	3
25	до сих пор	2	3
26	и в частности	2	2
27	мы говорим о	1	2
28	и то что	1	2
29	и не может	1	2
30	от того что	2	2
31	том что в	1	2
32	то и другое	1	2
33	но при этом	1	2
34	и в другом	1	2
35	в одинаковой мере	1	2
36	том что он	1	2
37	в сущности это	1	2
38	в зависимости от	2	2
39	он не умеет	1	2
40	в свое время	1	2
41	то что они	1	2
42	вместе с тем	1	2
43	самого начала что	1	2
44	самой своей природе	1	2
45	о том как	1	2
46	в самом деле	3	2
47	но все же	1	2
48	так что в	1	2
49	само по себе	2	2
50	по самой своей	1	2
51	с другой стороны	4	2
52	а потому что	1	2
53	того как он	1	2
54	если скажем что	1	1
55	то в чем	1	1
56	то что с	1	1
57	не то как	1	1
58	одному тому что	1	1
59	мы находим в	1	1
60	но в силу	1	1
61	нет у него	1	1
62	все более и	1	1
63	что иное как	3	1
64	в том смысле	4	1
65	не нуждается в	3	1
66	в этом смысле	1	1
67	с другом что	1	1
68	не могут быть	2	1
69	что они имеют	1	1
70	в этом пункте	1	1
71	время как в	1	1
72	не только потому	1	1
73	что не только	1	1
74	принять во внимание	3	1
75	а не только	1	1
76	независимо от того	1	1
77	мы никогда не	1	1
78	ни на что	1	1
79	не что иное	3	1
80	не может не	3	1
81	тем не менее	2	1
82	по одному тому	1	1
83	и после этого	1	1
84	же как и	1	1
85	понятий и к	1	1
86	но как это	1	1
87	точки зрения и	1	1
88	в другом случае	1	1
89	на то как	1	1
90	не есть просто	1	1
91	к тому что	1	1
92	и может быть	3	1
93	к выводу что	1	1
94	как мы это	2	1
95	потому что она	5	1
96	между тем и	1	1
97	о чем мы	1	1
98	своего развития и	1	1
99	он мог бы	1	1
100	в обоих случаях	1	1
101	более или менее	2	1
102	никто никогда не	1	1
103	в то же	3	1
104	но не на	1	1
105	это и не	1	1
106	есть одно и	1	1
107	том смысле что	3	1
108	и из нее	1	1
109	одно и то	4	1
110	той или иной	1	1
111	его значение в	1	1
112	еще не овладел	1	1
113	новые и новые	1	1
114	но и это	1	1
115	тем и другим	1	1
116	на самом деле	1	1
117	одного того что	1	1
118	все равно что	1	1
119	как же это	2	1
120	в связи с	4	1
121	но как раз	1	1
122	мы уже говорили	1	1
123	даже то что	1	1
124	уже сама по	1	1
125	более и более	1	1
126	того или иного	1	1
127	одной стороны и	1	1
128	они вовсе не	1	1
129	и вместе с	1	1
130	я не могу	1	1
131	сам по себе	3	1
132	слились в одну	1	1
133	ни в каком	3	1
134	надо сказать что	1	1
135	во всяком случае	2	1
136	есть не что	2	1
137	с ним в	1	1
138	в результате всего	1	1
139	мы только что	1	1
140	понятие должно быть	1	1
141	это было бы	1	1
142	что обе эти	1	1
143	и то же	4	1
