N	3gram	Potebnia_M_3	KulturaY
1	и т п	2	24
2	и т д	3	14
3	в том что	16	10
4	для того чтобы	3	8
5	в самом деле	1	7
6	с другой стороны	4	7
7	только потому что	2	6
8	по крайней мере	5	6
9	само по себе	3	5
10	тем не менее	3	5
11	не только в	4	4
12	не может быть	3	4
13	в этом отношении	2	3
14	то же время	5	3
15	в то же	5	3
16	что все эти	1	3
17	потому что он	3	2
18	не говоря уже	1	2
19	на самом деле	1	2
20	тем самым мы	1	2
21	в этом слове	1	2
22	только в том	3	2
23	говоря уже о	1	2
24	от этого не	1	2
25	вместе с тем	4	2
26	в том случае	1	2
27	может быть только	3	2
28	в таких случаях	1	2
29	к вопросу о	1	2
30	по преимуществу но	1	2
31	и в том	2	2
32	в свое время	1	2
33	по себе не	1	2
34	в свою очередь	3	2
35	если бы например	2	2
36	и в самом	2	2
37	можно сказать что	2	2
38	на то что	1	2
39	так или иначе	1	2
40	то тем самым	3	2
41	в том смысле	3	1
42	сих пор еще	1	1
43	то что я	2	1
44	указывает на это	1	1
45	в этом последнем	2	1
46	дело нисколько не	1	1
47	мы видели в	1	1
48	уже не в	1	1
49	может и не	1	1
50	потому что я	1	1
51	и там где	1	1
52	что само по	1	1
53	мы видели выше	1	1
54	это дает нам	1	1
55	но все это	1	1
56	том самом смысле	1	1
57	до сих пор	3	1
58	сам по себе	5	1
59	от присоединения к	1	1
60	что он не	3	1
61	что это слово	2	1
62	по себе и	1	1
63	а только как	1	1
64	представить себе что	1	1
65	только то что	1	1
66	то же в	1	1
67	состоит не в	1	1
68	не сам по	1	1
69	и говорить о	1	1
70	смысле в каком	2	1
71	и той же	2	1
72	не могла бы	2	1
73	зависит не только	1	1
74	может быть не	1	1
75	была бы уже	1	1
76	из этих слов	2	1
77	и то что	1	1
78	и в других	1	1
79	не все равно	1	1
80	все это в	1	1
81	самом смысле в	1	1
82	то время как	1	1
83	в данном случае	1	1
84	сами по себе	1	1
85	свое место в	1	1
86	в первый раз	1	1
87	мы не знаем	2	1
88	с одной стороны	3	1
89	какова должна быть	1	1
90	оно не было	1	1
91	ясно что и	1	1
92	ответ на это	2	1
93	можно сказать и	1	1
94	смысле этого слова	7	1
95	потому что оно	2	1
96	же что в	1	1
97	том что и	1	1
98	не могут быть	2	1
99	в противном случае	1	1
100	не в том	5	1
101	он уже не	1	1
102	но не только	1	1
103	в том самом	1	1
104	между тем казалось	1	1
105	вслед за тем	3	1
106	дает нам право	1	1
107	иначе как в	1	1
108	но эти слова	1	1
109	потому что и	2	1
110	это определение в	1	1
111	т д не	1	1
112	этого слова и	2	1
113	до тех пор	1	1
114	становится для нас	1	1
115	потому что не	3	1
116	заключается в том	1	1
117	в то время	4	1
118	в том чтобы	2	1
119	то что мы	2	1
120	как и в	2	1
121	он был бы	1	1
122	лишь в том	1	1
123	что оно имеет	1	1
124	о том что	1	1
125	ничего общего с	1	1
126	видно уже из	1	1
127	в связь с	1	1
128	еще один пример	1	1
129	но что же	1	1
130	случае если бы	1	1
131	связь слова с	1	1
132	после того как	1	1
133	с течением времени	1	1
134	к тому что	2	1
135	одной и той	2	1
136	сама по себе	2	1
137	таким образом в	1	1
138	то же что	4	1
139	в буквальном смысле	2	1
140	не только от	1	1
141	и что вообще	1	1
142	потому что они	1	1
143	к тому же	1	1
144	только тогда когда	7	1
145	как мы видели	1	1
146	присоединения к ним	1	1
