N	3gram	Voloshinov_1	Istorich
1	с другой стороны	1	7
2	в этом случае	3	5
3	до сих пор	1	5
4	в том что	1	5
5	тем не менее	1	5
6	как мы видели	3	5
7	мы видим что	2	4
8	что иное как	2	3
9	в связи с	2	3
10	мы уже видели	2	3
11	не что иное	2	3
12	мы видели что	2	3
13	не совсем так	1	2
14	и здесь мы	1	2
15	мы уже знаем	1	2
16	это еще не	1	2
17	мы увидим ниже	1	2
18	таким образом мы	1	2
19	о том что	2	2
20	не только не	1	2
21	но все же	2	2
22	мы имеем в	1	2
23	как и в	1	2
24	должны были бы	2	1
25	все еще не	1	1
26	с появлением собственности	1	1
27	и той же	2	1
28	мы должны были	1	1
29	мы должны будем	1	1
30	с точки зрения	5	1
31	а в этом	1	1
32	и он уходит	1	1
33	но и в	3	1
34	как мы увидим	2	1
35	независимо от того	1	1
36	нет ничего удивительного	1	1
37	мы видели есть	1	1
38	можно было бы	1	1
39	об этом мы	1	1
40	же как мы	1	1
41	они находятся в	1	1
42	и тем что	1	1
43	вместе с тем	2	1
44	можно заметить что	1	1
45	не только в	3	1
46	остановимся только на	1	1
47	всего мы должны	1	1
48	смысле этого слова	2	1
49	мы увидим дальше	1	1
50	но они еще	1	1
51	перед тем как	1	1
52	но вместе с	1	1
53	но уже не	1	1
54	но если бы	1	1
55	это не совсем	1	1
56	в тех случаях	2	1
57	достаточно чтобы убедиться	1	1
58	есть не что	2	1
59	прежде всего мы	1	1
60	в свою очередь	4	1
61	на самом деле	3	1
62	так как в	1	1
63	равно как и	2	1
64	не может быть	2	1
65	с самого начала	4	1
66	не только на	1	1
67	мы должны поставить	1	1
68	можно сказать что	2	1
69	связь с тем	1	1
70	тех случаях когда	2	1
71	в большинстве случаев	1	1
72	и о связи	1	1
73	одной и той	2	1
74	друг друга и	1	1
75	той роли которую	1	1
76	на этот вопрос	1	1
77	именно так и	1	1
78	в жизни и	1	1
79	в своей жизни	1	1
80	он не будет	1	1
