N	3gram	Tiupa_Anal_3	VeschiIm
1	не может быть	1	18
2	что иное как	1	8
3	не что иное	1	8
4	по крайней мере	4	6
5	не есть ни	1	6
6	в том что	7	6
7	есть не что	1	5
8	в свою очередь	4	5
9	тем не менее	2	5
10	с точки зрения	2	4
11	что не есть	1	4
12	не только в	1	4
13	то же время	3	4
14	в то же	3	4
15	в самом деле	1	3
16	подобно тому как	2	3
17	сам по себе	1	3
18	само по себе	1	3
19	сама по себе	2	3
20	можно сказать что	2	2
21	уже не может	1	2
22	дело в том	2	2
23	как бы ни	1	2
24	то что не	1	2
25	с самим собою	1	2
26	в основе своей	1	2
27	в отдельности и	1	2
28	в данном случае	3	2
29	в первом случае	1	2
30	не только к	2	2
31	заключается в том	1	2
32	так или иначе	1	2
33	но еще и	1	2
34	и того же	3	1
35	и может быть	1	1
36	это уже не	1	1
37	что несмотря на	2	1
38	все же если	1	1
39	в этом смысле	1	1
40	в себе не	1	1
41	том что он	2	1
42	и есть не	1	1
43	в этом случае	1	1
44	до сих пор	1	1
45	тот или иной	2	1
46	предстают перед нами	1	1
47	в зависимости от	1	1
48	что он не	1	1
49	по одному этому	1	1
50	не имеющие никакого	1	1
51	уже было сказано	1	1
52	хотя бы и	1	1
53	как раз в	1	1
54	в применении к	1	1
55	этих моментов в	1	1
56	в самом начале	1	1
57	в том чтобы	1	1
58	с одной стороны	2	1
59	и потому оно	1	1
60	с тем же	1	1
61	во втором случае	1	1
62	и как бы	1	1
63	по природе своей	1	1
64	не в том	1	1
65	уже по одному	1	1
66	внутренней и внешней	1	1
67	того же смысла	1	1
68	с другой стороны	5	1
69	себя самого все	1	1
70	речь идет о	1	1
71	относится не только	1	1
72	а в том	2	1
73	и все же	1	1
74	во всяком случае	2	1
75	неотделимо от сущности	1	1
76	прежде всего к	1	1
77	о том что	5	1
78	имя как раз	1	1
79	не только не	3	1
80	потому оно есть	1	1
81	вопрос о том	1	1
82	и прежде всего	2	1
83	именно потому что	1	1
84	с этой стороны	1	1
85	самим собою в	1	1
86	одного и того	3	1
87	для того чтобы	1	1
88	но и к	1	1
89	что и в	1	1
90	и а и	1	1
