N	3gram	Vygotskiy__5	KulturaY
1	для того чтобы	14	15
2	в том что	11	15
3	с точки зрения	9	9
4	в том чтобы	1	8
5	по отношению к	12	8
6	то обстоятельство что	2	8
7	в самом деле	2	7
8	с другой стороны	2	6
9	о том что	4	5
10	в зависимости от	2	5
11	в этом отношении	5	5
12	во всяком случае	1	5
13	мере в какой	3	5
14	той мере в	3	5
15	в той мере	3	5
16	до сих пор	3	4
17	том что он	2	4
18	хотя бы в	2	4
19	тем не менее	1	4
20	состоит в том	3	3
21	более или менее	1	3
22	в этом смысле	1	3
23	о том как	2	3
24	того или иного	1	3
25	только в том	1	3
26	можно было бы	3	3
27	вместе с тем	2	3
28	в связи с	1	3
29	а с другой	2	3
30	в свою очередь	3	3
31	не может быть	3	3
32	и того же	3	2
33	сводится к тому	1	2
34	на самом деле	1	2
35	и потому что	1	2
36	в этом случае	3	2
37	не потому чтобы	1	2
38	в первую очередь	1	2
39	так и в	1	2
40	в свое время	2	2
41	в тех случаях	1	2
42	заключается в том	5	2
43	этой точки зрения	4	2
44	но все же	2	2
45	одного и того	3	2
46	тех случаях когда	1	2
47	в то же	1	2
48	к тому что	1	2
49	это речь в	1	1
50	как это часто	1	1
51	к нашей теме	1	1
52	в том виде	1	1
53	и может быть	1	1
54	что иное как	1	1
55	потому что он	5	1
56	как например в	1	1
57	в одном ряду	1	1
58	что в этом	1	1
59	это на примере	1	1
60	в силу этого	1	1
61	на учение о	1	1
62	это было бы	1	1
63	ответить на этот	1	1
64	слова потому что	1	1
65	одном ряду с	1	1
66	никак не может	1	1
67	с одной стороны	3	1
68	есть в сущности	1	1
69	только в той	1	1
70	у нас на	1	1
71	в отличие от	2	1
72	мы говорим о	2	1
73	предполагать что эти	1	1
74	в собственном смысле	1	1
75	того как они	1	1
76	к тому чтобы	4	1
77	в сущности говоря	4	1
78	всяком случае все	1	1
79	же значение в	1	1
80	речи так как	1	1
81	на этот вопрос	4	1
82	то что обычно	1	1
83	и ничего не	1	1
84	с этой точки	4	1
85	не то что	3	1
86	в известной мере	1	1
87	так что в	2	1
88	одно и то	1	1
89	это есть чисто	1	1
90	в применении к	1	1
91	так же невозможно	1	1
92	ничего общего с	2	1
93	из того факта	1	1
94	с их помощью	1	1
95	того что он	1	1
96	в первом случае	1	1
97	и на все	1	1
98	не прав когда	1	1
99	к вопросу о	1	1
100	чтобы ответить на	1	1
101	тех или иных	1	1
102	потому что оно	1	1
103	и то же	1	1
104	было известно и	1	1
105	с помощью которого	2	1
106	речи можно сказать	1	1
107	но тем самым	1	1
108	и вместе с	1	1
109	в письменной речи	5	1
110	имеем в виду	1	1
111	в устной речи	3	1
112	в том смысле	1	1
113	исходит из того	1	1
114	не может возникнуть	1	1
115	уже на пороге	2	1
116	собственном смысле слова	1	1
117	это можно было	1	1
118	те или иные	1	1
119	не находится в	2	1
120	это часто бывает	1	1
121	как они приобретают	1	1
122	само по себе	2	1
123	так же как	7	1
124	вместо того чтобы	3	1
125	не в результате	1	1
126	ни в каком	1	1
127	не есть нечто	1	1
128	чтобы можно было	1	1
129	от того что	2	1
130	письменной речи с	2	1
131	том смысле что	1	1
132	по аналогии с	1	1
133	не только потому	1	1
134	и тем самым	1	1
135	той или иной	1	1
136	мы имеем в	1	1
137	смысле этого слова	1	1
138	друг от друга	4	1
139	письменной речи не	2	1
140	факты из области	1	1
141	эту точку зрения	1	1
142	что этот закон	1	1
143	не что иное	1	1
144	таким образом в	2	1
145	потому что она	1	1
146	частный случай но	1	1
147	то что они	2	1
148	того факта что	2	1
149	альфа и омега	1	1
