N	3gram	Medvedev_F_2	Hudozhes
1	и т п	9	8
2	то же время	5	8
3	в то же	5	8
4	в том что	2	6
5	в самом деле	5	4
6	к тому что	2	4
7	с точки зрения	7	3
8	в этом отношении	7	3
9	но в то	1	3
10	в связи с	10	3
11	тем не менее	1	3
12	как и в	1	3
13	и т д	5	3
14	того или иного	4	2
15	что же касается	1	2
16	только в том	1	2
17	что он не	1	2
18	до сих пор	1	2
19	то и другое	2	2
20	в значительной степени	3	2
21	так или иначе	1	2
22	в такой же	1	2
23	не в том	3	2
24	связи с этим	3	2
25	не может быть	10	2
26	на то чтобы	1	2
27	и в конце	1	1
28	в чем не	1	1
29	п все эти	1	1
30	и там где	1	1
31	все дело в	1	1
32	прежде всего на	1	1
33	прежде всего в	2	1
34	на самом деле	3	1
35	по аналогии со	1	1
36	но при этом	1	1
37	в этом смысле	2	1
38	т п все	1	1
39	та же что	1	1
40	потому что не	1	1
41	и в этом	5	1
42	в одной из	1	1
43	если же это	1	1
44	усилия на то	1	1
45	и то и	2	1
46	именно в этом	1	1
47	в таком случае	1	1
48	том случае если	1	1
49	и в то	3	1
50	с самого начала	2	1
51	до известной степени	3	1
52	сами по себе	2	1
53	и так или	1	1
54	более или менее	1	1
55	же время не	1	1
56	в отличие от	2	1
57	так в первой	1	1
58	при этом не	1	1
59	к тому чтобы	2	1
60	в данное время	1	1
61	является не чем	1	1
62	в том случае	2	1
63	в узком смысле	1	1
64	в литературном произведении	1	1
65	не чем иным	1	1
66	первой из них	1	1
67	в высшей степени	4	1
68	в конце концов	2	1
69	поэтому когда в	1	1
70	так и в	3	1
71	в том как	1	1
72	и его в	1	1
73	между тем в	1	1
74	он уже не	1	1
75	во всяком случае	5	1
76	свои усилия на	1	1
77	вследствие того что	1	1
78	в данном случае	1	1
79	между этими двумя	2	1
80	только в качестве	1	1
81	ни в чем	2	1
82	т е все	1	1
83	чем иным как	1	1
84	по себе а	2	1
85	в свою очередь	1	1
86	несмотря на свой	1	1
87	ничего общего с	1	1
88	с тем что	5	1
89	едва ли можно	1	1
90	времени и пространстве	1	1
91	но в этом	2	1
92	но все же	2	1
93	укладывается в рамки	1	1
94	все же не	1	1
95	в том смысле	3	1
96	с одной стороны	1	1
97	она не может	1	1
98	в первой из	1	1
