N	2gram	Ircho_Kome_2	Istorich
1	и в	26	24
2	не только	7	21
3	что он	5	21
4	и т	2	17
5	т е	1	16
6	может быть	11	14
7	не может	3	14
8	что в	9	13
9	в этих	4	13
10	мы имеем	2	12
11	как в	3	12
12	в этом	10	12
13	и здесь	6	12
14	но и	10	11
15	это не	2	10
16	том что	9	10
17	и что	2	10
18	у него	4	10
19	мы видим	1	10
20	а в	3	10
21	все же	4	9
22	с другой	2	9
23	не в	2	9
24	о том	6	9
25	потому что	6	9
26	и другие	2	9
27	то же	3	8
28	еще не	6	8
29	что и	7	8
30	так как	4	8
31	другой стороны	1	8
32	а не	1	8
33	все это	3	8
34	или в	3	8
35	во всех	3	7
36	то что	6	7
37	в первую	3	7
38	таким образом	6	7
39	мы видели	1	7
40	одна из	2	7
41	с собой	2	7
42	к нему	3	7
43	один из	5	7
44	в том	11	7
45	вместе с	9	7
46	что это	4	6
47	но не	3	6
48	как он	3	6
49	в нем	6	6
50	он не	2	6
51	об этом	2	6
52	как и	4	6
53	для нас	3	6
54	и все	2	6
55	показывают что	1	6
56	только в	4	6
57	ответ на	3	6
58	тем что	3	6
59	так же	1	6
60	с этой	3	6
61	во время	6	6
62	то это	2	5
63	в чем	1	5
64	с одной	2	5
65	отношение к	2	5
66	но в	3	5
67	что она	2	5
68	не менее	4	5
69	доказывает что	1	5
70	с ним	1	5
71	ничего не	1	5
72	так и	12	5
73	дочь и	1	5
74	представление об	1	5
75	одной стороны	2	5
76	там где	1	5
77	в тех	3	5
78	героя и	1	5
79	мы не	2	4
80	представляет собой	1	4
81	первый взгляд	1	4
82	тех случаях	1	4
83	как бы	2	4
84	мы можем	3	4
85	но все	3	4
86	от отца	1	4
87	не всегда	2	4
88	на первый	1	4
89	точки зрения	4	4
90	в их	3	4
91	тем не	1	4
92	по существу	1	4
93	не имеет	3	4
94	никогда не	1	4
95	со своим	1	4
96	в других	2	4
97	своего отца	2	4
98	так в	2	4
99	что у	4	4
100	после того	2	4
101	представления о	2	4
102	то и	1	4
103	вовсе не	2	4
104	ее на	1	4
105	если не	2	4
106	в состоянии	1	4
107	и не	14	4
108	случаях когда	1	4
109	одной из	4	4
110	например в	3	3
