N	3gram	Voloshinov_1	SlovoVZh
1	по отношению к	9	11
2	не может быть	3	7
3	можно сказать что	3	5
4	дело в том	1	4
5	в том что	4	4
6	и не может	1	3
7	и по отношению	2	3
8	тем не менее	2	3
9	бы то ни	1	3
10	может быть и	1	3
11	до сих пор	3	3
12	это как бы	2	3
13	и то же	1	2
14	в какой степени	1	2
15	смысл и значение	1	2
16	зависит от того	1	2
17	мы никогда не	1	2
18	на самом деле	2	2
19	мы все время	1	2
20	с точки зрения	10	2
21	в зависимости от	2	2
22	до известной степени	1	2
23	конечно не может	1	2
24	мы можем сказать	2	2
25	лежит на границе	1	2
26	одно и то	1	2
27	в данном случае	3	2
28	в настоящее время	1	2
29	выходят за пределы	1	2
30	в жизни и	1	2
31	с одной стороны	1	2
32	зависимости от того	1	1
33	так именно и	1	1
34	том что в	1	1
35	но все же	1	1
36	один и тот	2	1
37	начинает сближаться с	1	1
38	а между тем	1	1
39	в чем не	2	1
40	никогда не поймем	1	1
41	или хотя бы	1	1
42	там же где	1	1
43	протяжении всей жизни	4	1
44	какой степени не	1	1
45	уже не может	1	1
46	в последующем мы	1	1
47	во всяком случае	3	1
48	действия и поступки	1	1
49	так как в	1	1
50	и она не	1	1
51	с греческого значит	1	1
52	в самом деле	5	1
53	без внутренней речи	1	1
54	с ним в	1	1
55	не остается места	1	1
56	данной социальной группы	1	1
57	нам кажется что	1	1
58	как это делает	1	1
59	в нем и	1	1
60	и таким образом	1	1
61	можно определить как	1	1
62	в то время	1	1
63	сих пор не	1	1
64	с помощью которой	1	1
65	ни в чем	2	1
66	равно как и	1	1
67	сам по себе	2	1
68	то что мы	1	1
69	в свою очередь	1	1
70	но и в	1	1
71	и др и	1	1
72	о том что	1	1
73	только то что	2	1
74	ничего общего с	1	1
75	в этом отношении	2	1
76	с самого начала	5	1
77	в конечном счете	1	1
78	и политической жизни	1	1
79	ни в какой	1	1
80	и прежде всего	5	1
81	является для него	1	1
82	то же время	5	1
83	как мы уже	4	1
84	на протяжении всей	5	1
85	или может быть	1	1
86	со всех сторон	1	1
87	по крайней мере	1	1
88	в то же	5	1
89	говорит о том	1	1
90	отнюдь не является	1	1
91	в каком направлении	1	1
92	его содержание но	1	1
93	и уже отсюда	1	1
94	и тогда когда	1	1
95	переводе с греческого	1	1
96	это ни в	1	1
97	во внутренней речи	1	1
98	в двух направлениях	1	1
99	ко всем тем	1	1
100	константные устойчивые моменты	1	1
101	она не может	1	1
102	далеко не всегда	3	1
103	позицию по отношению	1	1
104	вместе с его	1	1
105	но в то	3	1
106	это прежде всего	1	1
107	мы увидим что	4	1
108	должно рассматривать как	1	1
109	в высшей степени	2	1
110	принимают участие в	1	1
111	и тот же	2	1
