N	2gram	Vinokur_St_1	FransuaR
1	и в	44	49
2	то есть	2	32
3	прежде всего	7	19
4	в его	9	18
5	и на	1	17
6	не только	18	17
7	и его	8	17
8	в этом	21	15
9	и не	16	15
10	в них	1	13
11	в эпоху	2	13
12	только в	10	13
13	но и	10	13
14	во время	3	12
15	как и	9	11
16	как бы	4	11
17	в этой	11	10
18	вовсе не	19	10
19	в нем	5	9
20	для него	6	9
21	и др	1	9
22	все это	5	9
23	в сущности	2	8
24	отношение к	2	8
25	то же	5	7
26	все же	8	7
27	все эти	5	7
28	таким образом	7	7
29	на протяжении	1	7
30	как мы	1	7
31	не может	8	7
32	жизни и	5	7
33	именно в	6	6
34	во всех	8	6
35	в истории	3	6
36	с их	1	6
37	так и	9	6
38	и с	3	6
39	времени и	1	6
40	точки зрения	11	6
41	но он	2	6
42	в то	9	6
43	же время	4	6
44	то что	18	6
45	здесь в	1	6
46	так как	5	6
47	сказать что	7	6
48	с точки	8	5
49	с его	1	5
50	из этих	6	5
51	но не	3	5
52	в своем	2	5
53	при этом	2	5
54	в своей	6	5
55	никогда не	5	5
56	тот же	1	5
57	уже в	2	5
58	в начале	3	5
59	может быть	15	5
60	и потому	2	5
61	и смерти	1	5
62	отношения к	2	4
63	и до	1	4
64	и к	1	4
65	но в	10	4
66	в себе	2	4
67	но все	4	4
68	лишь в	3	4
69	в этих	2	4
70	и более	2	4
71	одна из	1	4
72	в области	14	4
73	она была	1	4
74	с другой	9	4
75	и во	2	4
76	мы находим	4	4
77	а в	17	4
78	тем что	5	4
79	в форме	1	4
80	до сих	7	4
81	не было	4	4
82	там где	5	4
83	и о	1	4
84	сих пор	7	4
85	том что	29	4
86	в духе	1	4
87	в свое	2	4
88	в своих	2	4
89	как на	1	4
90	также и	9	3
91	в самом	7	3
92	место в	1	3
93	раз в	2	3
94	да и	3	3
95	но именно	2	3
96	всех этих	2	3
97	и вот	1	3
98	свое время	2	3
99	в плане	1	3
100	можно было	13	3
101	на все	1	3
102	и других	1	3
103	было бы	17	3
104	из них	8	3
105	ни в	3	3
106	далеко не	1	3
107	несмотря на	2	3
108	в г	3	3
109	в одном	1	3
110	их в	2	3
111	даже в	3	3
112	но они	1	3
113	лиц и	1	3
114	к этим	1	3
115	только с	2	3
116	и это	2	3
117	в ее	4	3
118	так в	1	3
119	и вообще	3	3
120	в виду	1	3
121	о том	17	3
122	к нему	2	3
123	что он	10	3
124	с одной	3	3
125	этом отношении	7	3
126	что для	3	3
127	превращается в	2	3
128	нужно сказать	5	3
129	о чем	1	3
130	одной стороны	2	3
131	видит в	1	3
132	в течение	1	3
133	с полной	1	3
134	и перед	2	3
135	но эти	1	3
136	и все	2	3
137	в том	36	3
138	другой стороны	7	3
139	как известно	1	2
140	до него	1	2
141	на самом	6	2
142	тех же	1	2
143	в какой-то	1	2
144	видеть в	1	2
145	и последующих	1	2
146	но даже	1	2
147	в ней	3	2
148	от всей	1	2
149	литературы и	2	2
150	еще не	3	2
151	он был	3	2
152	это и	4	2
153	за пределы	2	2
154	что они	7	2
155	и вовсе	1	2
156	чем мы	1	2
157	как к	3	2
158	это был	1	2
159	целый ряд	2	2
160	к числу	2	2
161	литературы в	1	2
162	только то	1	2
163	в нашем	1	2
164	думать что	2	2
165	на то	4	2
166	по словам	4	2
167	содержит в	1	2
168	на совершенно	2	2
169	так например	7	2
170	и за	3	2
171	значительной степени	1	2
172	связанные с	3	2
173	второй половины	1	2
174	в vii	1	2
175	должен был	2	2
176	были в	1	2
177	мировой литературы	1	2
178	по поводу	7	2
179	можно найти	2	2
180	в отношении	9	2
181	и без	3	2
182	что касается	3	2
183	его современников	1	2
184	точку зрения	3	2
185	и эти	1	2
186	что в	30	2
187	вплоть до	5	2
188	того как	1	2
189	он еще	1	2
190	того чтобы	11	2
191	ничего не	2	2
192	что только	1	2
193	и после	1	2
194	своей статье	4	2
195	могут быть	5	2
196	и критического	1	2
197	чем кажется	1	2
198	в одну	1	2
199	без всякого	2	2
200	на основе	1	2
201	притом в	1	2
202	еще в	1	2
203	не были	1	2
204	другом месте	2	2
205	в другом	3	2
206	можно сказать	1	2
207	там же	1	2
208	они являются	1	2
209	нуждается в	1	2
210	всего что	1	2
211	его современники	1	2
212	и интерпретации	1	2
213	сомнению что	1	2
214	одной из	1	2
215	всяком случае	6	2
216	именно на	1	2
217	со всеми	2	2
218	в качестве	4	2
219	есть в	2	2
220	себе в	1	2
221	никто не	4	2
222	в конце	3	2
223	у него	2	2
224	в первую	2	2
225	даже и	2	2
226	ссылается на	1	2
227	и даже	5	2
228	связано с	1	2
229	до конца	1	2
230	для них	1	2
231	вместе с	1	2
232	так же	5	2
233	в меру	1	2
234	xix века	1	2
235	такого рода	2	2
236	на эту	4	2
237	статье о	2	2
238	в тех	3	2
239	по существу	2	2
240	для понимания	1	2
241	но это	6	2
242	вряд ли	5	2
243	пор еще	1	2
244	не подлежит	1	2
245	хотя и	1	2
246	и другие	1	2
247	в целях	1	2
248	совершенно не	5	2
249	включает в	1	2
250	это в	4	2
251	во всяком	6	2
252	литературы а	1	1
253	к произведениям	1	1
254	то на	1	1
255	например в	8	1
256	и откровенной	1	1
257	я имею	1	1
258	и то	5	1
259	а иногда	2	1
260	самом деле	11	1
261	художественных произведений	1	1
262	тем же	3	1
263	здесь и	1	1
264	сказано что	1	1
265	считаться с	2	1
266	в котором	5	1
267	своей эпохи	1	1
268	что эти	1	1
269	уже решительно	1	1
270	должна быть	3	1
271	и этот	1	1
272	же образ	1	1
273	той же	5	1
274	г в	5	1
275	и была	1	1
276	еще на	1	1
277	мы имеем	2	1
278	уже после	1	1
279	г как	2	1
280	с текстом	1	1
281	бы что	2	1
282	на эти	7	1
283	еще до	1	1
284	который был	1	1
285	их с	1	1
286	в деле	3	1
287	почти исключительно	1	1
288	этого прежде	1	1
289	как я	1	1
290	конечно и	3	1
291	того же	3	1
292	и самого	1	1
293	на них	1	1
